样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,第四问OOF预测损耗_w每m3,第四问预测相对误差_percent
875,90,89080.0,材料1,正弦波,0.0497094735,4582.056901,5006.6164106709175,9.265697018696137
876,90,89080.0,材料1,正弦波,0.055057993,5880.57273,6507.696199856584,10.664326395578549
877,90,89090.0,材料1,正弦波,0.0612437915,7815.654294,7791.022830560752,-0.31515548811003186
878,90,89080.0,材料1,正弦波,0.0694160495,11070.64095,10262.207856662711,-7.302495826470547
879,90,89090.0,材料1,正弦波,0.0780363675,14925.40259,16917.600731578485,13.347701206487086
880,90,89080.0,材料1,正弦波,0.087743405,20932.4027,22963.07560573996,9.701098028942281
881,90,89080.0,材料1,正弦波,0.098298248,29448.50397,32104.871691570886,9.020382577929933
882,90,89080.0,材料1,正弦波,0.1108609465,42602.2508,42766.69639448371,0.3860021275770481
883,90,89080.0,材料1,正弦波,0.139803008,87413.41476,101866.48335850684,16.53415398333175
884,90,89080.0,材料1,正弦波,0.1546446665,118586.3564,123303.24338576976,3.9775966889979912
885,90,89080.0,材料1,正弦波,0.1738754665,166749.9216,162096.54778659434,-2.7906302856130774
886,90,89080.0,材料1,正弦波,0.194464456,231445.3959,230940.19862086503,-0.2182792520760483
887,90,89080.0,材料1,正弦波,0.219158639,325175.1277,318077.31331505586,-2.1827666941035093
888,90,89090.0,材料1,正弦波,0.2714668125,596099.9476,604666.268044336,1.4370610966878141
889,90,99950.0,材料1,正弦波,0.022084099,708.7652037,795.16648764836,12.190395845805535
890,90,99950.0,材料1,正弦波,0.0246233579999999,983.4575232,1018.24780477774,3.5375479628788176
891,90,99950.0,材料1,正弦波,0.039422697,2992.093566,2880.7910984136665,-3.719885930409887
892,90,99950.0,材料1,正弦波,0.0489643005,5185.070986,5545.53876026197,6.9520316160618645
893,90,99950.0,材料1,正弦波,0.061931591,9568.53606,10468.305289463438,9.40341577668087
894,90,99950.0,材料1,正弦波,0.087377919,24678.39419,28241.73795313503,14.43912329019748
895,90,99950.0,材料1,正弦波,0.0986952385,35803.84731,37156.4784183909,3.7778931875098043
896,90,99950.0,材料1,正弦波,0.110686407,50812.43183,51995.45458581719,2.328215189100092
897,90,99950.0,材料1,正弦波,0.124035324,73139.44533,75535.61919521626,3.276171776262307
898,90,99950.0,材料1,正弦波,0.137524232,99768.37842,105741.17036741418,5.986658340050609
899,90,99950.0,材料1,正弦波,0.154842114,141036.4806,144494.1698215264,2.451627555379016
900,90,99950.0,材料1,正弦波,0.1724497675,193001.3105,204817.83248118343,6.122508676532245
901,90,99950.0,材料1,正弦波,0.1954136,278568.9295,278804.90831449605,0.08471110361071996
902,90,99950.0,材料1,正弦波,0.220124565,389488.4452,420041.91563569015,7.844512670973105
903,90,99950.0,材料1,正弦波,0.2421593615,520331.0961,537415.3145864255,3.283336055537643
904,90,99950.0,材料1,正弦波,0.270476495,696938.0157,702042.4162682279,0.7324038082642169
905,90,112160.0,材料1,正弦波,0.021924419,938.0406753,999.0275847117914,6.501520778114111
906,90,112160.0,材料1,正弦波,0.0246139695,1223.050584,1358.3411268080115,11.061729136790259
907,90,112160.0,材料1,正弦波,0.027616731,1603.438961,1706.196480902068,6.4085707283788516
908,90,112160.0,材料1,正弦波,0.0311427479999999,2138.530562,2339.033017228501,9.37571147175877
909,90,112160.0,材料1,正弦波,0.035052966,2798.160071,3110.3960585789755,11.15861779370576
910,90,112160.0,材料1,正弦波,0.0394884105,3715.695872,4274.059347935804,15.027157635354616
911,90,112160.0,材料1,正弦波,0.0436914865,4755.175029,5197.96068606252,9.311658442899347
912,90,112160.0,材料1,正弦波,0.048867171,6319.838092,7016.9313679971165,11.030239475272882
913,90,112160.0,材料1,正弦波,0.055188001,8722.460852,8938.742842491962,2.479598294125557
914,90,112160.0,材料1,正弦波,0.069634062,16384.22888,17455.008048930904,6.535426090378843
915,90,112160.0,材料1,正弦波,0.078139122,21891.83835,23624.517020108677,7.9147243936627865
916,90,112160.0,材料1,正弦波,0.0879999135,31120.82442,32272.8772992592,3.7018713376976717
917,90,112160.0,材料1,正弦波,0.1106702325,63187.53128,65360.15926130032,3.4383808597820567
918,90,112160.0,材料1,正弦波,0.1230250475,86443.75696,93081.26545014764,7.6784127895077505
919,90,112160.0,材料1,正弦波,0.137916231,121342.6439,126004.31781342869,3.8417441417136375
920,90,112160.0,材料1,正弦波,0.1543487385,167770.3466,170770.75950807828,1.7884047859970793
921,90,112160.0,材料1,正弦波,0.174506104,240563.413,251644.59090550468,4.606343819001553
922,90,112160.0,材料1,正弦波,0.2180033874999999,464877.115,468140.9957965853,0.7020953906464702
923,90,112160.0,材料1,正弦波,0.271120458,832598.6389,872876.2126966782,4.8375738218707065
924,90,125860.0,材料1,正弦波,0.019543829,941.8760287,956.0071221329424,1.5003135234736236
925,90,125850.0,材料1,正弦波,0.021809472,1224.052589,1249.9987918014572,2.1196967380833076
926,90,125860.0,材料1,正弦波,0.0247504965,1610.815256,1678.8712452163036,4.224940691541568
927,90,125860.0,材料1,正弦波,0.02764971,2095.126964,2167.520227233022,3.455316287601462
928,90,125860.0,材料1,正弦波,0.0312562405,2780.980435,2805.8183337745563,0.8931346104402342
929,90,125860.0,材料1,正弦波,0.0351986794999999,3584.043542,4037.968296786783,12.665157369530169
930,90,125850.0,材料1,正弦波,0.0436557545,6074.632478,6168.96779403354,1.5529386571975445
931,90,125860.0,材料1,正弦波,0.0491611594999999,8160.77248,8680.666438086515,6.370646398495297
932,90,125860.0,材料1,正弦波,0.0551892285,11032.88796,12194.3761227646,10.527508001310286
933,90,125860.0,材料1,正弦波,0.0619990314999999,15064.17596,15120.734858040883,0.37545298323030823
934,90,125860.0,材料1,正弦波,0.0696909149999999,20482.92543,22136.949353795622,8.07513521175585
935,90,125860.0,材料1,正弦波,0.0879639225,38585.35599,41416.047361062,7.33618052350126
936,90,125860.0,材料1,正弦波,0.0986641365,56211.37027,58810.48489113688,4.623823629725729
937,90,125850.0,材料1,正弦波,0.1233441325,107437.269,107835.83084712712,0.3709716849998444
938,90,125860.0,材料1,正弦波,0.1741674604999999,288610.2916,268245.49301642424,-7.056158139987742
939,90,125850.0,材料1,正弦波,0.1948346795,409320.219,425419.92495007446,3.9332789348660246
940,90,141270.0,材料1,正弦波,0.0160249385,763.220977,771.3319298504313,1.0627266669625772
941,90,141260.0,材料1,正弦波,0.0174502245,966.768255,962.4874638569688,-0.44279392924741184
942,90,141260.0,材料1,正弦波,0.0246207635,2077.609685,2157.1641792508135,3.829135704612082
943,90,141260.0,材料1,正弦波,0.0277811,2745.415547,2686.4306514394693,-2.1484869795024415
944,90,141260.0,材料1,正弦波,0.043647793,7790.490007,8704.211022058476,11.728671935108945
945,90,141260.0,材料1,正弦波,0.0619939055,19124.17456,18876.549378399217,-1.2948280764949394
946,90,141260.0,材料1,正弦波,0.0784921905,35347.35317,36743.99779277697,3.9512000122326842
947,90,141260.0,材料1,正弦波,0.087944415,50435.08141,50068.81858671009,-0.7262064678997171
948,90,141260.0,材料1,正弦波,0.097578678,67873.23527,65012.63743054512,-4.214618366246161
949,90,141260.0,材料1,正弦波,0.109900197,95013.43839,98537.78506207264,3.709313894742256
950,90,141260.0,材料1,正弦波,0.122388409,128850.956,124895.44490091148,-3.0698344986191097
951,90,141260.0,材料1,正弦波,0.1387447895,184521.8028,184302.10265858917,-0.11906459728716573
952,90,141260.0,材料1,正弦波,0.155677925,255555.4032,279411.9525181488,9.335177037708124
953,90,141260.0,材料1,正弦波,0.174044782,359423.2255,371879.6703888304,3.465676118036623
954,90,141260.0,材料1,正弦波,0.19331753,481326.9227,555506.9625582994,15.411570880387702
955,90,141260.0,材料1,正弦波,0.2176125165,663872.2785,653113.1091444426,-1.6206685689403155
956,90,158500.0,材料1,正弦波,0.014441913,824.0751503,776.3983955323939,-5.785486281226857
957,90,158500.0,材料1,正弦波,0.015506596,1007.106866,943.6646809413112,-6.2994491647809685
958,90,158500.0,材料1,正弦波,0.0195796345,1670.793911,1562.250617388539,-6.496510006221884
959,90,158500.0,材料1,正弦波,0.024829772,2832.921144,2749.6012530053663,-2.941129906531335
960,90,158500.0,材料1,正弦波,0.027893567,3678.249795,3691.879159571503,0.3705393959385164
961,90,158500.0,材料1,正弦波,0.03100951,4627.454297,4963.656976534059,7.265391680951244
962,90,158500.0,材料1,正弦波,0.034789098,6022.969781,6067.621008303904,0.7413490176351312
963,90,158500.0,材料1,正弦波,0.03889932,7752.760975,7934.120243320757,2.3392862092044195
964,90,158500.0,材料1,正弦波,0.0494016875,13899.54076,16087.392744116116,15.740462378529088
965,90,158500.0,材料1,正弦波,0.0552450415,18359.64719,18589.081202541995,1.2496646050309799
966,90,158500.0,材料1,正弦波,0.062404868,25168.44714,25970.228097536394,3.185659222742153
967,90,158500.0,材料1,正弦波,0.0784563115,46951.40713,49582.63268850629,5.604146327757331
968,90,158500.0,材料1,正弦波,0.0869487,62070.61613,64053.6416362597,3.1947894670587327
969,90,158500.0,材料1,正弦波,0.097934052,86257.86209,90914.14690496652,5.398099027898736
970,90,158500.0,材料1,正弦波,0.110044259,119332.3062,126701.62512116348,6.175460070982416
971,90,158500.0,材料1,正弦波,0.124220081,168128.8466,184339.41607264685,9.64175380993
972,90,158500.0,材料1,正弦波,0.138978185,229173.8421,230270.0087511566,0.4783122895318363
973,90,158500.0,材料1,正弦波,0.155514373,320988.4024,350137.95306996664,9.081185006068186
974,90,158500.0,材料1,正弦波,0.1732660915,431197.2175,444858.1577727635,3.1681420283662867
975,90,177820.0,材料1,正弦波,0.013841659,1073.433396,1081.0600525642303,0.7104918286174149
976,90,177820.0,材料1,正弦波,0.015533743,1367.287888,1322.384853673535,-3.2840950849163892
977,90,177820.0,材料1,正弦波,0.0174959235,1767.916734,1789.121997606994,1.1994492273974988
978,90,177820.0,材料1,正弦波,0.0196200404999999,2247.717152,2272.827506638126,1.117149220300382
979,90,177820.0,材料1,正弦波,0.022113456,2931.906808,2865.269685018284,-2.272825411772651
980,90,177820.0,材料1,正弦波,0.0248891605,3801.00731,3775.9264398773057,-0.6598479844200629
981,90,177820.0,材料1,正弦波,0.0275921375,4757.597689,4899.531565859722,2.9833097739198466
982,90,177820.0,材料1,正弦波,0.030981977,6152.055794,6221.8699123722035,1.1348095776421965
983,90,177820.0,材料1,正弦波,0.034813574,7988.024299,8325.494137997033,4.224697201275171
984,90,177830.0,材料1,正弦波,0.0439554505,13656.58064,14329.5953480577,4.9281348369623865
985,90,177820.0,材料1,正弦波,0.0493307075,18057.87393,19601.37642600783,8.54753168612818
986,90,177820.0,材料1,正弦波,0.0623451904999999,32459.27015,32651.82925135828,0.5932329977489589
987,90,177820.0,材料1,正弦波,0.077818528,59060.94231,62386.06646849012,5.629988328051317
988,90,177820.0,材料1,正弦波,0.0872407625,79652.53328,81797.79172761552,2.6932708343052427
989,90,177820.0,材料1,正弦波,0.097852629,109199.7839,107701.63627739938,-1.3719327722960997
990,90,177820.0,材料1,正弦波,0.1239824535,208758.6158,219740.1877654465,5.260416162160859
991,90,177820.0,材料1,正弦波,0.1382747865,288196.1215,290796.0626617791,0.9021430088118325
992,90,177820.0,材料1,正弦波,0.1736006385,529174.1341,533534.7256387904,0.8240371661790905
993,90,199500.0,材料1,正弦波,0.0130824169999999,1251.981937,1276.1884334836436,1.9334541312670397
994,90,199500.0,材料1,正弦波,0.0123632439999999,1150.367179,1091.4577689144166,-5.120922359484617
995,90,199500.0,材料1,正弦波,0.0155517215,1845.774952,1807.613805328675,-2.0674864305626905
996,90,199500.0,材料1,正弦波,0.0175094485,2374.2095,2443.7231044710115,2.927863125432343
997,90,199500.0,材料1,正弦波,0.0197384265,3068.389033,2985.371583860413,-2.7055711725843246
998,90,199510.0,材料1,正弦波,0.0245854895,4910.844527,5146.164332003094,4.7918398497304775
999,90,199500.0,材料1,正弦波,0.0309019359999999,8108.043319,8168.171596233437,0.7415880116542465
1000,90,199500.0,材料1,正弦波,0.039177588,13719.96348,13819.358204499747,0.7244532731055571
1001,90,199500.0,材料1,正弦波,0.055564719,31727.36904,32662.70424241452,2.948038966720819
1002,90,199500.0,材料1,正弦波,0.0692186745,57465.73659,63061.88873910742,9.738241395971665
1003,90,199510.0,材料1,正弦波,0.077854621,75945.32592,79323.0633189834,4.447590892613292
1004,90,199500.0,材料1,正弦波,0.098750749,142631.1487,156496.04352927572,9.720804295307289
1005,90,199500.0,材料1,正弦波,0.110570433,192691.119,194406.9251571255,0.8904438180804173
1006,90,199500.0,材料1,正弦波,0.123487257,265651.7073,282211.4202880328,6.233618129670791
1007,90,199500.0,材料1,正弦波,0.1370807755,349933.416,353799.4393058129,1.1047882622941188
1008,90,199500.0,材料1,正弦波,0.154450221,476622.4578,487349.06639478455,2.2505461963115603
1009,90,223850.0,材料1,正弦波,0.0130938655,1754.697826,1574.825099876614,-10.250923176523385
1010,90,223850.0,材料1,正弦波,0.0123302284999999,1561.922846,1413.9487716759704,-9.47384019018501
1011,90,223850.0,材料1,正弦波,0.013887508,1962.661101,1891.1304911795607,-3.644572656175508
1012,90,223850.0,材料1,正弦波,0.024419526,6478.939528,6255.003123084869,-3.4563743641586107
1013,90,223860.0,材料1,正弦波,0.0275295885,8387.554956,8413.14687499418,0.3051177503865126
1014,90,223850.0,材料1,正弦波,0.031004868,10845.05856,11395.660496399798,5.076984447373961
1015,90,223850.0,材料1,正弦波,0.034952111,14182.30884,14291.711632879142,0.771403261016152
1016,90,223850.0,材料1,正弦波,0.0390992665,18041.45511,17811.000024718654,-1.2773641808614877
1017,90,223850.0,材料1,正弦波,0.044189563,24046.93982,24263.174056898108,0.8992172746998128
1018,90,223860.0,材料1,正弦波,0.055625933,43466.30167,44596.463315307854,2.600086968263691
1019,90,223850.0,材料1,正弦波,0.061642746,55689.07224,55405.873447197315,-0.508535663122921
1020,90,223860.0,材料1,正弦波,0.0879937345,134332.1282,138779.03081244207,3.3103790374118875
1021,90,223850.0,材料1,正弦波,0.098643433,181216.4179,181136.0979440881,-0.04432267056300465
1022,90,223850.0,材料1,正弦波,0.1104544355,249437.8193,254371.32444706527,1.9778496945291681
1023,90,223850.0,材料1,正弦波,0.137709305,439975.7728,457553.2801173151,3.995108004573098
1024,90,251170.0,材料1,正弦波,0.012289567,2077.915827,1880.8760672792405,-9.482566962552873
1025,90,251170.0,材料1,正弦波,0.0138839275,2638.247268,2507.440045752789,-4.958110781874257
1026,90,251170.0,材料1,正弦波,0.015648867,3386.191619,3081.875098523771,-8.986984633967609
1027,90,251170.0,材料1,正弦波,0.017630824,4332.108647,4388.757255654906,1.3076451509159421
1028,90,251170.0,材料1,正弦波,0.021890172,6837.211727,6598.612686494057,-3.4897126201858057
1029,90,251170.0,材料1,正弦波,0.0245364855,8721.534736,8605.593901051765,-1.3293627607726428
1030,90,251170.0,材料1,正弦波,0.0310796809999999,14470.24183,13652.748177947757,-5.649481616522812
1031,90,251170.0,材料1,正弦波,0.0347759455,18547.17624,18214.848635902283,-1.7917962270774108
1032,90,251170.0,材料1,正弦波,0.044315365,31919.17006,36473.39466339431,14.267991914681733
1033,90,251170.0,材料1,正弦波,0.0549456945,55098.6931,53910.180046619185,-2.157062148867577
1034,90,251170.0,材料1,正弦波,0.061989251,73174.08745,73851.9268748433,0.9263380637393773
1035,90,251170.0,材料1,正弦波,0.06937309,96402.16713,102654.50280839045,6.485679590541841
1036,90,251170.0,材料1,正弦波,0.0783131645,128133.6345,134071.19047021604,4.633877742862307
1037,90,251170.0,材料1,正弦波,0.087932937,171863.9905,178056.95787459504,3.6034118354740676
1038,90,251170.0,材料1,正弦波,0.098225525,234430.3556,243083.3697478713,3.6910809292272773
1039,90,281860.0,材料1,正弦波,0.0132782815,3243.681288,3126.541885586101,-3.6113104837783
1040,90,281850.0,材料1,正弦波,0.0124594615,2854.831757,2790.512187641889,-2.253007351498053
1041,90,281850.0,材料1,正弦波,0.0156610344999999,4527.587523,4550.387583157617,0.503580771035198
1042,90,281850.0,材料1,正弦波,0.0174650854999999,5672.472447,5424.199766644591,-4.376798348076819
1043,90,281850.0,材料1,正弦波,0.0195440939999999,7177.279865,7222.229103788583,0.626271228571954
1044,90,281850.0,材料1,正弦波,0.0219343425,9120.733192,9194.676203204892,0.8107134552488527
1045,90,281850.0,材料1,正弦波,0.027711907,15000.41993,14919.436522474498,-0.5398742695432135
1046,90,281860.0,材料1,正弦波,0.0351177445,25046.69085,25822.04971430988,3.0956539087473147
1047,90,281860.0,材料1,正弦波,0.0394171715,32107.62901,32524.061091994165,1.296987958420926
1048,90,281860.0,材料1,正弦波,0.0441208505,42962.83211,43338.80740439844,0.8751175747348442
1049,90,281850.0,材料1,正弦波,0.0489236,54683.97476,55078.30496770634,0.7211074349240333
1050,90,281860.0,材料1,正弦波,0.0553441465,72754.56115,71108.78576045061,-2.2620923877971615
1051,90,281860.0,材料1,正弦波,0.0698861785,127074.9846,130851.1545876097,2.97160766888631
1052,90,281850.0,材料1,正弦波,0.0780406174999999,163416.7829,162388.75884487358,-0.6290810753235151
1053,90,281850.0,材料1,正弦波,0.087740699,224289.0,237299.7993865357,5.80090837559386
1054,90,281860.0,材料1,正弦波,0.097035846,287415.678,298480.3103186483,3.8496968556629247
1055,90,316230.0,材料1,正弦波,0.014013929,4806.866695,5054.5884132297,5.153496735979277
1056,90,316230.0,材料1,正弦波,0.019491407,9438.850999,9240.89479207726,-2.0972489865949995
1057,90,316230.0,材料1,正弦波,0.021938719,12093.85559,12138.042710078702,0.36536834551951786
1058,90,316230.0,材料1,正弦波,0.0247079855,15557.23073,15023.956339765527,-3.4278233670863085
1059,90,316230.0,材料1,正弦波,0.0276977705,19778.73104,19530.212893246146,-1.2564918661933189
1060,90,316230.0,材料1,正弦波,0.031299649,25667.99566,24793.42761731182,-3.4072315356164466
1061,90,316230.0,材料1,正弦波,0.0351784515,33066.84625,33373.54407426014,0.9275085441815906
1062,90,316230.0,材料1,正弦波,0.039252512,43155.12273,43508.52126890016,0.8189028707233471
1063,90,316230.0,材料1,正弦波,0.0436503055,54682.60835,54732.27516576052,0.09082744451877692
1064,90,316230.0,材料1,正弦波,0.0490609885,71443.96818,73007.44189355204,2.188391481297534
1065,90,316230.0,材料1,正弦波,0.055430676,94691.42506,91670.11188747417,-3.1906935296532
1066,90,316230.0,材料1,正弦波,0.0621644004999999,123821.8119,124248.8354710188,0.34486942523799313
1067,90,316230.0,材料1,正弦波,0.0699402455,163722.3468,179872.73124695674,9.864496058492083
1068,25,56190.0,材料1,三角波,0.0772780654999999,35065.13841,34040.660744022876,-2.9216415860060003
1069,25,56180.0,材料1,三角波,0.0977847555,61898.58731,67601.11780335027,9.212698934130591
1070,25,56180.0,材料1,三角波,0.1230430935,104974.692,98735.81352735782,-5.943221507753671
1071,25,56190.0,材料1,三角波,0.153297842,177473.1197,175064.9053837734,-1.3569459534477322
1072,25,56180.0,材料1,三角波,0.1732802299999999,234721.2625,240520.3768767264,2.4706387120452646
1073,25,56190.0,材料1,三角波,0.193413979,304408.3904,285257.8855692226,-6.291056828497115
1074,25,56180.0,材料1,三角波,0.217361191,394656.5984,406845.91237891774,3.0885874018919535
1075,25,56180.0,材料1,三角波,0.244672696,518367.5256,494637.8940118146,-4.577761996320817
1076,25,56190.0,材料1,三角波,0.2711267535,656397.8982,664718.7943584387,1.2676603903297874
1077,25,70800.0,材料1,三角波,0.027096663,3699.34622,3659.0560300682464,-1.089116496150866
1078,25,70780.0,材料1,三角波,0.0349642395,6982.319282,7039.187596601948,0.8144616753426133
1079,25,70780.0,材料1,三角波,0.039140512,9331.461697,9228.82026837938,-1.0999501680815824
1080,25,70770.0,材料1,三角波,0.0434900995,11962.2772,10462.76397618627,-12.535349237800059
1081,25,70780.0,材料1,三角波,0.0486843614999999,15710.22338,14424.42313435932,-8.184480987568742
1082,25,70770.0,材料1,三角波,0.054772821,20998.22969,19284.479183232153,-8.161404709197877
1083,25,70770.0,材料1,三角波,0.061658158,27783.97515,29369.210898478665,5.705575749763318
1084,25,70790.0,材料1,三角波,0.069699741,37362.04701,37989.30036327509,1.6788516783012564
1085,25,70790.0,材料1,三角波,0.077962479,49464.76554,51608.36625338268,4.33359117339643
1086,25,70790.0,材料1,三角波,0.087229101,64214.28606,67813.24409951293,5.6046064829719775
1087,25,70770.0,材料1,三角波,0.0981067485,84971.33827,86415.88191940931,1.7000363638138987
1088,25,70780.0,材料1,三角波,0.1092603255,111441.1992,102558.37099169164,-7.970865597351147
1089,25,70790.0,材料1,三角波,0.122236657,144049.3876,140262.3457114858,-2.628988537618875
1090,25,70780.0,材料1,三角波,0.1543342409999999,248915.461,232890.2881290989,-6.437998188831316
1091,25,70780.0,材料1,三角波,0.173420098,325087.1044,312988.0617193448,-3.7217848745449036
1092,25,70780.0,材料1,三角波,0.1953006365,424127.0948,417176.10645979136,-1.6388927812985967
1093,25,70780.0,材料1,三角波,0.2165732295,543356.5831,551728.7140840089,1.5408170701169321
1094,25,70790.0,材料1,三角波,0.2441984365,710924.8042,662311.4207033886,-6.838048582552379
1095,25,70780.0,材料1,三角波,0.27523387,926553.0718,882596.6752441773,-4.744077581053106
1096,25,79430.0,材料1,三角波,0.069115894,43754.37661,39503.926705383936,-9.714342275978465
1097,25,79430.0,材料1,三角波,0.192105692,491943.8922,459876.4569601152,-6.518514763233975
1098,25,112170.0,材料1,三角波,0.0975662455,172539.3805,168069.44296078355,-2.5906767059572533
1099,25,112180.0,材料1,三角波,0.2192472764999999,1147399.96,1051497.891531959,-8.358207409039915
1100,25,125890.0,材料1,三角波,0.015259586,2439.866947,2402.29877706283,-1.5397630589390432
1101,25,125890.0,材料1,三角波,0.019733509,4474.67601,5148.595172491538,15.060736486517992
1102,25,125890.0,材料1,三角波,0.0220739989999999,5857.80254,6082.346965801364,3.8332535838834203
1103,25,125890.0,材料1,三角波,0.0244742405,7444.952317,7395.89634060153,-0.6589159246386909
1104,25,125890.0,材料1,三角波,0.0274999969999999,9680.020954,10260.73026801142,5.999050175314539
1105,25,125890.0,材料1,三角波,0.0307990579999999,13174.97273,12801.061743493596,-2.8380399274375105
1106,25,125880.0,材料1,三角波,0.0391596399999999,23258.38531,22680.838944795894,-2.483174809885833
1107,25,125900.0,材料1,三角波,0.043872133,31116.24969,27559.925288073773,-11.42915498286782
1108,25,125880.0,材料1,三角波,0.0490465005,40058.70201,40979.77731044483,2.2993138924343968
1109,25,125880.0,材料1,三角波,0.0551906805,52649.18974,49900.70729948376,-5.220369874805681
1110,25,125880.0,材料1,三角波,0.061477566,69198.91492,65175.93336068641,-5.813648326660187
1111,25,125880.0,材料1,三角波,0.0687056065,90195.38276,83805.25238080062,-7.084764412168198
1112,25,125890.0,材料1,三角波,0.086812815,158471.3949,154871.50749241267,-2.271632309325591
1113,25,125890.0,材料1,三角波,0.097551299,206449.5572,200826.74227063672,-2.723578100928612
1114,25,125890.0,材料1,三角波,0.173789942,800032.2333,802067.0465744343,0.25434141147551464
1115,25,125890.0,材料1,三角波,0.1952029465,1038206.085,1046354.1594947078,0.7848224560066862
1116,25,125890.0,材料1,三角波,0.2186002535,1346868.704,1375718.9024958715,2.142020110066469
1117,25,141290.0,材料1,三角波,0.013387325,2331.578403,2549.420711211123,9.343126009866504
1118,25,141280.0,材料1,三角波,0.017274879,4166.859871,4219.418961248842,1.2613596779348484
1119,25,141280.0,材料1,三角波,0.019359361,5479.735964,5637.352721764236,2.876356795285829
1120,25,141280.0,材料1,三角波,0.021528909,6975.395903,6889.528503598636,-1.2310039544054165
1121,25,141290.0,材料1,三角波,0.0241432975,9107.658573,8840.469727957545,-2.9336721716221033
1122,25,141290.0,材料1,三角波,0.0270105585,12051.11065,11704.81566053603,-2.8735524842597924
1123,25,141290.0,材料1,三角波,0.030428621,16103.91471,16364.39038013298,1.617468018327456
1124,25,141290.0,材料1,三角波,0.0343657545,21465.66097,21143.379688776407,-1.5013806547769835
1125,25,141290.0,材料1,三角波,0.0430123865,36612.41794,34834.79034591417,-4.8552586638746105
1126,25,141280.0,材料1,三角波,0.048369068,48330.72123,47450.50447838366,-1.8212365328204028
1127,25,141290.0,材料1,三角波,0.0538781555,62678.69104,60983.4984214856,-2.704575654639256
1128,25,141270.0,材料1,三角波,0.0602909794999999,82018.01712,75321.44949269823,-8.164751919695975
1129,25,141280.0,材料1,三角波,0.0681876115,109103.4681,105914.21848234186,-2.923142291622656
1130,25,141280.0,材料1,三角波,0.076026586,142320.2905,134157.65947504737,-5.73539514026823
1131,25,141280.0,材料1,三角波,0.085479656,186834.6675,195878.14264950412,4.840362482248704
1132,25,141290.0,材料1,三角波,0.0963144445,247067.484,244504.31913443544,-1.037435126657361
1133,25,141290.0,材料1,三角波,0.106853817,318768.4448,309887.5726768238,-2.785994745730922
1134,25,141280.0,材料1,三角波,0.1202818135,419259.4654,422722.1424197832,0.8259031233748354
1135,25,141290.0,材料1,三角波,0.1355448235,549428.1197,544357.4021163484,-0.9229082753209609
1136,25,141290.0,材料1,三角波,0.152231891,722509.6372,688473.7809617192,-4.710782318445284
1137,25,141290.0,材料1,三角波,0.171115319,938273.5554,895427.9480036101,-4.566430243056792
1138,25,141280.0,材料1,三角波,0.1916055745,1220196.99,1197572.3466617162,-1.8541795729461483
1139,25,158760.0,材料1,三角波,0.012196737,2363.484595,2450.5664726246646,3.6844698632217945
1140,25,158760.0,材料1,三角波,0.013794186,3118.634672,3194.1643101639083,2.4218815638149294
1141,25,158750.0,材料1,三角波,0.015792742,4221.497255,4937.022901057867,16.94957032627199
1142,25,158750.0,材料1,三角波,0.017656112,5526.347609,5371.449211913691,-2.8029072372148196
1143,25,158750.0,材料1,三角波,0.0196148425,6947.590361,6895.737652524553,-0.7463409006742804
1144,25,158750.0,材料1,三角波,0.0246360035,12053.37084,11914.084743485637,-1.1555779570983706
1145,25,158740.0,材料1,三角波,0.027715634,15821.10504,15650.665926036909,-1.0772895668929303
1146,25,158750.0,材料1,三角波,0.0313059545,21126.60539,22127.719598077747,4.738642056293674
1147,25,158750.0,材料1,三角波,0.0350972995,27797.8886,26763.4844962922,-3.7211606917073503
1148,25,158750.0,材料1,三角波,0.0391907605,35763.30342,35728.99836867223,-0.09592249050622816
1149,25,158740.0,材料1,三角波,0.0441695865,47536.0583,47599.82178297639,0.13413708510280914
1150,25,158750.0,材料1,三角波,0.049065837,62046.49427,59834.85411123281,-3.564488509444344
1151,25,158750.0,材料1,三角波,0.0621107209999999,106074.2276,107273.94074251632,1.1310128479467942
1152,25,158750.0,材料1,三角波,0.087820418,239077.4196,231108.4336924762,-3.3332239911475963
1153,25,158750.0,材料1,三角波,0.0974076369999999,308285.3462,309287.646607074,0.325121002158741
1154,25,158750.0,材料1,三角波,0.1096948855,405974.4477,425814.7602924893,4.887084077555183
1155,25,158750.0,材料1,三角波,0.174604006,1183718.214,1157455.2035968069,-2.218687698860826
1156,25,177880.0,材料1,三角波,0.0121183185,3049.209039,3430.104297789442,12.49160860792799
1157,25,177900.0,材料1,三角波,0.013838986,4143.605824,4019.34523690703,-2.9988515406857896
1158,25,177890.0,材料1,三角波,0.015491752,5328.770452,5428.485250776074,1.8712534096613127
1159,25,177880.0,材料1,三角波,0.01721398,6676.46732,6607.239774286362,-1.036888857468975
1160,25,177890.0,材料1,三角波,0.0193091094999999,8681.967295,8595.81607515876,-0.9923006723470981
1161,25,177880.0,材料1,三角波,0.0215439695,11390.89328,10981.669788726613,-3.5925496026891715
1162,25,177900.0,材料1,三角波,0.0243091875,14998.68302,15618.793004422032,4.1344295602163585
1163,25,177900.0,材料1,三角波,0.0274908744999999,19830.68222,19415.989185045026,-2.0911687775256627
1164,25,177890.0,材料1,三角波,0.0307555659999999,25908.87594,24911.69762858095,-3.8487903285666474
