eventid,iyear,imonth,iday,country_txt,provstate,city,attacktype1,targtype1,weaptype1,claimed,gname,危害得分,受害者死亡,受害者受伤,线索组,嫌疑人代号,分组状态,组内高分关联数
201504230058,2015,4,23,Egypt,North Sinai,Unknown,3,20,6,0,Unknown,0.2323120159963993,0.0,0.0,G0011,,重复作案候选组,32
201504240001,2015,4,24,Pakistan,Balochistan,Gawak,3,4,6,0,Unknown,0.2039567094560412,0.0,0.0,G0014,,重复作案候选组,18
201504240002,2015,4,24,Thailand,Songkhla,Tha Muang,1,2,5,0,Separatists,0.6413495247924474,0.0,0.0,G0016,,重复作案候选组,32
201504240003,2015,4,24,Thailand,Narathiwat,Chehe,3,14,6,0,Separatists,0.398925481190274,0.0,4.0,G0016,,重复作案候选组,32
201504240004,2015,4,24,Thailand,Pattani,Mayo,3,4,6,0,Separatists,0.731689775123668,0.0,4.0,G0016,,重复作案候选组,32
201504240005,2015,4,24,Thailand,Yala,Bannang Sata,2,14,5,0,Unknown,0.3547661391578467,2.0,0.0,G0016,,重复作案候选组,30
201504240009,2015,4,24,Iraq,Al Anbar,Fallujah district,9,3,13,0,Islamic State of Iraq and the Levant (ISIL),0.4112850710999448,4.0,0.0,G0001,1.0,重复作案候选组,51
201504240015,2015,4,24,Egypt,Cairo,Matriya district,3,14,6,0,Unknown,0.3616868055215014,1.0,1.0,G0011,,重复作案候选组,37
201504240016,2015,4,24,Afghanistan,Laghman,Sorkhakan district,6,14,5,0,Taliban,0.2853734438035973,0.0,0.0,G0002,2.0,重复作案候选组,37
201504240029,2015,4,23,Afghanistan,Helmand,Sangin district,3,3,6,0,Unknown,0.743127139800422,4.0,0.0,G0012,,重复作案候选组,32
201504240039,2015,4,24,Egypt,Beni Suef,Biba,3,14,6,0,Unknown,0.511744329364693,4.0,1.0,G0011,,重复作案候选组,28
201504240041,2015,4,24,Mali,Timbuktu,Dire,4,14,13,0,Macina Liberation Front (FLM),0.6963005281842385,0.0,0.0,G0032,,重复作案候选组,33
201504240042,2015,4,24,Kenya,Mandera,Mandera,2,4,5,0,Al-Shabaab,0.3526588370680836,0.0,3.0,G0017,,重复作案候选组,14
201504240043,2015,4,24,Somalia,Galguduud,Ceel Buur,2,4,5,0,Al-Shabaab,0.2203080929128692,,,G0017,,重复作案候选组,24
201504240045,2015,4,24,Sudan,South Darfur,Nyala,2,7,5,0,Unknown,0.3764311369022515,0.0,4.0,G0023,,重复作案候选组,29
201504240047,2015,4,24,Afghanistan,Baghlan,Burka district,2,3,5,0,Taliban,0.2139360856491615,0.0,0.0,G0002,2.0,重复作案候选组,27
201504240048,2015,4,24,Afghanistan,Baghlan,Tangi Murch,2,3,5,0,Taliban,0.2139360856491615,0.0,0.0,G0002,2.0,重复作案候选组,28
201504240049,2015,4,24,Afghanistan,Paktika,Unknown,1,2,5,0,Taliban,0.2446179697122288,0.0,2.0,G0002,2.0,重复作案候选组,29
201504240050,2015,4,24,Afghanistan,Farah,Quaryeh Shorab,2,3,5,0,Taliban,0.4012226646363236,3.0,0.0,G0012,,重复作案候选组,28
201504240055,2015,4,24,Afghanistan,Kandahar,Kandahar,3,14,6,0,Unknown,0.3801603903762818,0.0,3.0,G0002,2.0,重复作案候选组,35
201504240057,2015,4,24,Afghanistan,Wardak,Unknown,1,3,6,0,Unknown,0.684118562218777,0.0,2.0,G0002,2.0,重复作案候选组,38
201504240058,2015,4,24,Afghanistan,Paktia,Sarwan Kala,1,2,6,0,Unknown,0.6758240269549314,1.0,1.0,G0002,2.0,重复作案候选组,30
201504240059,2015,4,24,Afghanistan,Paktia,Unknown,3,14,6,0,Unknown,0.4723904337301032,1.0,4.0,G0002,2.0,重复作案候选组,24
201504240061,2015,4,24,Afghanistan,Parwan,Unknown,3,20,6,0,Taliban,0.1761575589864727,0.0,0.0,G0002,2.0,重复作案候选组,33
201504240062,2015,4,24,Afghanistan,Nimroz,Unknown,3,20,6,0,Unknown,0.1761575589864727,0.0,0.0,G0012,,重复作案候选组,12
201504240075,2015,4,24,Afghanistan,Zabul,Zakozo,3,14,6,0,Unknown,0.7460584913530407,3.0,0.0,G0002,2.0,重复作案候选组,37
201504240076,2015,4,24,Afghanistan,Sari Pul,Unknown,9,4,13,0,Taliban,0.1403431710572527,0.0,0.0,G0002,2.0,重复作案候选组,35
201504240077,2015,4,24,Democratic Republic of the Congo,North Kivu,Kalonge,2,14,9,0,Allied Democratic Forces (ADF),0.4379460399523217,5.0,0.0,G0018,,重复作案候选组,32
201504240084,2015,4,24,Cameroon,Extreme-North,Mbeng,6,14,13,0,Unknown,0.2092741653831419,,,G0005,5.0,重复作案候选组,44
201504240086,2015,4,24,Ukraine,Donetsk,Marinka,2,4,6,0,Donetsk People's Republic,0.2216076206392542,0.0,0.0,G0020,,重复作案候选组,59
201504240087,2015,4,24,Ukraine,Donetsk,Avdiivka,2,4,6,0,Donetsk People's Republic,0.2216076206392542,0.0,0.0,G0020,,重复作案候选组,53
201504240097,2015,4,24,Iraq,Al Anbar,Fallujah district,3,4,6,0,Islamic State of Iraq and the Levant (ISIL),0.5519853986460181,14.0,0.0,G0001,1.0,重复作案候选组,42
201504240100,2015,4,24,Sudan,Khartoum,Khartoum,1,10,9,0,Unknown,0.1759536232173016,0.0,1.0,G0018,,重复作案候选组,4
201504240102,2015,4,24,Ireland,Louth,Dundalk,3,14,6,0,Unknown,0.2228465415191919,0.0,0.0,G0031,,重复作案候选组,17
201504240105,2015,4,24,Egypt,North Sinai,Unknown,3,20,6,0,Unknown,0.1927555276001213,0.0,0.0,G0011,,重复作案候选组,29
201504250002,2015,4,25,Thailand,Yala,Aiyoeweng,3,3,6,0,Unknown,0.4325852371064454,0.0,6.0,G0016,,重复作案候选组,37
201504250003,2015,4,25,Thailand,Yala,Than To,3,3,6,0,Runda Kumpulan Kecil (RKK),0.3262584679239689,0.0,2.0,G0016,,重复作案候选组,31
201504250005,2015,4,25,Iraq,Baghdad,Baghdad,3,2,6,0,Unknown,0.7514363811028171,1.0,0.0,G0001,1.0,重复作案候选组,41
201504250006,2015,4,25,Iraq,Baghdad,Baghdad,3,19,6,0,Unknown,0.7668233290509018,2.0,5.0,G0001,1.0,重复作案候选组,41
201504250009,2015,4,25,Afghanistan,Ghazni,Andar district,9,3,13,0,Taliban,0.3228489071364838,1.0,1.0,G0002,2.0,重复作案候选组,37
201504250010,2015,4,25,Afghanistan,Kapisa,Khoshahal,2,3,5,0,Unknown,0.2139360856491615,0.0,0.0,G0002,2.0,重复作案候选组,33
201504250018,2015,4,25,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.6378297714851415,2.0,8.0,G0001,1.0,重复作案候选组,41
201504250019,2015,4,25,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.5096710430525975,1.0,5.0,G0001,1.0,重复作案候选组,41
201504250020,2015,4,25,Iraq,Diyala,Baqubah,3,14,6,0,Unknown,0.7626566639407595,0.0,6.0,G0001,1.0,重复作案候选组,50
201504250022,2015,4,25,West Bank and Gaza Strip,West Bank,Jerusalem,2,3,9,0,Palestinian Extremists,0.1725931926185417,0.0,0.0,G0021,,重复作案候选组,76
201504250023,2015,4,25,West Bank and Gaza Strip,West Bank,Hebron,2,3,9,0,Palestinian Extremists,0.2460359873771362,0.0,1.0,G0021,,重复作案候选组,79
201504250027,2015,4,25,Niger,Diffa,Karamga,2,4,5,0,Boko Haram,0.7242382466507058,74.0,9.0,G0005,5.0,重复作案候选组,32
201504250028,2015,4,25,Nigeria,Plateau,Shonong,2,14,5,0,Boko Haram,0.438041315466614,4.0,0.0,G0015,,重复作案候选组,31
201504250029,2015,4,25,India,Maharashtra,Kotami,3,3,6,0,Maoists,0.2053193122421252,0.0,0.0,G0022,,重复作案候选组,21
201504250031,2015,4,25,Afghanistan,Farah,Shewan,2,4,5,0,Taliban,0.4478729798362622,1.0,3.0,G0012,,重复作案候选组,26
201504250032,2015,4,25,Afghanistan,Farah,Gunjabad,2,4,5,0,Taliban,0.4478729798362622,1.0,3.0,G0012,,重复作案候选组,24
201504250033,2015,4,25,Afghanistan,Farah,Gerani,2,4,5,0,Taliban,0.384483200868026,0.0,3.0,G0012,,重复作案候选组,28
201504250036,2015,4,25,Afghanistan,Faryab,Khwaja Musa,9,3,13,0,Taliban,0.3339792244954116,2.0,0.0,G0012,,重复作案候选组,28
201504250037,2015,4,25,Afghanistan,Laghman,Mehterlam Baba,3,2,6,0,Unknown,0.4232075621687022,2.0,1.0,G0002,2.0,重复作案候选组,27
201504250038,2015,4,25,Afghanistan,Wardak,Meran,3,14,6,0,Taliban,0.7460547666204962,3.0,3.0,G0002,2.0,重复作案候选组,34
201504250039,2015,4,25,Pakistan,Sindh,Karachi,3,22,6,0,Unknown,0.7320463876488911,1.0,3.0,G0014,,重复作案候选组,29
201504250040,2015,4,25,Afghanistan,Baghlan,Puli Khumri,3,20,6,0,Unknown,0.2157140473827506,0.0,0.0,G0002,2.0,重复作案候选组,52
201504250047,2015,4,25,Yemen,Lahij,Unknown,2,22,6,0,Supporters of Abd Rabbuh Mansur Hadi,0.7700120125979584,7.0,,G0006,,重复作案候选组,38
201504250051,2015,4,25,Philippines,Maguindanao,Elian,3,4,6,0,Bangsamoro Islamic Freedom Movement (BIFM),0.2334438253229051,0.0,0.0,G0008,,重复作案候选组,37
201504250052,2015,4,25,Philippines,Maguindanao,Guindulungan,3,4,6,0,Bangsamoro Islamic Freedom Movement (BIFM),0.2334438253229051,0.0,0.0,G0008,,重复作案候选组,31
201504250053,2015,4,25,Ukraine,Donetsk,Shyrokyne,3,13,6,0,Donetsk People's Republic,0.7319415245635146,1.0,2.0,G0020,,重复作案候选组,40
201504250068,2015,4,25,Iraq,Baghdad,Baghdad,6,14,5,0,Unknown,0.4845103122755704,4.0,0.0,G0001,1.0,重复作案候选组,45
201504250070,2015,4,25,West Bank and Gaza Strip,West Bank,Jerusalem,8,3,10,0,Palestinian Extremists,0.3960406372806802,0.0,4.0,G0021,,重复作案候选组,58
201504250071,2015,4,25,Egypt,Faiyum,Unknown,3,21,6,0,Unknown,0.7501983683908526,0.0,0.0,G0011,,重复作案候选组,30
201504250076,2015,4,25,Myanmar,Shan,Muse,2,1,5,0,Unknown,0.6989382151795599,0.0,0.0,G0040,,重复作案候选组,10
201504250077,2015,4,25,Philippines,Sulu,Maimbung,3,20,6,0,Unknown,0.1660881864570587,0.0,0.0,G0008,,重复作案候选组,27
201504250080,2015,4,25,Nigeria,Borno,Mafa,2,4,5,0,Boko Haram,0.4473217040226774,5.0,0.0,G0005,5.0,重复作案候选组,29
201504250081,2015,4,25,Pakistan,Khyber Pakhtunkhwa,Khazana,1,14,5,0,Unknown,0.2673346391086724,1.0,0.0,G0013,,重复作案候选组,30
201504250082,2015,4,25,India,West Bengal,Madhyamgram,3,14,6,0,Unknown,0.7460576244522985,1.0,4.0,G0024,,重复作案候选组,20
201504250088,2015,4,25,Egypt,North Sinai,Unknown,3,20,6,0,Unknown,0.1927555276001213,0.0,0.0,G0011,,重复作案候选组,38
201504250089,2015,4,25,Egypt,North Sinai,Unknown,3,4,6,0,Unknown,0.2205546780696898,0.0,0.0,G0011,,重复作案候选组,42
201504250090,2015,4,25,Egypt,North Sinai,Unknown,2,4,5,0,Unknown,0.2583067455541369,0.0,1.0,G0011,,重复作案候选组,51
201504250091,2015,4,25,Egypt,North Sinai,Beir Al-Abd,3,20,6,0,Unknown,0.1927555276001213,0.0,0.0,G0011,,重复作案候选组,20
201504250092,2015,4,25,India,Kerala,Vellamunda,2,3,5,0,Communist Party of India - Maoist (CPI-Maoist),0.6678798391730032,0.0,0.0,G0037,,重复作案候选组,15
201504260001,2015,4,26,Thailand,Pattani,Manang Yong,3,4,6,0,Unknown,0.2673356133359467,0.0,1.0,G0016,,重复作案候选组,34
201504260002,2015,4,26,Afghanistan,Kunduz,Kunduz,3,15,6,0,Unknown,0.7444077876528922,1.0,1.0,G0002,2.0,重复作案候选组,41
201504260003,2015,4,24,Afghanistan,Paktia,Gardez,3,3,6,0,Unknown,0.7431261646982299,0.0,13.0,G0002,2.0,重复作案候选组,27
201504260008,2015,4,26,Afghanistan,Nuristan,Wama district,3,3,6,0,Unknown,0.7431291807481717,2.0,0.0,G0002,2.0,重复作案候选组,32
201504260012,2015,4,26,Afghanistan,Ghazni,Ghazni,3,20,6,0,Unknown,0.249607166161316,0.0,1.0,G0002,2.0,重复作案候选组,42
201504260013,2015,4,25,Afghanistan,Kapisa,Dolikhil,2,3,5,0,Unknown,0.2139360856491615,0.0,0.0,G0002,2.0,重复作案候选组,31
201504260015,2015,4,26,Afghanistan,Khost,Jaji Maydan district,2,4,5,0,Taliban,0.1682598931877361,0.0,0.0,G0002,2.0,重复作案候选组,34
201504260018,2015,4,26,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.7554081319614,6.0,17.0,G0001,1.0,重复作案候选组,39
201504260020,2015,4,26,Iraq,Al Anbar,Nukhayb,3,4,6,0,Islamic State of Iraq and the Levant (ISIL),0.6235261961635977,7.0,2.0,G0001,1.0,重复作案候选组,22
201504260021,2015,4,26,Iraq,Diyala,Al-Hafayir,3,21,6,0,Unknown,0.7828679969512273,0.0,0.0,G0001,1.0,重复作案候选组,46
201504260023,2015,4,26,Israel,Golan Heights,Majdal Shams,3,4,6,0,Unknown,0.2205546780696898,0.0,0.0,G0021,,重复作案候选组,7
201504260030,2015,4,26,Nigeria,Benue,Tse-Uosu,2,14,5,0,Fulani extremists,0.4823549051419555,4.0,,G0015,,重复作案候选组,28
201504260031,2015,4,26,Nigeria,Benue,Tse-Gbudu Taraka,2,14,5,0,Fulani extremists,0.4609544725366167,3.0,,G0015,,重复作案候选组,31
201504260032,2015,4,26,Nigeria,Benue,Branch Umenger,2,14,5,0,Fulani extremists,0.4609544725366167,3.0,,G0015,,重复作案候选组,28
201504260033,2015,4,26,Nigeria,Nasarawa,Iornungun,2,14,5,0,Fulani extremists,0.4823549051419555,4.0,,G0015,,重复作案候选组,13
201504260034,2015,4,26,Nigeria,Benue,Jato Aka,2,14,5,0,Fulani extremists,0.4823549051419555,4.0,,G0015,,重复作案候选组,24
201504260035,2015,4,26,Nigeria,Benue,Mbatie,2,14,5,0,Fulani extremists,0.4823549051419555,4.0,,G0015,,重复作案候选组,29
201504260036,2015,4,26,Nigeria,Benue,Mbatsease,2,14,5,0,Fulani extremists,0.4823549051419555,4.0,,G0015,,重复作案候选组,36
201504260037,2015,4,26,Nigeria,Benue,Mbaatungu,2,14,5,0,Fulani extremists,0.4823549051419555,4.0,,G0015,,重复作案候选组,38
201504260038,2015,4,24,Philippines,Masbate,San Agustin,6,14,5,0,New People's Army (NPA),0.171080713360813,1.0,0.0,G0008,,重复作案候选组,25
201504260040,2015,4,26,Egypt,North Sinai,Rafah,1,14,13,0,Sinai Province of the Islamic State,0.2650745608815173,1.0,0.0,G0011,,重复作案候选组,38
201504260041,2015,4,23,Egypt,North Sinai,Sheikh Zuweid,6,14,13,0,Sinai Province of the Islamic State,0.2079935726876543,1.0,0.0,G0011,,重复作案候选组,40
201504260043,2015,4,26,Yemen,Taizz,Taizz,3,1,6,0,Houthi extremists (Ansar Allah),0.8056023860550433,3.0,10.0,G0006,,重复作案候选组,108
201504260044,2015,4,26,Yemen,Taizz,Taizz,3,14,6,0,Houthi extremists (Ansar Allah),0.806963402983465,4.0,10.0,G0006,,重复作案候选组,150
201504260052,2015,4,26,Pakistan,Punjab,Lahore,3,3,6,0,Unknown,0.377230541561001,0.0,3.0,G0013,,重复作案候选组,16
201504260053,2015,4,26,Pakistan,Federally Administered Tribal Areas,Bulandkhel,3,14,6,0,Unknown,0.7460639687531858,0.0,0.0,G0013,,重复作案候选组,26
201504260058,2015,4,26,Egypt,Qena,Nagaa Hamady,3,21,6,0,Unknown,0.8271815866265688,0.0,0.0,G0011,,重复作案候选组,4
201504260059,2015,4,26,Egypt,Qena,Nagaa Hamady,3,21,6,0,Unknown,0.8271815866265688,0.0,0.0,G0011,,重复作案候选组,4
201504260061,2015,4,26,Yemen,Taizz,Taizz,9,4,13,0,Supporters of Abd Rabbuh Mansur Hadi,0.2012547293462427,0.0,0.0,G0006,,重复作案候选组,76
201504260062,2015,4,26,Yemen,Taizz,Taizz,9,4,13,0,Supporters of Abd Rabbuh Mansur Hadi,0.2012547293462427,0.0,0.0,G0006,,重复作案候选组,76
201504260063,2015,4,26,Yemen,Taizz,Taizz,9,4,13,0,Supporters of Abd Rabbuh Mansur Hadi,0.2012547293462427,0.0,0.0,G0006,,重复作案候选组,77
201504260065,2015,4,26,Yemen,Shabwah,Ataq,3,22,6,0,Supporters of Abd Rabbuh Mansur Hadi,0.2947471655563458,,,G0006,,重复作案候选组,25
201504260066,2015,4,26,Yemen,Shabwah,Ataq,3,22,6,0,Supporters of Abd Rabbuh Mansur Hadi,0.2947471655563458,,,G0006,,重复作案候选组,25
201504260067,2015,4,26,Iraq,Baghdad,Baghdad,3,14,6,0,Islamic State of Iraq and the Levant (ISIL),0.6903536075108629,3.0,10.0,G0001,1.0,重复作案候选组,40
201504260068,2015,4,26,Iraq,Baghdad,Baghdad,3,14,6,0,Islamic State of Iraq and the Levant (ISIL),0.4171369458649827,2.0,0.0,G0001,1.0,重复作案候选组,40
201504260069,2015,4,26,Iraq,Baghdad,Baghdad,3,14,6,0,Islamic State of Iraq and the Levant (ISIL),0.7626524632806858,2.0,6.0,G0001,1.0,重复作案候选组,40
201504260071,2015,4,26,Iraq,Al Anbar,Al-Baghdadi,9,4,13,0,Islamic State of Iraq and the Levant (ISIL),0.1569411396709013,0.0,,G0001,1.0,重复作案候选组,59
201504260073,2015,4,26,Ukraine,Donetsk,Pisky,3,4,6,0,Donetsk People's Republic,0.2772088554861691,0.0,0.0,G0020,,重复作案候选组,40
201504260074,2015,4,26,Ukraine,Donetsk,Pisky,3,4,6,0,Donetsk People's Republic,0.2772088554861691,0.0,0.0,G0020,,重复作案候选组,39
201504260075,2015,4,26,Ukraine,Donetsk,Pisky,3,4,6,0,Donetsk People's Republic,0.2772088554861691,0.0,0.0,G0020,,重复作案候选组,39
201504260076,2015,4,26,Ukraine,Donetsk,Pisky,3,4,6,0,Donetsk People's Republic,0.2772088554861691,0.0,0.0,G0020,,重复作案候选组,40
201504260077,2015,4,26,Ukraine,Donetsk,Avdiivka,3,4,6,0,Donetsk People's Republic,0.2772088554861691,0.0,0.0,G0020,,重复作案候选组,46
201504260078,2015,4,26,Ukraine,Donetsk,Avdiivka,3,4,6,0,Donetsk People's Republic,0.2772088554861691,0.0,0.0,G0020,,重复作案候选组,46
201504260079,2015,4,26,Philippines,Ilocos Norte,Pasuquin,1,2,5,0,Unknown,0.246040291223668,1.0,0.0,G0033,,重复作案候选组,15
201504260080,2015,4,26,Ukraine,Donetsk,Shyrokyne,2,4,6,0,Donetsk People's Republic,0.2216076206392542,0.0,0.0,G0020,,重复作案候选组,43
201504260081,2015,4,26,Ukraine,Donetsk,Zaytseve,2,4,6,0,Donetsk People's Republic,0.2216076206392542,0.0,0.0,G0020,,重复作案候选组,56
201504260082,2015,4,26,Ukraine,Donetsk,Opytne,2,4,6,0,Donetsk People's Republic,0.2216076206392542,0.0,0.0,G0020,,重复作案候选组,48
201504260091,2015,4,26,Afghanistan,Faryab,Kotal Garzad,1,3,5,0,Taliban,0.1614609963594337,0.0,0.0,G0012,,重复作案候选组,21
201504260097,2015,4,26,Pakistan,Punjab,Lahore,3,19,6,0,Unknown,0.2124351779074609,0.0,0.0,G0013,,重复作案候选组,19
201504260098,2015,4,26,United Kingdom,Northern Ireland,Belfast,7,14,8,0,Unknown,0.663974440981415,0.0,0.0,G0031,,重复作案候选组,35
201504260099,2015,4,26,Ireland,Dublin,Dublin,3,14,6,0,Unknown,0.183290053122914,0.0,0.0,G0031,,重复作案候选组,21
201504260100,2015,4,26,Philippines,Maguindanao,Kanguan,3,4,6,0,Bangsamoro Islamic Freedom Movement (BIFM),0.2334438253229051,0.0,0.0,G0008,,重复作案候选组,29
201504260101,2015,4,26,Syria,Idlib,Jisr al-Shughur,3,4,6,0,Al-Nusrah Front,0.289148135105936,,,G0007,,重复作案候选组,26
201504260107,2015,4,26,Egypt,North Sinai,Al-Barth,2,14,5,0,Unknown,0.2287061364886325,,,G0011,,重复作案候选组,35
201504260108,2015,4,26,Greece,Attica,Athens,8,2,12,0,Anarchists,0.113400622669716,0.0,0.0,G0036,,重复作案候选组,14
201504270002,2015,4,27,Libya,Benghazi,Benghazi,3,14,6,0,Ansar al-Sharia (Libya),0.4171369458649827,2.0,0.0,G0010,,重复作案候选组,39
201504270003,2015,4,27,Libya,Benghazi,Benghazi,3,14,6,0,Unknown,0.308716542432279,0.0,,G0010,,重复作案候选组,38
201504270004,2015,4,27,Libya,Benghazi,Benghazi,3,14,6,0,Unknown,0.308716542432279,0.0,,G0010,,重复作案候选组,38
201504270005,2015,4,27,Libya,Benghazi,Benghazi,3,14,6,0,Unknown,0.463562725697498,1.0,2.0,G0010,,重复作案候选组,37
201504270006,2015,4,27,Libya,Benghazi,Benghazi,3,14,6,0,Unknown,0.308716542432279,0.0,,G0010,,重复作案候选组,37
201504270007,2015,4,27,Libya,Derna,Lamluda,3,4,6,0,Unknown,0.7910367701335588,2.0,1.0,G0010,,重复作案候选组,39
201504270008,2015,4,27,Libya,Benghazi,Benghazi,3,14,6,0,Unknown,0.5044629816391399,1.0,3.0,G0010,,重复作案候选组,37
201504270009,2015,4,27,Thailand,Pattani,Na Pradu,3,4,6,0,Unknown,0.3882846579832183,1.0,2.0,G0016,,重复作案候选组,39
201504270010,2015,4,27,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.7235745394553391,4.0,13.0,G0001,1.0,重复作案候选组,41
201504270013,2015,4,27,Iraq,Saladin,Baiji district,3,20,6,0,Unknown,0.1927555276001213,0.0,0.0,G0001,1.0,重复作案候选组,30
201504270014,2015,4,27,Iraq,Saladin,Baiji district,3,20,6,0,Unknown,0.1927555276001213,0.0,0.0,G0001,1.0,重复作案候选组,31
201504270017,2015,4,27,Pakistan,Balochistan,Quetta,2,14,5,0,Unknown,0.4041528265124645,3.0,0.0,G0014,,重复作案候选组,66
201504270020,2015,4,27,Afghanistan,Faryab,Pashtun Kot district,9,17,13,0,Unknown,0.1439266600994899,0.0,0.0,G0012,,重复作案候选组,25
201504270044,2015,4,27,Nigeria,Yobe,Bultaram,2,14,5,0,Boko Haram,0.4938895412011914,21.0,0.0,G0005,5.0,重复作案候选组,27
201504270045,2015,4,27,Nigeria,Kogi,Okene,3,10,6,0,Unknown,0.4525336940344369,4.0,0.0,G0015,,重复作案候选组,18
201504270047,2015,4,27,Philippines,Surigao del Sur,Antipolo,7,1,8,0,New People's Army (NPA),0.6775141485021883,0.0,0.0,G0008,,重复作案候选组,30
201504270048,2015,4,27,Philippines,Masbate,MacArthur,2,14,5,0,New People's Army (NPA),0.2654269356427483,1.0,0.0,G0008,,重复作案候选组,28
201504270050,2015,4,27,Saudi Arabia,Najran,Unknown,2,4,5,0,Houthi extremists (Ansar Allah),0.3216965890536213,1.0,1.0,G0035,,重复作案候选组,26
201504270054,2015,4,27,Bosnia-Herzegovina,Republika Srpska,Zvornik,2,3,5,0,Muslim extremists,0.3533919406246496,1.0,2.0,G0036,,重复作案候选组,3
201504270058,2015,4,27,Pakistan,Khyber Pakhtunkhwa,Lund Khwar,2,3,5,0,Unknown,0.1696224959738201,0.0,0.0,G0013,,重复作案候选组,27
201504270060,2015,4,27,Afghanistan,Kandahar,Deh Khoja,1,2,5,0,Unknown,0.6514188879171419,0.0,1.0,G0002,2.0,重复作案候选组,35
201504270063,2015,4,27,Afghanistan,Nangarhar,Bihsud district,3,20,6,0,Unknown,0.2051945276264409,0.0,0.0,G0002,2.0,重复作案候选组,43
201504270064,2015,4,27,Thailand,Narathiwat,Si Sakhon district,1,2,5,0,Separatists,0.246040291223668,1.0,0.0,G0016,,重复作案候选组,48
201504270066,2015,4,27,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.7837730241177231,10.0,25.0,G0001,1.0,重复作案候选组,42
201504270068,2015,4,27,Iraq,Al Anbar,Fallujah district,3,19,6,0,Islamic State of Iraq and the Levant (ISIL),0.7995198690595025,0.0,0.0,G0001,1.0,重复作案候选组,45
201504270070,2015,4,27,Iraq,Saladin,Dujail,9,14,13,0,Islamic State of Iraq and the Levant (ISIL),0.4142153420026357,4.0,0.0,G0001,1.0,重复作案候选组,48
201504270074,2015,4,27,Sudan,South Darfur,Haraza,2,4,5,0,Unknown,0.7185616345404138,0.0,1.0,G0023,,重复作案候选组,33
201504270078,2015,4,27,Ukraine,Donetsk,Shyrokyne,2,4,6,0,Donetsk People's Republic,0.2216076206392542,0.0,0.0,G0020,,重复作案候选组,50
201504270079,2015,4,27,Pakistan,Punjab,Multan,3,8,6,0,Unknown,0.1942963132804153,0.0,0.0,G0013,,重复作案候选组,12
201504270080,2015,4,27,Ukraine,Luhansk,Zolote,3,4,6,0,Unknown,0.2667853506909722,0.0,1.0,G0020,,重复作案候选组,57
201504270081,2015,4,27,Ukraine,Luhansk,Shchastya,3,4,6,0,Unknown,0.2328952658108277,0.0,0.0,G0020,,重复作案候选组,39
201504270082,2015,4,27,Ukraine,Donetsk,Avdiivka,3,14,6,0,Donetsk People's Republic,0.2371870521017975,0.0,0.0,G0020,,重复作案候选组,52
201504270092,2015,4,27,Syria,Idlib,Jisr al-Shughur,6,4,13,0,Unknown,0.2798333982048511,,,G0007,,重复作案候选组,46
201504270094,2015,4,27,Ukraine,Donetsk,Troitske,2,14,6,0,Unknown,0.225899406930224,0.0,0.0,G0020,,重复作案候选组,38
201504270095,2015,4,27,Turkey,Diyarbakir,Silvan district,2,1,5,0,Kurdistan Workers' Party (PKK),0.2612438554283023,0.0,1.0,G0009,,重复作案候选组,27
201504270096,2015,4,27,Yemen,Adan,Aden,6,1,5,0,Houthi extremists (Ansar Allah),0.7291466619157276,,,G0006,,重复作案候选组,45
201504270097,2015,4,27,West Bank and Gaza Strip,West Bank,Hawara,2,14,8,0,Unknown,0.718777118094067,0.0,1.0,G0021,,重复作案候选组,44
201504270098,2015,4,27,Pakistan,Khyber Pakhtunkhwa,Peshawar,2,14,5,0,Unknown,0.2754981991258302,1.0,0.0,G0013,,重复作案候选组,53
201504270099,2015,4,27,India,Manipur,Maipou Khullen,6,14,13,0,Unknown,0.4165455445556532,2.0,,G0025,,重复作案候选组,46
201504270100,2015,4,27,Egypt,North Sinai,Al-Shalaq,3,4,6,0,Unknown,0.2205546780696898,0.0,0.0,G0011,,重复作案候选组,33
201504270101,2015,4,27,Egypt,North Sinai,Rafah,9,4,13,0,Unknown,0.3288388834732799,0.0,3.0,G0011,,重复作案候选组,41
201504270102,2015,4,27,Egypt,North Sinai,Rafah,2,4,5,0,Unknown,0.3158681294259664,0.0,2.0,G0011,,重复作案候选组,44
201504280003,2015,4,28,Libya,Benghazi,Benghazi,3,3,6,0,Unknown,0.2219172808557738,0.0,0.0,G0010,,重复作案候选组,36
201504280014,2015,4,28,Iraq,Saladin,Hamamiyat,3,2,6,0,Unknown,0.7514260219005273,2.0,6.0,G0001,1.0,重复作案候选组,46
201504280047,2015,4,28,Philippines,North Cotabato,Makilala,7,1,5,0,New People's Army (NPA),0.147891043323514,0.0,0.0,G0008,,重复作案候选组,30
201504280049,2015,4,28,Mali,Timbuktu,Timbuktu,2,4,5,0,Unknown,0.1807516045165913,0.0,0.0,G0032,,重复作案候选组,21
201504280052,2015,4,28,Pakistan,Khyber Pakhtunkhwa,Hayatabad,3,4,6,0,Unknown,0.7417707281836219,0.0,1.0,G0013,,重复作案候选组,28
