样本编号,温度_oC,频率_Hz,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,传统模型_五折预测,温度修正模型_五折预测,传统模型_相对误差_percent,温度修正模型_相对误差_percent,传统模型_全样本拟合,温度修正模型_全样本拟合
192,25,177830.0,0.0196505,3573.989819,2725.2455631137436,3916.625713174957,-23.747808440140837,9.586929776728534,2731.9086679358516,3936.741193450522
193,25,177820.0,0.0221345,4896.646627,3678.604734602267,5260.589614820791,-24.875021319314268,7.43249443024983,3679.277573124799,5278.165282994156
194,25,177820.0,0.027714500000000003,8757.571039,6498.661304294066,9205.828841091266,-25.793792875288762,5.118517453013446,6457.0776637451345,9184.563855969438
195,25,177820.0,0.034673499999999996,15704.90259,11376.094517471558,15997.600717835097,-27.56341879690985,1.8637373021432904,11309.465595321502,15950.703340012244
196,25,177820.0,0.0390645,21387.24118,15132.701919212499,21324.063968671147,-29.244254591547563,-0.29539673114984455,15240.49554926448,21398.11707238837
197,25,177820.0,0.0440925,29039.82633,20823.8503534095,28922.646571967696,-28.292097491309278,-0.40351397663576744,20632.517860803324,28836.14489026385
198,25,177820.0,0.049418500000000004,38777.3922,27694.273139765406,38292.63354355598,-28.581393516799192,-1.2501063865868234,27444.52288084687,38191.345286471194
199,25,177820.0,0.055677500000000005,51692.85659,36973.09528669336,51213.81131030507,-28.475426343829074,-0.9267146590378283,36985.08740404752,51235.90672666801
200,25,177820.0,0.06263250000000001,69575.88416,49141.55945460967,68315.79217209177,-29.36983834570983,-1.8111045272676212,49650.20087712528,68475.0997179692
201,25,177820.0,0.0700565,94829.7604,65984.23523083405,90683.10753740961,-30.418220026596153,-4.37273367042103,65710.1537087332,90240.52887113989
202,25,177820.0,0.07807,123936.1788,86497.15921079795,118454.605560046,-30.208305558313732,-4.422899990163324,86160.5802642694,117840.97790630528
203,25,177820.0,0.09819649999999999,216240.5996,150912.87795265944,207107.5937868785,-30.210664310117156,-4.223538886784272,152940.30719519706,207365.73452176657
204,25,177820.0,0.110843,290107.5928,204172.59662512585,279227.30761665927,-29.621767339994324,-3.750431030890523,207085.4938349359,279493.7390393284
205,25,177820.0,0.124428,381807.5464,272442.2243868327,371359.45612721046,-28.644096494256015,-2.7364808190154544,276545.7130672072,371610.25849505636
206,25,177820.0,0.139225,508254.8668,360604.78397214337,489949.88088017085,-29.05040216485668,-3.6015367713207245,366315.0173224334,490148.0459306926
207,25,199500.0,0.012817499999999999,1359.728946,1141.9247745368486,1605.29540979011,-16.01820510653094,18.05995706074422,1128.4933429433006,1594.0496246764628
208,25,199500.0,0.012309500000000001,1295.823376,1018.9804025019602,1435.410933062945,-21.364252152373574,10.772112901206455,1019.9040509053456,1442.8704139900708
209,25,199500.0,0.013816,1713.519808,1359.2860672928937,1904.8748437133165,-20.672871072355083,11.16736642435805,1361.4653767674079,1917.6773737597412
210,25,199510.0,0.017502,3131.491897,2417.8097706788417,3441.765593113351,-22.790482932587906,9.908174963205116,2460.3362761451767,3434.525303950223
211,25,199500.0,0.019714500000000003,4293.7631,3260.793710355475,4611.837349191666,-24.057437860149413,7.4078201750736135,3313.5998373448715,4604.909988664244
212,25,199500.0,0.022102,5780.063046,4406.296499262924,6082.696698039737,-23.767328068986533,5.235819222580451,4410.686282055108,6103.05065848563
213,25,199500.0,0.0246405,7703.877937,5838.145239473003,8000.9194400405295,-24.218097856487326,3.8557399983442813,5789.461010685811,7977.9371894528185
214,25,199500.0,0.030921999999999998,13727.56106,10207.289014660983,13928.070924885269,-25.643827260740064,1.4606372101270337,10217.984021585824,13959.911012999171
215,25,199500.0,0.0348565,18846.99738,13892.225787719151,18824.237795396442,-26.289448087570378,-0.12075973771668409,13788.012996854915,18752.063259885304
216,25,199500.0,0.0440785,34431.32807,24571.795361163644,33307.24508793722,-28.635354084488434,-3.2647099170194283,24805.46258902049,33437.49447912921
217,25,199500.0,0.049582,46554.40586,33258.17707687089,44646.737082994376,-28.560623935603395,-4.09771909181363,33295.43420470118,44682.33183624919
218,25,199500.0,0.055793999999999996,61598.99788,45020.55203161706,60073.67528456121,-26.913499275879687,-2.4762133280321295,44734.01711204682,59765.079311786525
219,25,199510.0,0.062401,84808.51689,59124.97843190736,78741.3652820054,-30.284149988621078,-7.153941408813854,59193.320116816096,78747.11184409512
220,25,199500.0,0.069266,109976.8533,76759.86793705124,101860.4850551421,-30.203615002820563,-7.380069534011577,76849.7958798277,101834.45102124212
221,25,199500.0,0.078141,147898.0434,102527.60743967873,136712.9251123214,-30.676833119160296,-7.56272228526223,103905.00166083203,137058.32777845292
222,25,199500.0,0.08760799999999999,195279.9663,139054.83078359373,182835.23726990126,-28.792065351972703,-6.372762790720913,138321.62465345088,181667.84215955247
223,25,199500.0,0.0989575,263199.8984,188081.18664616955,243634.58125344085,-28.540554996593592,-7.43363400422922,187607.43953103924,245264.28805028478
224,25,199500.0,0.1371195,584646.126,426049.5772638987,552052.1904548338,-27.126930579559055,-5.574985293782012,424265.43053962983,547844.1808400596
225,25,199500.0,0.15504600000000002,778826.1991,579204.6986887973,747496.894191699,-25.631071558954016,-4.022631101072957,576951.69633327,741545.5956165607
226,25,223850.0,0.012883499999999999,1741.014541,1391.71586796944,1877.390113573976,-20.062938292860586,7.8331093372514164,1375.6345212259857,1873.7054190791966
227,25,223850.0,0.012338,1568.169639,1249.0761176657854,1687.3550253657204,-20.34815069737583,7.600286563494706,1234.5129863368502,1684.2460047339462
228,25,223850.0,0.013837499999999999,2071.805286,1663.7640590489566,2239.146490235878,-19.69496022180934,8.077071980010297,1644.8251223065827,2234.3077245870672
229,25,223850.0,0.017514000000000002,3794.890527,3001.8221483880952,4018.2575446146834,-20.898320332809558,5.885993707208813,2965.7039096947856,3992.7810771702193
230,25,223850.0,0.027604499999999997,12211.32658,9184.861295167399,12179.846403760046,-24.784082753051734,-0.25779489258369126,9257.179260753777,12250.186785470401
231,25,223850.0,0.0308115,16267.93111,12053.758907894175,16042.062577643886,-25.904782689394025,-1.3884281340315627,12187.064946566585,16060.362007794904
232,25,223850.0,0.0349485,22632.85134,16545.843748055093,21793.108915512385,-26.894567991029394,-3.7102811831910194,16702.801327317167,21906.511518880263
233,25,223850.0,0.0442595,41569.50494,29828.256337815175,39022.53592362436,-28.24486031077767,-6.127013107449431,30159.453304650757,39203.27493032803
234,25,223850.0,0.049715999999999996,56012.09577,40678.13068452801,52506.390467553145,-27.376167370057303,-6.258836157179654,40340.45582715408,52206.84454705355
235,25,223850.0,0.061837,98906.6499,69423.2504742451,88954.31169160637,-29.809319651979138,-10.062354976592559,69629.96662537602,89370.50165798936
236,25,223850.0,0.0879805,237281.9938,165617.38846114714,212438.8524218732,-30.20229398411809,-10.469880575542772,168237.86190855797,213069.76078718738
237,25,223850.0,0.098846,314961.8538,224679.29964981458,284268.28389807406,-28.664599557352936,-9.745170575931478,225137.95867937873,283877.7919578348
238,25,223850.0,0.12323049999999999,544722.457,392809.5009416399,484769.574861676,-27.88813901578509,-11.006133741668746,390861.7429091744,488741.35629511776
239,25,223850.0,0.138005,709348.3739,522132.5607934503,640406.9875191855,-26.392647110366447,-9.718974331579064,518866.24127172166,646024.2665768596
240,25,251170.0,0.013058,2262.910587,1734.99162025998,2254.517176123242,-23.32920132915618,-0.3709121750093269,1712.138061785432,2248.002240368494
241,25,251170.0,0.012355,1948.042054,1458.904371022141,1967.5539525021907,-25.1091952544603,1.0016158769327401,1490.766608302903,1961.4528448944568
242,25,251170.0,0.0138975,2592.256897,1991.4965483806009,2599.7803338146846,-23.17518565828313,0.2902272850885725,2000.9615806367879,2621.0290829082646
243,25,251170.0,0.017593,4704.915331,3546.673935224314,4692.041630839743,-24.617688402258864,-0.27362235565502685,3609.405865470313,4685.8717962962955
244,25,251170.0,0.0195925,6166.926736,4648.58716059137,6113.862082925685,-24.620684506355232,-0.8604715986740267,4724.945992720183,6109.151977338796
245,25,251170.0,0.024487000000000002,10941.64448,8232.72492149819,10551.028636336481,-24.757883181576478,-3.5699921010732707,8254.482101795082,10582.931551265487
246,25,251170.0,0.027653999999999998,14874.62098,11053.291272189757,14267.095466209103,-25.690266077692304,-4.084309204300123,11190.338486735607,14281.005681349952
247,25,251170.0,0.0348875,27126.64693,20250.633848712503,25431.766188893816,-25.347817955646967,-6.248028904861713,20012.858246258915,25316.447451973047
248,25,251170.0,0.0393475,37101.17357,26818.6317345209,33957.81544103579,-27.71486949349107,-8.47239541637014,27041.06204248468,34051.68290747331
249,25,251170.0,0.0443245,50336.60598,36328.72828085639,45613.33473096226,-27.82841120577198,-9.38337251207285,36428.0501864489,45665.8631962587
250,25,251170.0,0.0495335,69303.99422,47832.99750645643,59811.660190458024,-30.9808936053319,-13.696662272320573,48101.97155065774,60046.958116104695
251,25,251170.0,0.055141499999999996,90837.14978,62733.19997309625,78173.65447423384,-30.93882830424466,-13.94087698308026,62906.81682195061,78209.89370201308
252,25,251170.0,0.062115000000000004,120548.5034,83487.54854584573,104405.85133946624,-30.743604282817067,-13.391001634395867,84739.89201394247,104880.10995461131
253,25,251170.0,0.069714,160968.1046,111348.21496794201,138786.90753661466,-30.82591408736634,-13.779870936857225,113106.91535172217,139378.57317877508
254,25,251170.0,0.0785405,216823.809,151982.99749894027,187088.52545760284,-29.90483923334256,-13.714030612937517,152411.88092819505,186966.93528027396
255,25,251170.0,0.088026,286943.8736,204846.31480744836,248042.38305494993,-28.611016420234048,-13.557177596089323,202723.19381740238,247613.32595493435
256,25,251170.0,0.098474,385325.0273,271157.27202516777,326888.281209283,-29.62894885775104,-15.165572426008112,268392.1649278016,326434.12087781983
257,25,281860.0,0.013177000000000001,2889.53144,2064.464975943051,2674.9498709587724,-28.553642041595133,-7.426171803177466,2108.1531162877964,2668.545414225311
258,25,281850.0,0.0124245,2480.678594,1809.6025152735908,2287.5042098202935,-27.052117124303653,-7.7871589107486985,1819.6430228162765,2308.5043435592406
259,25,281850.0,0.013955,3297.714089,2384.509005578519,3080.0320612663,-27.69206361666125,-6.600997595874363,2433.361163987323,3073.5501226925
260,25,281850.0,0.0156355,4341.331734,3281.3048510327408,4084.8682305895777,-24.417090144608135,-5.907484595150328,3234.0930268622897,4067.3912492643904
261,25,281850.0,0.0174115,5670.629505,4290.978256892952,5338.954960139119,-24.329772327579487,-5.848989862032624,4233.014355063356,5302.046696749124
262,25,281860.0,0.024627,13623.67457,9940.881890997818,12449.226732857813,-27.03230072092203,-8.620639249034753,10078.37739323988,12458.814198235323
263,25,281860.0,0.027721000000000003,18325.83964,13729.917038952331,16775.383241530883,-25.078919663883227,-8.46049310114511,13551.235540552847,16677.016866924554
264,25,281850.0,0.031116,24592.22803,17893.213143885914,22124.79243378871,-27.24037398295906,-10.033395889145428,18091.886628912085,22168.068647037897
265,25,281850.0,0.0351015,33679.40394,24223.823281399666,29756.585474287345,-28.075261294545147,-11.647529370475706,24458.803236445212,29832.992021787864
266,25,281860.0,0.039419,45459.87546,32581.491939627613,39645.23230565622,-28.329121868589453,-12.790715098768946,32696.611107302546,39705.56900722435
267,25,281850.0,0.044076000000000004,62572.44922,42929.46372161076,52084.82375146228,-31.392387134034006,-16.76077187208067,43232.352012369345,52278.803038780265
268,25,281850.0,0.0490525,82051.91465,55666.91296733444,67649.9477835326,-32.156472880874524,-17.552261794134026,56499.16169260449,68045.46628929951
269,25,281850.0,0.055255,110783.9294,75833.19353969752,91203.91873350328,-31.548561284650077,-17.674053242686945,76105.05332456481,91245.65858823928
270,25,281850.0,0.061964000000000005,145390.1865,99722.31448786313,120379.233912962,-31.41056017019201,-17.202641518750657,101373.6221561152,121014.88096825077
271,25,281850.0,0.069776,196252.4584,137927.1470611002,163518.41927341663,-29.719531573979918,-16.679556217260295,136438.41257168754,162142.7159094659
272,50,50020.0,0.027989,1095.616077,871.5701081396556,942.3667823642871,-20.449313729844462,-13.987499622617602,860.9747251772973,941.0171055503521
273,50,50020.0,0.034998,1909.33587,1508.0472750037716,1652.569120495697,-21.01718201084383,-13.447961332455517,1505.9448538253343,1647.8943098836241
274,50,50020.0,0.039645,2623.160983,2059.6639358879333,2259.3092386035605,-21.481603712617694,-13.870736365570579,2057.178361505791,2252.5711547978945
275,50,50020.0,0.0445795,3549.272659,2782.9154294086666,3010.6836102423417,-21.591951456534563,-15.17463155139523,2758.8803419448536,3022.7957985528788
276,50,50030.0,0.049718,4845.135951,3657.339543491274,3960.6088221860145,-24.515233824627227,-18.25598162279483,3625.8181126192753,3974.9084402397125
277,50,50020.0,0.055460999999999996,6351.403688,4700.076662154993,5217.3593281172725,-25.999402761391714,-17.855019387687953,4764.738947628469,5226.567656263941
278,50,50020.0,0.0699845,11029.67308,8577.788827702396,9356.875412201725,-22.229890537223472,-15.166339524890752,8526.305490243547,9364.238217970096
279,50,50020.0,0.07950650000000001,15113.44827,11733.692711844456,12943.149556219589,-22.362570723613853,-14.360049903954922,11731.810091223011,12893.46105158516
280,50,50020.0,0.088838,19940.16763,15554.52081909109,17006.348170373167,-21.99403180698792,-14.71311332013528,15486.17927021278,17029.56684242541
281,50,50030.0,0.0987555,26026.23789,20360.505410434107,22188.556553182985,-21.769310276468442,-14.745432486389277,20187.148420827605,22211.197746033034
282,50,50020.0,0.11051749999999999,34262.29336,26869.334999088205,29457.245345656695,-21.577535056491026,-14.02430352182154,26742.372476142657,29441.549681283304
283,50,50030.0,0.1243445,45874.56082,36234.3972856043,39571.52063956082,-21.014181633740822,-13.739728659573858,35927.15296362706,39577.54829622579
284,50,50020.0,0.1739435,105597.3536,84010.28980692384,91767.25640019878,-20.442807567742076,-13.097011173394806,83177.56637903773,91792.76085175658
285,50,50020.0,0.196488,144536.8874,110956.37355652914,124308.47041026628,-23.23317905036805,-13.995331817096904,112829.69732930153,124596.40012908333
286,50,50020.0,0.218877,189925.2011,145306.45007397488,162920.15798520905,-23.492801780703303,-14.218778212888228,147798.53162346678,163305.1867727449
287,50,50030.0,0.2699865,323386.9029,253722.24668717082,276170.2412825046,-21.542200870877995,-14.600672196083368,249938.21720579182,276464.3203580323
288,50,56320.0,0.024561,978.4264497,741.9463898504821,817.1618467860777,-24.169426319374974,-16.48203633123046,751.4077458885314,814.7332938984489
289,50,56320.0,0.0276875,1322.360361,1024.9823133818336,1101.3529971205803,-22.4884272387961,-16.71309655049617,1014.0652863928352,1100.2233428781603
290,50,56320.0,0.0350275,2344.433168,1830.229468281823,1990.2516973182244,-21.932964724127167,-15.107339186124996,1826.2819162286514,1983.9134969313343
291,50,56320.0,0.0395485,3171.45816,2456.6740978255707,2695.402895544036,-22.53802592099873,-15.010611536996102,2474.3849617106957,2689.68199278982
292,50,56320.0,0.0439725,4277.388038,3189.616232618018,3503.6400527399364,-25.430748758782173,-18.08926331644788,3226.116742390199,3508.788865437682
293,50,56320.0,0.0556615,7514.230322,5853.268020067057,6331.882823007461,-22.104223995769924,-15.73477852456675,5818.3965209616645,6336.096159051602
294,50,56320.0,0.06259100000000001,9956.432911,7813.546109718224,8536.391555211087,-21.522635872073074,-14.262551342258659,7803.5062854139605,8503.107263590266
295,50,56320.0,0.087634,22401.88282,18252.37218154952,19744.802454216107,-18.523044119960627,-11.860968951286978,18111.78663595168,19770.69662138517
296,50,56320.0,0.1233455,51530.81264,42923.696585446145,46579.758318691456,-16.702853329102577,-9.607949239801743,42595.31660354784,46580.853565448844
297,50,56320.0,0.139048,69788.57213,57490.78656257502,63213.09632197344,-17.621489008998555,-9.421995044945133,57485.91544558616,62904.571129840806
298,50,56320.0,0.21837600000000001,220116.1066,177253.68448867212,194291.58870946534,-19.472642312912814,-11.732225455660798,177837.57148235425,195065.65457279992
299,50,56310.0,0.2700045,374065.9706,297593.69719995337,331248.11915647256,-20.44352585117151,-11.44660429144298,302332.4639623538,331996.97831686627
300,50,63020.0,0.021685999999999997,805.9127383,664.0670171552357,704.9714355965077,-17.6006302424224,-12.525090857407072,659.3347010008673,709.5103611071
301,50,63020.0,0.0248265,1133.209213,917.1174597491763,994.873382308839,-19.06900780295931,-12.207439641700216,924.814017965427,995.9046761206026
302,50,63020.0,0.027875,1497.701442,1221.7787066897808,1334.8064771226473,-18.423080032677113,-10.876330910106233,1235.6504884008036,1331.450312706665
303,50,63020.0,0.03529,2659.779691,2210.3121922757578,2410.2257928730965,-16.898673985861425,-9.382502579868888,2229.3414071674347,2405.1796589725154
304,50,63030.0,0.0391765,3616.413798,2874.7875765563385,3132.1430887165834,-20.507227957536443,-13.390909788897357,2896.0498660108906,3126.1704078255143
305,50,63020.0,0.0628285,11494.72838,9457.409177127427,10257.508753659306,-17.723943842095146,-10.76336547885175,9438.46374258173,10214.021405214977
306,50,63020.0,0.07818800000000001,19243.53155,16426.902259797334,17645.853312038074,-14.636758761687199,-8.302417016391804,16313.046555069683,17673.914089089758
307,50,63020.0,0.08805550000000001,25703.58543,21994.877248486657,23920.37869893105,-14.42875816532862,-6.937579723751984,21961.968209229115,23809.037405774867
308,50,63020.0,0.0986415,33873.21869,29192.689265268713,31570.56330162958,-13.817787637975682,-6.7978641458427695,29175.62490694498,31648.376005640024
309,50,63020.0,0.11097850000000001,45187.74242,39451.16420459986,42515.47512883469,-12.694987419555495,-5.913699485864497,39179.82954959342,42526.96680772323
310,50,63020.0,0.12414149999999999,59602.37429,52220.07741914213,56334.293944457655,-12.385910727211519,-5.483137852262806,51861.812652995504,56325.74401645487
311,50,63020.0,0.138866,79323.33333,69122.14364451668,74644.99285947555,-12.860263502851613,-5.897811241821709,68649.09891407451,74602.17160812629
312,50,63020.0,0.1575105,108629.5997,94903.27618116658,102252.61535437474,-12.635896253637233,-5.870392934556005,94084.859457748,102311.78455965115
313,50,63020.0,0.1965845,191311.8669,163125.14166655453,177589.3658647532,-14.733390923511744,-7.172843617912965,163793.51192794653,178324.6864690113
314,50,63020.0,0.218085,249461.3838,211343.9757925586,230314.12727733213,-15.279883173421812,-7.675439072373126,212359.240354464,231325.90695479803
315,50,63030.0,0.27071449999999997,427142.3839,367288.1429912949,399076.080480429,-14.01271406555567,-6.570713766054584,364812.30707046506,397845.7869032932
316,50,70830.0,0.0218975,927.258475,803.7019964789424,873.3167003829359,-13.324923077252818,-5.817339616881267,815.1551241630626,870.9555913056772
317,50,70830.0,0.0247155,1243.598131,1108.1085698857748,1183.8726678833877,-10.894963391853564,-4.802633714846925,1103.505292992274,1179.7993481162016
318,50,70830.0,0.027880000000000002,1716.460317,1501.101337575065,1587.3824652352605,-12.546691426070126,-7.5200020930480695,1491.6927248301618,1595.8415036788201
319,50,70840.0,0.0349355,3092.694422,2639.4875319927773,2809.028171325686,-14.65411153404999,-9.172139628682466,2623.5792879744104,2810.0809710153894
320,50,70840.0,0.039105,4083.403273,3451.6355332559006,3724.162744489809,-15.471598015347416,-8.797576543211798,3478.546756261864,3728.047037256994
321,50,70840.0,0.055691000000000004,9807.160843,8477.095713330822,9021.561881207883,-13.562183296081356,-8.010462705451081,8424.864869553721,9046.037243181514
322,50,70840.0,0.06978200000000001,16701.43194,14904.203796480168,15894.440002918596,-10.76092247644624,-4.831872739897549,14812.885093164245,15924.031339689343
323,50,70840.0,0.08699599999999999,28733.10879,25774.600065219383,27816.19743036876,-10.296514541476508,-3.19113175790554,25716.152382902168,27677.423350169916
324,50,70840.0,0.1111035,52609.57548,47638.018507473964,51093.90441254135,-9.449908932293166,-2.8809794673877307,47421.26191791684,51103.94672838988
325,50,70840.0,0.24347200000000002,383820.4649,333502.4473705499,364661.20887436107,-13.10977973583558,-4.991723416996714,337601.9118883363,365332.0307783237
326,50,70840.0,0.275423,522759.9608,453884.5923221389,496736.6075851667,-13.175333545526028,-4.97806931789664,459601.7195632284,497677.08343587106
327,50,79460.0,0.0195835,778.1715275,747.8913000605664,786.8177464263047,-3.8912021796420184,1.111094228040185,741.6185099478303,786.3396023525034
328,50,79460.0,0.022051,1057.340411,993.2909377175619,1058.1803458973122,-6.05760194314923,0.07943845601417504,997.9771174121079,1058.8213053174538
329,50,79470.0,0.024779,1408.347747,1319.4104767329793,1421.9474279002325,-6.315007813693099,0.9656479324230739,1336.4128215993703,1418.75431643451
330,50,79470.0,0.027957000000000003,1914.446848,1817.3202322918319,1910.1235835914404,-5.073351386570758,-0.2258231620834051,1807.4000660442248,1919.9855049319503
331,50,79460.0,0.0310855,2619.833509,2368.7409242630397,2503.1574361512953,-9.584295485738837,-4.453568230495701,2356.2405556379326,2504.437612743722
332,50,79460.0,0.0345975,3358.272558,3061.9799357501647,3272.735133326118,-8.822768763780472,-2.547066183479263,3079.8001833082762,3275.359120927877
333,50,79460.0,0.0441755,6196.269592,5706.992912708509,6023.783958257951,-7.896310385254955,-2.783701244451095,5676.2333039874175,6044.464139871306
334,50,79460.0,0.049825,8411.541611,7634.05873333459,8181.431011474154,-9.243048582779107,-2.735653108164202,7670.457089214822,8173.25711596577
335,50,79460.0,0.062272,14671.43686,13408.082295937656,14264.177946916721,-8.610980479401684,-2.7758624936976926,13400.27399364135,14295.509969311468
336,50,79460.0,0.0782955,25213.52305,23889.997332879455,25349.322507098634,-5.249269269097818,0.5385977073863697,23763.31953704929,25381.593188922914
337,50,79460.0,0.087179,32922.90003,31259.552620011134,33201.88222004513,-5.0522505868960135,0.847380363792136,31094.309701526458,33230.69920495206
338,50,79460.0,0.110509,59518.79178,56526.89440441608,60194.1161522667,-5.026811341606031,1.1346405934497332,56277.568993680856,60219.675663181835
339,50,79460.0,0.125018,81770.16356,76308.52334388401,81728.15968100325,-6.67925803047763,-0.05136822181593195,76625.16313516037,82046.06662419818
340,50,79460.0,0.140067,109005.8457,101329.93596053922,108645.670327295,-7.041741376500124,-0.33041840131791117,101828.81280865586,109098.31309812146
341,50,79460.0,0.174224,191579.1859,177489.81558173487,188315.6979587507,-7.35433249289381,-1.7034668593658024,175782.6089242795,188549.05325188246
342,50,79460.0,0.19517800000000002,255525.1192,231880.7090770674,249418.52789555863,-9.25326253518976,-2.3898203525195187,233546.9001013648,250659.02473559944
343,50,79460.0,0.2188655,341579.3928,312660.1643144764,334913.5664089356,-8.46632703702246,-1.9514720535168033,311051.28193539573,334044.450840274
344,50,89080.0,0.019570999999999998,869.3314017,894.017014573212,930.9344466963347,2.8396090173366155,7.086255583988837,889.8058829091289,936.8544337777797
345,50,89080.0,0.0221245,1209.671781,1205.6377348798587,1273.5635904791282,-0.33348270030788485,5.281747535377792,1209.3295089432731,1274.0987849521523
346,50,89080.0,0.0276765,2211.8587,2093.0381966274704,2237.5810948209887,-5.371975315264481,1.1629311954234909,2117.4750332692197,2233.5253248390095
347,50,89080.0,0.031004999999999998,2968.048897,2784.439358974731,2974.019384751238,-6.186203273499139,0.20115867219278058,2813.2654160656534,2969.231546641808
348,50,89080.0,0.034972500000000004,3953.386891,3768.5481307915948,4021.2459888894223,-4.67545335947757,1.716480065330954,3802.283913851735,4015.6365959206682
349,50,89080.0,0.0441565,7125.09244,6823.357963613487,7192.403286431055,-4.234814901384115,0.9447013775312424,6813.986618421373,7205.208928530206
350,50,89080.0,0.0497465,9613.206009,9223.694402036841,9687.417779180501,-4.05183875804277,0.7719773206880607,9181.560527273825,9714.837030111928
351,50,89080.0,0.055253,12510.94661,11937.708772177708,12610.597389786628,-4.581890209363566,0.7965087126738768,11939.439704449656,12639.911504443728
352,50,89090.0,0.0696915,21709.11751,21442.421603879262,22590.3149484864,-1.2284972247162433,4.059112205185169,21345.59261314653,22625.51114462131
353,50,89080.0,0.0784775,29302.81562,28547.77290483086,30435.645067802667,-2.576689984200024,3.865940606163038,28723.563904005976,30465.208118435265
354,50,89080.0,0.09888549999999999,52515.80528,51444.01145163456,54373.181596994174,-2.040897635770661,3.5367948888742125,51214.40846604454,54386.206973587636
355,50,89080.0,0.1114265,71214.73311,68563.1712085222,73284.2165583493,-3.723333340844147,2.905976555655596,69044.24996507488,73366.58551321212
356,50,89090.0,0.125114,95692.06829,92687.02534898934,98176.35067404821,-3.1403260423880837,2.596121526519276,92276.74916212868,98112.90325297829
357,50,89090.0,0.1540895,164004.0721,154292.45145539002,164608.3174334254,-5.921572873317679,0.3684331283292628,155391.41726138382,165401.40773574292
358,50,89080.0,0.1738945,222966.1134,212266.66533959616,223604.88479134455,-4.798687969776416,0.2864881042253247,210245.89037585515,223934.15631790072
359,50,89090.0,0.195038,299341.3213,283275.92876603076,298130.4834443961,-5.36691441869748,-0.4045007386034729,280208.5059785565,298630.8223682731
360,50,99950.0,0.019623500000000002,993.1452072,1061.2443662439543,1129.4612277000674,6.8569186610634825,13.72568880278713,1077.9807219481693,1126.9895957652443
361,50,99950.0,0.022071,1358.636001,1456.0149129302838,1519.7865959667167,7.167402590437004,11.86120453514441,1446.5019348421656,1513.2052099885448
362,50,99960.0,0.0247245,1896.952399,1934.2673943950658,2020.813635334388,1.9671023592756902,6.529485737211056,1921.9567686554617,2011.7798263580667
363,50,99950.0,0.0276805,2514.323963,2544.1389484240476,2668.9230721805375,1.1858052447813303,6.148734668068614,2549.0612099630966,2669.802257342213
364,50,99950.0,0.034958,4450.983841,4588.35895435799,4774.155199349739,3.0863988337267454,7.2606724691485685,4570.870331025887,4793.290244527202
365,50,99950.0,0.039280999999999996,6016.132491,6122.806282261579,6408.445165179481,1.7731290230253511,6.521011210547164,6119.024763437537,6420.735324653324
366,50,99950.0,0.044321,8213.583988,8274.83731927872,8670.959251955323,0.7457564367541717,5.568522396843386,8276.495240455502,8690.129084300295
367,50,99950.0,0.049209,10691.6548,10742.932117739978,11268.565132080492,0.47960132177086057,5.395893740232724,10752.705795334161,11296.339927889423
368,50,99950.0,0.055134,14180.43445,14364.642187853222,15104.390631307506,1.299027462823759,6.515711380813902,14290.461654221637,15021.984581217115
369,50,99950.0,0.062151,19258.68453,19239.164911123084,20287.394332847052,-0.10135489184896601,5.3415372230880696,19284.7401611563,20284.763050469035
370,50,99950.0,0.069535,24954.9899,25661.91083390098,27033.756941874148,2.8327838910525043,8.330065651014937,25538.30586194553,26878.56128675456
371,50,99950.0,0.0784225,33773.96405,34351.155751291066,36310.471555991644,1.7089841762032179,7.510245176540482,34504.958881081366,36338.889081427624
372,50,99950.0,0.087832,45016.12152,45983.25150131814,48252.764835502436,2.1484080561859553,7.189964853068122,45814.455209819185,48278.399165315415
373,50,99950.0,0.099199,61682.11388,62388.001405308845,65910.88150408088,1.144395807643887,6.855743680101138,62120.70003352495,65503.74599269684
374,50,99950.0,0.11111399999999999,82409.82889,82846.00136228623,87603.81756081955,0.5292723916080774,6.302632514566238,82505.12782614994,87050.48614746786
375,50,99950.0,0.1378875,145360.8569,140769.17090456444,149411.4294807432,-3.1588187448526073,2.786563499367465,141593.7869910002,149565.07038491935
376,50,99950.0,0.15542899999999998,196926.3359,189886.8159567499,201720.4902207148,-3.5746970617606,2.434491201394862,191054.83439800714,201938.43896419602
377,50,99950.0,0.17328,259939.8297,248419.67978072376,263756.62515396334,-4.431852530091983,1.4683380605305272,250776.0775469082,265214.1668221296
378,50,99950.0,0.19566899999999998,355880.6652,337606.54437376594,359248.204531707,-5.134901278203538,0.9462552088393134,339873.5991790959,359672.3708130692
379,50,99950.0,0.22008250000000001,479177.7654,451093.4346861447,480048.51968901453,-5.860941959694543,0.18171842516267056,456110.7926324531,482980.93416913314
380,50,99950.0,0.2418355,619685.956,579114.7559971416,616207.9843338608,-6.547058168744171,-0.5612474564679664,577407.23728939,611727.9126211585
381,50,99950.0,0.2707135,821036.215,776930.2575015608,809647.8912385132,-5.371986849379004,-1.3870671662743643,765679.9141083295,811675.348677734
382,50,112160.0,0.016647000000000002,739.8215625,860.5805055439998,891.7769210205065,16.32271201124931,20.539460624399748,859.7407568961672,891.7053625548135
383,50,112160.0,0.017530499999999997,835.4853336,961.9683659138285,1017.3321892602862,15.138869256846105,21.76541566286164,978.4863166992799,1015.1433294866098
