point_key,latitude_deg,longitude_deg,height_agl_m,radar_turbulence_index,radar_uncertainty,radar_coverage,contributing_radars
32.0614_118.7419,32.0614,118.7419,200.0,0.743529782006524,0.32447464610591464,0.7822335192924867,4
32.0614_118.7419,32.0614,118.7419,250.0,0.7945327723308016,0.2902806480693982,0.8677168517145051,4
32.0614_118.7419,32.0614,118.7419,300.0,0.827256694710933,0.2586339075625272,0.9230287772688444,4
32.0614_118.7419,32.0614,118.7419,350.0,0.8477613013065006,0.2329938082937917,0.956749018864103,4
32.0614_118.7419,32.0614,118.7419,400.0,0.8596159875688135,0.21477804082818708,0.9754802792020751,4
32.0614_118.7419,32.0614,118.7419,450.0,0.8674282323334955,0.20274269134915876,0.9851768156521232,4
32.0614_118.7419,32.0614,118.7419,500.0,0.8726351295569059,0.19587468867248806,0.9901512728761762,4
32.0614_118.7419,32.0614,118.7419,550.0,0.8762249883854735,0.19275052598202488,0.992438523740072,4
32.0614_118.7419,32.0614,118.7419,600.0,0.8773821369284659,0.19318570725527415,0.9932487943864089,4
32.0614_118.7419,32.0614,118.7419,650.0,0.875637118683219,0.19711968816945494,0.9930613605905746,4
32.0614_118.7419,32.0614,118.7419,700.0,0.8714748600963448,0.20419974372485486,0.9921460098480468,4
32.0614_118.7419,32.0614,118.7419,750.0,0.86427131142094,0.2153268941165092,0.9905251017817254,4
32.0614_118.7419,32.0614,118.7419,800.0,0.8551012469767478,0.22900119856172263,0.9880506122695676,4
32.0614_118.7419,32.0614,118.7419,850.0,0.8432804996071778,0.24545274194910058,0.9847065720502943,4
32.0614_118.7419,32.0614,118.7419,900.0,0.8271398710018923,0.2649542009775055,0.9808049132761232,4
32.0614_118.7419,32.0614,118.7419,950.0,0.8062159860913815,0.28690480857962514,0.9764319038191828,4
32.0614_118.7419,32.0614,118.7419,1000.0,0.7797388222897814,0.30973061311678035,0.9720189164296018,4
32.0614_118.7419,32.0614,118.7419,1050.0,0.7518803825161171,0.33074496316800445,0.9687038618178262,4
32.0614_118.7419,32.0614,118.7419,1100.0,0.7193652854228293,0.35032508786814764,0.9649739179163984,4
32.0614_118.7419,32.0614,118.7419,1150.0,0.6986639175112389,0.36086512726314685,0.9626013642937656,4
32.0614_118.7419,32.0614,118.7419,1200.0,0.684523762340641,0.3651497258893132,0.9601268454003369,4
32.0614_118.7419,32.0614,118.7419,1250.0,0.6778739013328667,0.36488322794200767,0.9571258369234693,4
32.0614_118.7419,32.0614,118.7419,1300.0,0.672809681800741,0.36262535803839624,0.9532462656314498,4
32.0614_118.7419,32.0614,118.7419,1350.0,0.6856488512354543,0.3514563441829284,0.9504673339407238,4
32.0614_118.7419,32.0614,118.7419,1400.0,0.6690511300433304,0.3355082839636092,0.9490832654703445,4
32.0614_118.7419,32.0614,118.7419,1450.0,0.6628601010482984,0.31552610208645354,0.9495257769883269,4
32.0614_118.7419,32.0614,118.7419,1500.0,0.6459326700256592,0.29422955693345776,0.9507699453651586,4
32.0614_118.7419,32.0614,118.7419,1550.0,0.6205649101867922,0.2735600824313866,0.9521600322605113,4
32.0614_118.7419,32.0614,118.7419,1600.0,0.5940854927096896,0.25517669722006964,0.9518939689181855,4
32.0614_118.7419,32.0614,118.7419,1650.0,0.5726112969641056,0.2420839735153393,0.9495923671862821,4
32.0614_118.7419,32.0614,118.7419,1700.0,0.5593215686637912,0.23711341594717034,0.9440276452412648,4
32.0614_118.7419,32.0614,118.7419,1750.0,0.55463629298612,0.24163429851956045,0.9338562824429313,4
32.0614_118.7419,32.0614,118.7419,1800.0,0.5583219261544498,0.2525722559664509,0.9174039170866465,4
32.0614_118.7419,32.0614,118.7419,1850.0,0.5745153347306282,0.2755774707825681,0.893934670940319,4
32.0614_118.7419,32.0614,118.7419,1900.0,0.6011893142575339,0.30227931378982537,0.8577489882133604,4
32.0614_118.7419,32.0614,118.7419,1950.0,0.6365436882123767,0.32943766746484593,0.8037130039312272,4
32.0614_118.7419,32.0614,118.7419,2000.0,0.6749628058835188,0.36020684067882003,0.7214418847189079,3
32.6875_118.8856,32.6875,118.8856,250.0,0.0,1.071566284071106,0.029610165592859228,1
32.6875_118.8856,32.6875,118.8856,300.0,0.0,0.7955939453467235,0.05371504925159076,1
32.6875_118.8856,32.6875,118.8856,350.0,0.0,0.615962409275574,0.08961289320841959,1
32.6875_118.8856,32.6875,118.8856,400.0,0.34984263206831584,0.6229511061348377,0.17644297231465467,2
32.6875_118.8856,32.6875,118.8856,450.0,0.40792635319581944,0.5874591331769087,0.25968165736259263,2
32.6875_118.8856,32.6875,118.8856,500.0,0.4641957492596872,0.5655336877156222,0.35578455113806107,2
32.6875_118.8856,32.6875,118.8856,550.0,0.5189916277755289,0.5495527446951217,0.4515215178463815,2
32.6875_118.8856,32.6875,118.8856,600.0,0.5677515766740543,0.5353085062898216,0.5377452366053509,2
32.6875_118.8856,32.6875,118.8856,650.0,0.6088102121164727,0.5220673910144996,0.6071474083972459,2
32.6875_118.8856,32.6875,118.8856,700.0,0.6417280777345087,0.510257049341155,0.6564631389790347,2
32.6875_118.8856,32.6875,118.8856,750.0,0.6665088575848341,0.500648926324442,0.6854879003879724,2
32.6875_118.8856,32.6875,118.8856,800.0,0.6827134628051109,0.49423563189408787,0.6953946324158984,2
32.6875_118.8856,32.6875,118.8856,850.0,0.6890705486498324,0.49223823482638435,0.6874854285114157,2
32.6875_118.8856,32.6875,118.8856,900.0,0.6837877095416673,0.49575277418910096,0.6627477664354218,2
32.6875_118.8856,32.6875,118.8856,950.0,0.6651960011980769,0.5050846124588387,0.6220541180406924,2
32.6875_118.8856,32.6875,118.8856,1000.0,0.6321963882526002,0.5192856102093645,0.5666705384876876,2
32.6875_118.8856,32.6875,118.8856,1050.0,0.5845163387084951,0.5362185378017911,0.4987723714407284,2
32.6875_118.8856,32.6875,118.8856,1100.0,0.5232341063503652,0.5531698841062825,0.4217837902190458,2
32.6875_118.8856,32.6875,118.8856,1150.0,0.45157056378137295,0.5682486011511937,0.3404391201292325,2
32.6875_118.8856,32.6875,118.8856,1200.0,0.3750905081816776,0.5827955843010824,0.260435607081822,2
32.6875_118.8856,32.6875,118.8856,1250.0,0.3033871686133456,0.6063355550782032,0.1855507855942321,2
32.6875_118.8856,32.6875,118.8856,1300.0,0.0,0.5622702250823076,0.10754463372262868,1
32.6875_118.8856,32.6875,118.8856,1350.0,0.0,0.694724132260788,0.07044564454229818,1
32.6875_118.8856,32.6875,118.8856,1400.0,0.0,0.8945447384151096,0.042488831331295995,1
32.6875_118.8856,32.6875,118.8856,1450.0,0.5468085020019994,0.7743128956618356,0.03469208090628917,1
32.6875_118.8856,32.6875,118.8856,1500.0,0.5468085020019994,0.5866828508605065,0.06043055009333864,1
32.6875_118.8856,32.6875,118.8856,1550.0,0.5468085020019994,0.4634141591733249,0.09685560020464923,1
32.6875_118.8856,32.6875,118.8856,1600.0,0.5468085020019994,0.3816004259787168,0.14283861591644886,1
32.6875_118.8856,32.6875,118.8856,1650.0,0.5468085020019994,0.32730168025697376,0.19416317510188708,1
32.6875_118.8856,32.6875,118.8856,1700.0,0.5468085020019994,0.2918840371620239,0.24414208317329522,1
32.6875_118.8856,32.6875,118.8856,1750.0,0.5468085020019994,0.2699842525135401,0.28535564460462803,1
32.6875_118.8856,32.6875,118.8856,1800.0,0.5468085020019994,0.2583821293807382,0.3115576281253689,1
32.6875_118.8856,32.6875,118.8856,1850.0,0.5468085020019994,0.2553959930441792,0.31888579701704534,1
32.6875_118.8856,32.6875,118.8856,1900.0,0.5468085020019994,0.2605951845976439,0.30628840923481904,1
32.6875_118.8856,32.6875,118.8856,1950.0,0.5468085020019994,0.2747300528706333,0.27558209382155496,1
32.6875_118.8856,32.6875,118.8856,2000.0,0.5468085020019994,0.2998549244354388,0.23133479718775507,1
31.6461_119.0975,31.6461,119.0975,150.0,0.28693352624622026,3.3151532059362907,0.024995724678798403,1
31.6461_119.0975,31.6461,119.0975,200.0,0.2869335262462202,2.4385286998505733,0.04619736414572384,1
31.6461_119.0975,31.6461,119.0975,250.0,0.2869335262462202,1.8700018934546692,0.07855771579198023,1
31.6461_119.0975,31.6461,119.0975,300.0,0.2681386367015898,1.422967927964532,0.13081095225216233,1
31.6461_119.0975,31.6461,119.0975,350.0,0.26120019213733453,1.1656146629133404,0.19212273433919147,1
31.6461_119.0975,31.6461,119.0975,400.0,0.2520336927381128,0.9885948358999216,0.2617154308824563,1
31.6461_119.0975,31.6461,119.0975,450.0,0.240186360972253,0.8646186593580422,0.3326828593375317,1
31.6461_119.0975,31.6461,119.0975,500.0,0.22530074658406996,0.7756846009701387,0.3977844164585207,1
31.6461_119.0975,31.6461,119.0975,550.0,0.2072477067035464,0.7096554444709734,0.45131975079235176,1
31.6461_119.0975,31.6461,119.0975,600.0,0.3248796061815708,0.6373521869334439,0.5062262507683639,2
31.6461_119.0975,31.6461,119.0975,650.0,0.36945471029472843,0.5934907994284513,0.5411825573999478,2
31.6461_119.0975,31.6461,119.0975,700.0,0.41855670847050974,0.5563657358849714,0.566719924236758,2
31.6461_119.0975,31.6461,119.0975,750.0,0.46449935662912856,0.5247958530726174,0.5851739398297879,2
31.6461_119.0975,31.6461,119.0975,800.0,0.5029621009219065,0.4990445324329382,0.5983867834889747,2
31.6461_119.0975,31.6461,119.0975,850.0,0.5337586160064408,0.4792736841628758,0.6069862755179354,2
31.6461_119.0975,31.6461,119.0975,900.0,0.5560821977263276,0.4652312923063238,0.612465583239532,2
31.6461_119.0975,31.6461,119.0975,950.0,0.5749363290410178,0.45576413546679956,0.6105604742878824,2
31.6461_119.0975,31.6461,119.0975,1000.0,0.588088993689491,0.45082818094207816,0.6004657123446387,2
31.6461_119.0975,31.6461,119.0975,1050.0,0.589629916747761,0.4522075974201911,0.581098366090991,2
31.6461_119.0975,31.6461,119.0975,1100.0,0.5692245319245732,0.46237913617287746,0.5532041966117442,2
31.6461_119.0975,31.6461,119.0975,1150.0,0.49514738228215166,0.48155432974266194,0.5186368143325548,2
31.6461_119.0975,31.6461,119.0975,1200.0,0.4340716828027214,0.4910755787079436,0.48633549493860384,2
31.6461_119.0975,31.6461,119.0975,1250.0,0.3493018721748906,0.48972865765796864,0.4588741098730673,2
31.6461_119.0975,31.6461,119.0975,1300.0,0.2585361530433742,0.47133911796368494,0.43863601866799584,2
31.6461_119.0975,31.6461,119.0975,1350.0,0.17798421204541567,0.44030425087727404,0.42086121500376517,2
31.6461_119.0975,31.6461,119.0975,1400.0,0.11285862101522727,0.40303347301856995,0.4059437944899441,2
31.6461_119.0975,31.6461,119.0975,1450.0,0.06745378953579267,0.3726231593751063,0.3829350928456112,2
31.6461_119.0975,31.6461,119.0975,1500.0,0.0,0.3199631146469072,0.332107807548391,1
31.6461_119.0975,31.6461,119.0975,1550.0,0.0,0.3408567415209677,0.29264097905760256,1
31.6461_119.0975,31.6461,119.0975,1600.0,0.0,0.37609951982661244,0.24036617867704813,1
31.6461_119.0975,31.6461,119.0975,1650.0,0.0,0.4310591910443068,0.18298062132088944,1
31.6461_119.0975,31.6461,119.0975,1700.0,0.0,0.514407564220522,0.1284884898372317,1
31.6461_119.0975,31.6461,119.0975,1750.0,0.0,0.6400633752945498,0.08299137542726254,1
31.6461_119.0975,31.6461,119.0975,1800.0,0.0,0.8306915024265548,0.04927190812931004,1
31.6461_119.0975,31.6461,119.0975,1850.0,0.0,1.1240351534987847,0.026910336570934668,1
32.3403_118.6206,32.3403,118.6206,0.0,0.6649478404027553,0.44546139881915414,0.42086194875029637,2
32.3403_118.6206,32.3403,118.6206,50.0,0.6536116237934151,0.4246861182224724,0.5644870109953796,2
32.3403_118.6206,32.3403,118.6206,100.0,0.6490745240665948,0.41098461025800037,0.6949926751675319,2
32.3403_118.6206,32.3403,118.6206,150.0,0.6439413322814626,0.4028376517124071,0.7925904328131423,2
32.3403_118.6206,32.3403,118.6206,200.0,0.639614657775715,0.3957950081920908,0.86281368020976,3
32.3403_118.6206,32.3403,118.6206,250.0,0.6406090181154207,0.38977287857996346,0.9030806997305462,3
32.3403_118.6206,32.3403,118.6206,300.0,0.6255516852791281,0.3921117569424568,0.9295986830313768,4
32.3403_118.6206,32.3403,118.6206,350.0,0.6149530264963954,0.39071161011708805,0.9437148708468852,4
32.3403_118.6206,32.3403,118.6206,400.0,0.5929914503036493,0.38927728640491044,0.9524469293522092,4
32.3403_118.6206,32.3403,118.6206,450.0,0.5584818927460659,0.3861217240268316,0.9590027530113033,4
32.3403_118.6206,32.3403,118.6206,500.0,0.515749570073338,0.3793519658229201,0.9651635107326603,4
32.3403_118.6206,32.3403,118.6206,550.0,0.4740327004667504,0.36948237800685835,0.9711704869909332,4
32.3403_118.6206,32.3403,118.6206,600.0,0.4412619146815732,0.3589227419016021,0.9766059028307913,4
32.3403_118.6206,32.3403,118.6206,650.0,0.4201049284069111,0.3502459033696561,0.9804281566428813,4
32.3403_118.6206,32.3403,118.6206,700.0,0.4079709835575699,0.34456505598987025,0.9826846529267665,4
32.3403_118.6206,32.3403,118.6206,750.0,0.4022389178932666,0.3402433549571394,0.9830660912169442,4
32.3403_118.6206,32.3403,118.6206,800.0,0.3989991522999188,0.33702973678334963,0.981374735585942,4
32.3403_118.6206,32.3403,118.6206,850.0,0.3951506335662094,0.33741078052415197,0.9777500812515821,4
32.3403_118.6206,32.3403,118.6206,900.0,0.3902016850161897,0.3391901326693347,0.9724339182980228,4
32.3403_118.6206,32.3403,118.6206,950.0,0.38607156560431743,0.34214148107521536,0.9656687758208884,4
32.3403_118.6206,32.3403,118.6206,1000.0,0.38156747187310347,0.34772996573937526,0.9592504368628821,4
32.3403_118.6206,32.3403,118.6206,1050.0,0.3762684564997056,0.35379241633829445,0.9538865564376655,4
32.3403_118.6206,32.3403,118.6206,1100.0,0.37196198680046316,0.35940337667841354,0.950482151156359,4
32.3403_118.6206,32.3403,118.6206,1150.0,0.3728479200945499,0.36314870104943114,0.9490126547831845,4
32.3403_118.6206,32.3403,118.6206,1200.0,0.38127374820724863,0.36484724891446285,0.9475600085368538,4
32.3403_118.6206,32.3403,118.6206,1250.0,0.4032692698855844,0.3622639780356131,0.9466804398146059,4
32.3403_118.6206,32.3403,118.6206,1300.0,0.4267338249309335,0.35602858121742825,0.9453771109508693,4
32.3403_118.6206,32.3403,118.6206,1350.0,0.4484378738631224,0.34730800092022396,0.943073837928772,4
32.3403_118.6206,32.3403,118.6206,1400.0,0.4654724265670674,0.3379358835286571,0.9410039043822489,4
32.3403_118.6206,32.3403,118.6206,1450.0,0.47663320303465845,0.3302912680764382,0.9370213439371662,4
32.3403_118.6206,32.3403,118.6206,1500.0,0.4837957939675399,0.32514836098502525,0.9318255550214267,4
32.3403_118.6206,32.3403,118.6206,1550.0,0.48988504244560915,0.32356392543465384,0.9247559602874682,4
32.3403_118.6206,32.3403,118.6206,1600.0,0.5013325121689799,0.3258943629368438,0.9153327134926375,4
32.3403_118.6206,32.3403,118.6206,1650.0,0.5256399304154832,0.3327532127573553,0.9038694234279426,4
32.3403_118.6206,32.3403,118.6206,1700.0,0.568507557593435,0.34194635067918105,0.8902938951633136,4
32.3403_118.6206,32.3403,118.6206,1750.0,0.6279708344128898,0.3443200789278505,0.8748412346227942,4
32.3403_118.6206,32.3403,118.6206,1800.0,0.6837016800105055,0.337710716333381,0.8579107894053449,4
32.3403_118.6206,32.3403,118.6206,1850.0,0.7429834617338238,0.3220055360919767,0.8339063137830064,4
32.3403_118.6206,32.3403,118.6206,1900.0,0.7660279684534067,0.3060645416916963,0.8002308998928443,4
32.3403_118.6206,32.3403,118.6206,1950.0,0.7829168044625783,0.2922813386947887,0.7503870983653493,4
32.3403_118.6206,32.3403,118.6206,2000.0,0.7980220422030998,0.28066109137743345,0.6750712260756446,3
32.5958_119.0050,32.5958,119.005,0.0,0.991097900612145,0.3213546430475581,0.3309796619763431,1
32.5958_119.0050,32.5958,119.005,50.0,0.9914696990444523,0.2767018331627616,0.44635464323331475,1
32.5958_119.0050,32.5958,119.005,100.0,0.9918762611487217,0.2479825887038452,0.5556284413295967,1
32.5958_119.0050,32.5958,119.005,150.0,0.9923139974750081,0.22996174133263142,0.6459916701610715,1
32.5958_119.0050,32.5958,119.005,200.0,0.9866206734463016,0.2362782415161704,0.7141053349673212,1
32.5958_119.0050,32.5958,119.005,250.0,0.9813973744346757,0.24422796900597876,0.755752668536408,1
32.5958_119.0050,32.5958,119.005,300.0,0.9564125497817143,0.27041214246451756,0.7817942565389802,2
32.5958_119.0050,32.5958,119.005,350.0,0.9191761842006835,0.30695404597787823,0.7885802456426902,2
32.5958_119.0050,32.5958,119.005,400.0,0.8537749470794885,0.34654841958578436,0.7848660262386684,2
32.5958_119.0050,32.5958,119.005,450.0,0.7650906199620819,0.3664541544345002,0.7772842022363238,2
32.5958_119.0050,32.5958,119.005,500.0,0.681024186738105,0.3549925208172484,0.7730071416970009,2
32.5958_119.0050,32.5958,119.005,550.0,0.6228160339754185,0.32793078403369424,0.7766948491682859,2
32.5958_119.0050,32.5958,119.005,600.0,0.5855141131017023,0.30411208934060224,0.7896959545016253,2
32.5958_119.0050,32.5958,119.005,650.0,0.5600626066817024,0.29015442030700195,0.8037368309078674,2
32.5958_119.0050,32.5958,119.005,700.0,0.537754945125039,0.28589472965035334,0.8132243898177036,2
32.5958_119.0050,32.5958,119.005,750.0,0.5153187174912157,0.2894954273585611,0.8134342411112272,2
32.5958_119.0050,32.5958,119.005,800.0,0.4877210807640097,0.3004462506612588,0.8008949175876907,2
32.5958_119.0050,32.5958,119.005,850.0,0.45935529565539945,0.31667048018812677,0.7790573099790777,2
32.5958_119.0050,32.5958,119.005,900.0,0.41902117119413623,0.33840389777751073,0.7483550881533761,2
32.5958_119.0050,32.5958,119.005,950.0,0.35152751515206027,0.3595620767673354,0.7128318695123276,2
32.5958_119.0050,32.5958,119.005,1000.0,0.2737014762047403,0.3694503290413828,0.6845044538656089,2
32.5958_119.0050,32.5958,119.005,1050.0,0.1891588449496864,0.35900315604527255,0.6600682946872558,2
32.5958_119.0050,32.5958,119.005,1100.0,0.11804861217022539,0.3318043684969387,0.640049950014239,2
32.5958_119.0050,32.5958,119.005,1150.0,0.07100181722309713,0.3023136860406572,0.6216233486742863,2
32.5958_119.0050,32.5958,119.005,1200.0,0.035786922779677134,0.26881789098778025,0.6094162854513896,2
32.5958_119.0050,32.5958,119.005,1250.0,0.03339033940230812,0.2607393477634009,0.600026535155193,2
32.5958_119.0050,32.5958,119.005,1300.0,0.039871947870165236,0.25209834635387246,0.5965480751256559,2
32.5958_119.0050,32.5958,119.005,1350.0,0.0554500835868372,0.2485902977389654,0.6158422145855686,2
32.5958_119.0050,32.5958,119.005,1400.0,0.07620329158550865,0.2490610330441883,0.6502304861502121,2
32.5958_119.0050,32.5958,119.005,1450.0,0.0936597794284706,0.24442124654647696,0.6889823395500079,2
32.5958_119.0050,32.5958,119.005,1500.0,0.11086760495045878,0.24167827860760477,0.7263090814001718,2
32.5958_119.0050,32.5958,119.005,1550.0,0.1281481871501825,0.24177377778931913,0.7565355490260611,2
32.5958_119.0050,32.5958,119.005,1600.0,0.1449434642963681,0.24445337577799744,0.7772169403519685,2
32.5958_119.0050,32.5958,119.005,1650.0,0.1604709321708442,0.2495552195318006,0.788226040879797,2
32.5958_119.0050,32.5958,119.005,1700.0,0.17551756282599074,0.25797816007907803,0.7893873162233961,2
32.5958_119.0050,32.5958,119.005,1750.0,0.19122522750906554,0.2700175447503195,0.7839488897166824,2
32.5958_119.0050,32.5958,119.005,1800.0,0.2099995402074663,0.28667579757699085,0.7699595306954535,2
32.5958_119.0050,32.5958,119.005,1850.0,0.23254765169559172,0.30778850696875754,0.7464776016811572,2
32.5958_119.0050,32.5958,119.005,1900.0,0.2586860898355354,0.3332645824258502,0.7113548456318224,2
32.5958_119.0050,32.5958,119.005,1950.0,0.2880698519293438,0.3638122420240599,0.6617542457020269,2
32.5958_119.0050,32.5958,119.005,2000.0,0.32012874660731205,0.4011544367256167,0.5952898434984699,2
31.3622_118.3186,31.3622,118.3186,1200.0,0.25080008020264466,1.5338370985859697,0.04042595418171191,1
31.3622_118.3186,31.3622,118.3186,1250.0,0.2508000802026446,1.159219100611466,0.07077627439997003,1
31.3622_118.3186,31.3622,118.3186,1300.0,0.25080008020264466,0.9139490023647777,0.11386095672780583,1
31.3622_118.3186,31.3622,118.3186,1350.0,0.25080008020264466,0.7517455750315372,0.16829724012120229,1
31.3622_118.3186,31.3622,118.3186,1400.0,0.25080008020264466,0.6444521465610229,0.22900101420267682,1
31.3622_118.3186,31.3622,118.3186,1450.0,0.25080008020264466,0.5745967548991473,0.28806627519235684,1
31.3622_118.3186,31.3622,118.3186,1500.0,0.25080008020264466,0.5312679330690595,0.3369702412923794,1
31.3622_118.3186,31.3622,118.3186,1550.0,0.25080008020264466,0.5078394531840116,0.36877874330921256,1
31.3622_118.3186,31.3622,118.3186,1600.0,0.25080008020264466,0.5007536202889435,0.37928927223921116,1
31.3622_118.3186,31.3622,118.3186,1650.0,0.25080008020264466,0.5089353881836739,0.36719220644245076,1
31.3622_118.3186,31.3622,118.3186,1700.0,0.2508000802026447,0.5336260752335975,0.33399861747673565,1
31.3622_118.3186,31.3622,118.3186,1750.0,0.25080008020264466,0.5785758327897718,0.28411762565617726,1
31.3622_118.3186,31.3622,118.3186,1800.0,0.2508000802026447,0.6506652575436441,0.22464849775939144,1
31.3622_118.3186,31.3622,118.3186,1850.0,0.25080008020264466,0.7611798879101329,0.16415123158489764,1
31.3622_118.3186,31.3622,118.3186,1900.0,0.25080008020264466,0.928184895508536,0.11039509087816712,1
31.3622_118.3186,31.3622,118.3186,1950.0,0.2508000802026447,1.1808252377415995,0.06820991391881004,1
31.3622_118.3186,31.3622,118.3186,2000.0,0.25080008020264466,1.5670852049126176,0.03872875482643645,1
31.5031_118.3244,31.5031,118.3244,850.0,0.9483779152890678,0.9844355237439362,0.024711389303289533,1
31.5031_118.3244,31.5031,118.3244,900.0,0.9483779152890679,0.7137066414564315,0.0470145453174271,1
31.5031_118.3244,31.5031,118.3244,950.0,0.9483779152890679,0.5396995655994521,0.08221812712744492,1
31.5031_118.3244,31.5031,118.3244,1000.0,0.9483779152890678,0.42602250068108105,0.13194916372723098,1
31.5031_118.3244,31.5031,118.3244,1050.0,0.9483779152890679,0.35106497067565967,0.19431070224962477,1
31.5031_118.3244,31.5031,118.3244,1100.0,0.9483779152890678,0.30166333993556943,0.2631641014842978,1
31.5031_118.3244,31.5031,118.3244,1150.0,0.9483779152890679,0.26962744023448065,0.3294151276624868,1
31.5031_118.3244,31.5031,118.3244,1200.0,0.948377915289068,0.24982019056875637,0.38372195283471877,1
31.5031_118.3244,31.5031,118.3244,1250.0,0.9483779152890679,0.23910350596381363,0.41888984132599705,1
31.5031_118.3244,31.5031,118.3244,1300.0,0.948377915289068,0.2357782324581344,0.4307886985708711,1
31.5031_118.3244,31.5031,118.3244,1350.0,0.9483779152890679,0.23931524206597532,0.41814893685991417,1
31.5031_118.3244,31.5031,118.3244,1400.0,0.9483779152890679,0.25027731357232275,0.38232152272286724,1
31.5031_118.3244,31.5031,118.3244,1450.0,0.9483779152890679,0.27040231350029525,0.3275298683302804,1
31.5031_118.3244,31.5031,118.3244,1500.0,0.9483779152890681,0.30287907009788806,0.2610557059649904,1
31.5031_118.3244,31.5031,118.3244,1550.0,0.9483779152890679,0.3529188480119374,0.1922746417077945,1
31.5031_118.3244,31.5031,118.3244,1600.0,0.9483779152890678,0.42882920680443504,0.130227589889243,1
31.5031_118.3244,31.5031,118.3244,1650.0,0.9483779152890679,0.5439693801678228,0.08093247250911051,1
31.5031_118.3244,31.5031,118.3244,1700.0,0.9483779152890679,0.7202871478995647,0.04615942446299093,1
32.6386_119.0711,32.6386,119.0711,0.0,0.9753786740915064,0.5929258902930123,0.1379002625536936,1
32.6386_119.0711,32.6386,119.0711,50.0,0.9692697284760663,0.48851211956221163,0.21755684500818906,1
32.6386_119.0711,32.6386,119.0711,100.0,0.9619070683530584,0.42141110833152845,0.3150330554460439,1
32.6386_119.0711,32.6386,119.0711,150.0,0.9531809090290067,0.37957844608112196,0.42027915050307385,1
32.6386_119.0711,32.6386,119.0711,200.0,0.9430418770214589,0.355223591615539,0.5205314168014924,1
32.6386_119.0711,32.6386,119.0711,250.0,0.9315292117790703,0.3430901917759212,0.6049834502742659,1
32.6386_119.0711,32.6386,119.0711,300.0,0.918793453023174,0.3395308031115773,0.6676534701504868,1
32.6386_119.0711,32.6386,119.0711,350.0,0.9051049236844774,0.34205780712093165,0.7070519384674663,1
32.6386_119.0711,32.6386,119.0711,400.0,0.890840648135727,0.34916850410658185,0.7239291451210008,1
32.6386_119.0711,32.6386,119.0711,450.0,0.8723048703830583,0.34534632354492634,0.7300944272734222,2
32.6386_119.0711,32.6386,119.0711,500.0,0.8569687128392123,0.3454187025288346,0.7152950784821124,2
32.6386_119.0711,32.6386,119.0711,550.0,0.8439831367574796,0.3406453227099095,0.6893362308235673,2
32.6386_119.0711,32.6386,119.0711,600.0,0.8352398220743633,0.33056631292859945,0.6599267397942523,2
32.6386_119.0711,32.6386,119.0711,650.0,0.8318492861525346,0.31648639595620637,0.6373545474477793,2
32.6386_119.0711,32.6386,119.0711,700.0,0.8336938347959706,0.3006406721556134,0.6301908749126868,2
32.6386_119.0711,32.6386,119.0711,750.0,0.8400333546334428,0.2851444208271521,0.6397181930217954,2
32.6386_119.0711,32.6386,119.0711,800.0,0.8504302074791787,0.2714643951299502,0.6587479459153713,2
32.6386_119.0711,32.6386,119.0711,850.0,0.864372752785357,0.2604066200443796,0.6761476981813015,2
32.6386_119.0711,32.6386,119.0711,900.0,0.8791866977162156,0.25316829965888216,0.680514060737314,2
32.6386_119.0711,32.6386,119.0711,950.0,0.8932917594840194,0.24969901544365364,0.6690840378194897,2
32.6386_119.0711,32.6386,119.0711,1000.0,0.8804094061838434,0.268214118680757,0.6382607853226837,2
32.6386_119.0711,32.6386,119.0711,1050.0,0.8671739305850212,0.2957117782944514,0.5813381602523033,2
32.6386_119.0711,32.6386,119.0711,1100.0,0.8438318471718619,0.3405734734471683,0.5109630381068566,2
32.6386_119.0711,32.6386,119.0711,1150.0,0.8169465733336111,0.4053249640847855,0.43350021125871596,2
32.6386_119.0711,32.6386,119.0711,1200.0,0.77988175954057,0.49344479102395605,0.36533156277039724,2
32.6386_119.0711,32.6386,119.0711,1250.0,0.7062839443160409,0.5978183739177045,0.3210339717250278,2
32.6386_119.0711,32.6386,119.0711,1300.0,0.5579145049101324,0.6664328232647421,0.30578281874459334,2
32.6386_119.0711,32.6386,119.0711,1350.0,0.37321216516395156,0.6192935030170672,0.3132759768786184,2
32.6386_119.0711,32.6386,119.0711,1400.0,0.2161713910082161,0.4967099378611709,0.32141740002499886,1
32.6386_119.0711,32.6386,119.0711,1450.0,0.18963919334616305,0.4041417807850492,0.34003953131064346,1
32.6386_119.0711,32.6386,119.0711,1500.0,0.17725048069437419,0.3577309442980944,0.34286246327890035,1
32.6386_119.0711,32.6386,119.0711,1550.0,0.19459645361314526,0.32061780164553244,0.3575709520203244,2
32.6386_119.0711,32.6386,119.0711,1600.0,0.21742535991301049,0.3318041270065537,0.3527880655581511,2
32.6386_119.0711,32.6386,119.0711,1650.0,0.2522006245464385,0.3450204687806623,0.3507728656161052,2
32.6386_119.0711,32.6386,119.0711,1700.0,0.2976501510586909,0.3540272575792405,0.36066765331159345,2
32.6386_119.0711,32.6386,119.0711,1750.0,0.34712389687150547,0.35392370559195174,0.38648309023301075,2
32.6386_119.0711,32.6386,119.0711,1800.0,0.3916252029025818,0.3450714326087415,0.4243126243165276,2
32.6386_119.0711,32.6386,119.0711,1850.0,0.42528594759166816,0.33253261944925766,0.46417806113447546,2
