样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,对数磁通密度峰值,磁通密度_RMS_T,磁通密度_绝对均值_T,磁通密度_标准差_T,磁通密度_均值_T,磁通密度_最大绝对值_T,磁通密度_峰峰值_T,波峰因子,波形因子,偏度,超额峰度,斜率RMS归一化,最大斜率归一化,总变差归一化,THD_2_10,频谱质心归一化,近峰值点比例,过零数,H2_ratio,H3_ratio,H4_ratio,H5_ratio,H6_ratio,H7_ratio,H8_ratio,H9_ratio,H10_ratio,对数频率,对数频率×对数B_m,频率×B_m
97,90,79410.0,材料1,梯形波,0.242529512,-1.4166318770402457,0.14862880591862598,0.13078217480371085,0.14862880591862612,4.8828061006370854e-12,0.243301959,0.485059024,1.6369771491887475,1.136460730536871,0.006395100457980862,-1.329093189193005,0.002319014022721463,0.005706223084306539,1.9999999999999978,0.3644771720602691,0.005076516547922937,0.119140625,2.0,0.34467078082331126,0.11162640524900766,0.02069336087848785,0.0007738824835233207,0.00969897342067117,0.020931703323541714,0.021724419936988645,0.012338351633256698,4.171659645185562e-05,11.282379583889256,-15.982978567405583,19259.26854792
98,90,112180.0,材料1,梯形波,0.0550980015,-2.8986418338984787,0.033681595587020385,0.02961672525781246,0.033681595587020365,-9.765624656046627e-12,0.055403819,0.110196003,1.6449285740296264,1.1372491487098384,0.011201691242116908,-1.3242101225499163,0.0023124729697623823,0.005678672392500473,2.0000000000000018,0.3648268433219327,0.005133183641679042,0.1162109375,2.0,0.3454369122481497,0.11080767968559195,0.019470434366149404,0.0006655781750855667,0.009136516549564547,0.020600445149528593,0.021497169766131745,0.011995555452393279,0.000454582343688619,11.627860003062327,-33.70500144359136,6180.89380827
99,90,125920.0,材料1,梯形波,0.107966557,-2.2259337572190794,0.06614753210102287,0.058190251652343816,0.06614753210102291,3.710936268832513e-11,0.108700761,0.215933114,1.6433078838676602,1.1367459363506387,0.011267147673849575,-1.3289535030408854,0.00232701421228222,0.0057828971984352625,1.9999999999999993,0.3674610906037457,0.005556760583676186,0.115234375,2.0,0.3471011493125014,0.1135468168726283,0.02244058606379419,0.0016420389955107096,0.01000057579566086,0.020901369881410403,0.021550949245150067,0.01216251319254411,0.00020128857194877755,11.74340206365123,-26.14003507807747,13595.148857440001
100,90,251240.0,材料1,梯形波,0.038849479,-3.2480606128118135,0.02383367034969455,0.02097139111035155,0.023833670349694535,5.957033532498187e-11,0.039138173,0.077698958,1.64213788416779,1.1364849486751583,0.010055007204425499,-1.329166710212526,0.0023148329662794607,0.005792021046150946,1.999999999999999,0.3620188336715581,0.005324562445198235,0.1171875,2.0,0.3428610715904301,0.10950371355777667,0.0194967194767998,0.0006169905284518193,0.009752106338846298,0.020964459965332777,0.021419002028690216,0.011777893896910337,0.0005008971254664031,12.434163936568318,-40.38691813561264,9760.543103959999
101,25,63020.0,材料2,正弦波,0.050371308000000004,-2.9883335517237377,0.03549637615327488,0.03190915536230468,0.03549637615327487,-3.8085926524429104e-11,0.050566415,0.10074261600000001,1.424551474822445,1.112419797711346,-0.007847702747911875,-1.4912249322532483,0.002162330107601565,0.003032013780543477,2.0,0.007101928204391016,0.0020716065835980225,0.279296875,2.0,0.004141078937724592,0.005745025944508541,0.0001791110649500279,0.0004620070169498667,4.996190115253545e-05,0.00014756547220796503,8.017041981807727e-05,7.995965713754589e-05,3.0041443799588048e-05,11.051207415311266,-33.02469390623282,3174.3998301600004
102,25,501180.0,材料2,正弦波,0.0154748415,-4.168539702790263,0.01095414251597952,0.009861494882812502,0.01095414251597952,8.203124551715046e-11,0.015480257,0.030949683,1.4131874747309472,1.1107993915883263,-0.0007372857441493485,-1.5002984946645026,0.0021717280927949995,0.003076606632772297,2.0000000000000018,0.0014934768295833637,0.001988622411063973,0.2880859375,2.0,0.0013549470916153742,0.00018062189462273877,4.360551990916721e-05,0.0005907379720989845,2.353625939872296e-05,1.8034618897390195e-05,2.292661171667588e-05,8.772638193969255e-05,4.464982602254029e-05,13.124720596978007,-54.71091889653194,7755.681062969999
103,50,63020.0,材料2,正弦波,0.0315069255,-3.4575479001727323,0.02225438660977615,0.02002393735546876,0.022254386609776154,-1.3671873048029317e-11,0.031596303,0.063013851,1.4197786510152577,1.1113891446378417,-0.005539926897431617,-1.4963438202739718,0.002167076782133457,0.0030681825810011196,1.9999999999999996,0.003761375737056724,0.0020409700383114617,0.283203125,2.0,0.003226359277624581,0.001885403576239966,0.00021318247537509478,0.00018933914231726874,6.508221759330615e-05,0.0002884994860291748,4.415802842349047e-05,0.00011006770281228222,3.127369379010943e-05,11.051207415311266,-38.2100789931828,1985.5664450099998
104,50,199500.0,材料2,正弦波,0.011633619,-4.453856182869431,0.00823179911272364,0.007411556344726553,0.00823179911272365,-9.765664200838561e-13,0.011633936,0.023267238,1.4132920204548944,1.1106707862486538,-0.00010393930938152154,-1.500448720373442,0.0021708531006603094,0.0030747095981052837,1.9999999999999984,0.0006638239068080695,0.001994558064984268,0.2890625,2.0,0.0005484848721254473,0.00030754434440186297,6.231597877256803e-05,0.00015458518430060123,7.523537935830219e-06,4.266139621553266e-05,1.8051825825387905e-05,0.00012172026309050727,2.1091488749532916e-05,12.203569515312056,-54.3529435388495,2320.9069905
105,50,199500.0,材料2,正弦波,0.0308336175,-3.47914970695812,0.021846153374057983,0.01967345111816406,0.021846153374057976,-4.8828165708113464e-12,0.030857036,0.061667235,1.4124699882699863,1.1104382877637526,-0.001729101024666354,-1.5018375734435165,0.0021737337694701466,0.0030941714834465967,2.000000000000001,0.0020344663179265397,0.0020235772248000322,0.2890625,2.0,0.0017462082523697648,0.000938049153610569,6.288662448091179e-05,0.0003802332463200841,2.8043314756252466e-06,0.00020384510500471957,2.2833196969965654e-05,0.00013769721224579247,1.7294685442189374e-05,12.203569515312056,-42.45804530304099,6151.30669125
106,50,316230.0,材料2,正弦波,0.015513287,-4.166058396458688,0.010998708266623981,0.009906323511718733,0.01099870826662398,-6.05468764567912e-11,0.015521468,0.031026574,1.4112082640741108,1.110271459801712,-0.0009876405366620303,-1.502717031559485,0.0021751822421485693,0.0030981184064988935,1.9999999999999998,0.0018914158616271947,0.0020206483171859367,0.2900390625,2.0,0.0011583351377088104,0.0013662808098359204,7.756195557907614e-05,0.00044141765392635116,3.1989610733050275e-05,0.00038033024269948644,2.9514439297761378e-05,0.00014603161885273628,1.5945292363196262e-05,12.664225075917345,-52.75990121216812,4905.76674801
107,50,398100.0,材料2,正弦波,0.0194729425,-3.9387293410735054,0.013786652879435464,0.012411791475585935,0.013786652879435465,-2.6367193728754298e-11,0.019483022,0.038945885,1.4131799915744154,1.1107705850967515,-0.0010260006716586358,-1.5005040326081953,0.0021721075431970537,0.0030761401364996586,1.9999999999999976,0.0016361923497675245,0.00199741191455285,0.2880859375,2.0,0.0014772033302050767,0.0002571909676503402,9.196924313599965e-06,0.0006461221511177592,3.621320033186062e-05,2.4476888873271683e-05,1.6810189508926987e-05,8.496702102910862e-05,4.333156061047126e-05,12.894458508988409,-50.78778206660757,7752.17840925
108,70,99950.0,材料2,正弦波,0.0613943035,-2.790438225006045,0.043500674278080124,0.03917164977636712,0.04350067427808012,-1.6601586917997803e-11,0.061522861,0.122788607,1.4142967211660258,1.110514224609574,-0.004857678669132648,-1.5015197811636662,0.0021738714155615075,0.003106908770452947,2.0000000000000013,0.0042814670863182,0.0020528080547254995,0.287109375,2.0,0.004167368301319157,0.0008023328923487171,0.0001593979596402473,0.0004593929060282489,4.231801320861546e-05,0.00022429272282071072,2.0098436035458577e-05,0.00017602152974137517,1.8129114134399e-05,11.512425339928546,-32.12471173106483,6136.360634825
109,70,251170.0,材料2,正弦波,0.012374526,-4.392115274291266,0.008762133136449782,0.007888493445312506,0.00876213313644978,-1.0156250191390835e-10,0.012378674,0.024749052,1.412746623137429,1.1107486108968514,-0.0006078301992514443,-1.5006304246804467,0.002172374441289059,0.003076400663750676,1.999999999999999,0.0010576171798444942,0.0020052271722789585,0.2890625,2.0,0.0007385497334329634,0.00032297519063633336,5.046332198618553e-05,0.0006677926930573819,2.8378935304574623e-05,3.0412378417637574e-05,5.9154158763592235e-05,0.00010076381140331613,7.006391294697568e-05,12.433885279692646,-54.6110574557234,3108.10969542
110,70,316230.0,材料2,正弦波,0.024583838,-3.7056660438274713,0.017404336864541497,0.015668691569335924,0.017404336864541486,3.417968934894604e-11,0.024595881,0.049167676,1.4132041451179966,1.1107715527825106,-0.0011986349890992522,-1.5004674226384385,0.0021720109593222387,0.003076248712670495,2.0000000000000027,0.0017062225929917098,0.0020001800796423785,0.2880859375,2.0,0.0015630459377894606,0.00023889857532804308,8.265405225389224e-05,0.0006268887103889053,3.256193551039225e-05,1.1685506266194578e-05,2.6562922691392662e-05,9.024768169755687e-05,3.379634181127278e-05,12.664225075917345,-46.929388835215285,7774.14709074
111,90,79460.0,材料2,正弦波,0.192164745,-1.6494022279911333,0.13603003056162713,0.12245352938476566,0.1360300305616272,-3.906231938354454e-12,0.193966886,0.38432949,1.4259122430478697,1.1108706400303274,-0.01973960295866781,-1.4996707006159262,0.002172194614940273,0.003098786408505888,1.9999999999999993,0.010987751814413964,0.002063296051944027,0.2763671875,2.0,0.010713110786611203,0.002351125596956653,0.00019523666584192172,0.0005992767901385855,4.115043596908633e-05,4.889549809579188e-05,5.2112543413507184e-05,0.00015953584705122168,5.151774072622258e-05,11.28300902936859,-18.610220231484625,15269.4106377
112,90,99950.0,材料2,正弦波,0.039052763,-3.242841649757749,0.02764432408617269,0.02489055475390624,0.027644324086172692,7.617185723733025e-11,0.039102475,0.078105526,1.4144847556449578,1.1106351127764351,-0.0032298846960158454,-1.5005511088285342,0.002171763055955238,0.0031013554661932638,2.0000000000000013,0.0030156359827121456,0.002027320832210525,0.2880859375,2.0,0.0029727247020380912,0.0003157857661954111,0.0001635914169547952,0.00022541110238513218,2.740368079584531e-05,0.00025952915361752727,1.9748322412660397e-05,0.00010412126800223868,1.8376104655469534e-05,11.512425339928546,-37.3329723820468,3903.3236618499996
113,90,199500.0,材料2,正弦波,0.0977974945,-2.3248563208789346,0.06919599243557574,0.06229722470800783,0.06919599243557575,4.8828100270583124e-12,0.098036344,0.195594989,1.4167922237877546,1.110739567611607,-0.005291060991899477,-1.49995707457568,0.002170816487720922,0.00310630146051441,1.999999999999996,0.005437181553230147,0.0020080388392682415,0.28515625,2.0,0.005424992880429146,0.00020386821223408123,7.952497123504541e-05,0.00016888742671320825,1.9122751934579893e-05,0.00022093926863664314,7.406672226398617e-06,8.109812657396975e-05,1.3208072284789719e-05,12.203569515312056,-28.37154572495871,19510.60015275
114,50,199500.0,材料2,正弦波,0.030835,-3.4791048705386807,0.02184617309298344,0.019673447265625005,0.02184617309296379,2.929687501365827e-08,0.03086,0.06167,1.4126043892745508,1.1104395075262072,-0.0017351067649796503,-1.501833729601348,0.00217458348097173,0.0032430679422733918,1.9999999999999976,0.002033862952857702,0.003266438180743192,0.2890625,2.0,0.001744550110182534,0.000935683907376404,7.080645254134945e-05,0.00038259994431573364,9.093600525320473e-06,0.0002127514607049829,2.334017073251634e-05,0.00014195505290318035,1.4173927363524019e-05,12.203569515312056,-42.45749813867954,6151.5825
115,70,158510.0,材料2,正弦波,0.15391,-1.8713872629902744,0.10907034560695364,0.09822482421874994,0.10907034560693797,-5.8593749996142766e-08,0.15451,0.30782,1.4166086954266461,1.110415279176783,-0.008168418878053026,-1.5020492000360628,0.0021743956758201654,0.0031187057371190982,1.999999999999996,0.007493400182797827,0.0022713861170709,0.28515625,2.0,0.007379119413619319,0.0011998551834756705,5.796029954631504e-05,0.00045333977896982645,2.315587658784999e-05,0.00017159739106065286,8.825174517922113e-06,0.00014387324479797514,1.883912827826308e-05,11.973572961791938,-22.407191933182165,24396.2741
116,90,63020.0,材料2,正弦波,0.097525,-2.327646523589417,0.06910260320654986,0.06222554687500001,0.06910260320637322,1.5625000000872527e-07,0.0981,0.19505,1.4196281391422552,1.1105182144138424,-0.01201947102495436,-1.5013823340554753,0.002174113165039699,0.0031274032299410466,1.999999999999997,0.006688840134092158,0.0024233388358238656,0.2822265625,2.0,0.006606851352352174,0.0008634890410716598,0.0001312036066126214,0.00047565915256986903,5.1946895695860465e-05,0.0002512649714813464,4.673063747637623e-05,0.00018093002663848077,1.631608462332983e-05,11.051207415311266,-25.72330452171485,6146.0255
117,70,99950.0,材料2,正弦波,0.061395,-2.7904268803696612,0.043500850905381014,0.03917177734375001,0.043500850905310855,7.812500003995591e-08,0.06152,0.12279,1.414225209842735,1.1105151171375613,-0.004854673381905038,-1.5015151012406744,0.002174102549599326,0.00317615440996824,1.999999999999998,0.004281299324681849,0.002642985047500784,0.287109375,2.0,0.00416772169625316,0.0008004000592548452,0.00015392532366518028,0.0004602685891918211,4.183766109448635e-05,0.00022362552552178806,1.8257753354613933e-05,0.00017614144299263134,1.792809908708754e-05,11.512425339928546,-32.12458112678545,6136.430249999999
118,25,199500.0,材料2,正弦波,0.03105,-3.4721564706026493,0.02198594383839011,0.019795283203124972,0.0219859438379021,1.4648437499624848e-07,0.03108,0.0621,1.4136304644666002,1.1106657890562188,-0.0021656295805689424,-1.5006265095441813,0.0021733654891326693,0.0032206119162640915,1.9999999999999964,0.002067865011077217,0.0032673041683650467,0.2880859375,2.0,0.001970119233804303,0.0004335187658343642,3.1041102313667456e-05,0.00038534853468300066,5.2306654967107416e-05,0.0001966172561090857,1.0061695398780354e-05,0.00012493062838804276,1.4039726085196725e-05,12.203569515312056,-42.37270285703999,6194.475
119,25,63020.0,材料2,正弦波,0.020075052000000003,-3.9082774288662403,0.014188070606550732,0.012767116213867181,0.014188070606550725,-7.128905933861908e-11,0.020112759,0.040150104000000006,1.4175823871861617,1.1112979915652497,0.0036259715439598494,-1.496988350520302,0.0021683508375039983,0.003067613473678673,1.9999999999999993,0.0031926972448374884,0.0020757090865980974,0.2861328125,2.0,0.0026911741907227516,0.0016610705092633099,0.00012615922014331944,0.0002759470109733749,6.278120991672522e-05,0.0002667542915118814,6.835972806195625e-05,0.0001379481351485889,2.9613530248174185e-05,11.051207415311266,-43.19118450298024,1265.1297770400001
120,25,63020.0,材料2,正弦波,0.025057155999999997,-3.686595823584112,0.017681088699568207,0.015899607581054694,0.017681088699568207,3.222656289638944e-11,0.025110709,0.050114311999999994,1.4202015173767684,1.1120456029767836,-0.004156727590061166,-1.4935894177090954,0.002164983668293777,0.003035120984999255,2.0000000000000018,0.004056747641772737,0.002062421996058343,0.2841796875,2.0,0.0019523243290756299,0.0034878782312134614,0.00013586019546340064,0.0006516894442894923,9.474527154805034e-05,0.00010276653784342347,8.443873733592995e-05,0.00010199651734147248,1.0423298513339034e-05,11.051207415311266,-40.74133510284828,1579.10197112
121,25,125860.0,材料2,正弦波,0.039307757,-3.23633340044876,0.02780866971327923,0.025027734679687497,0.027808669713279232,7.812509211606311e-12,0.039348813,0.078615514,1.4149836509874514,1.111114132748448,0.0021988948620531913,-1.498163329739163,0.002170525939962439,0.0030864518675028955,2.000000000000001,0.0033058303196944598,0.0020569969754810086,0.287109375,2.0,0.003087810242742003,0.0009716476115628506,7.913837070924902e-05,0.0004531624865820905,8.456999282326979e-05,0.0004354512775263603,2.5123944328664354e-05,0.00019834321854720935,3.8505346400399906e-05,11.742925457080924,-38.00402187573101,4947.27429602
122,25,158500.0,材料2,正弦波,0.07911256450000001,-2.5368835735863704,0.05596524474660153,0.05037415589843753,0.05596524474660152,-4.296875404991756e-11,0.07929677,0.15822512900000002,1.416893115701335,1.110991216595997,0.004906105904407857,-1.498766725390052,0.0021703993088411457,0.0030889720431196495,1.9999999999999976,0.0044594790021150466,0.0020385903524654473,0.28515625,2.0,0.00427984956694118,0.0011725450571428869,2.1766134605498204e-05,0.00035847296426661846,1.0600809249202516e-05,0.00021914708265803576,1.6931956084751958e-05,0.00012829643577741293,3.343090393800724e-05,11.973509872299472,-30.37540051321077,12539.341473250002
123,25,251170.0,材料2,正弦波,0.0393090295,-3.2363010282275906,0.02779619818744471,0.02502045331054688,0.027796198187444703,3.3203128282563703e-11,0.039352783,0.078618059,1.4157613474556134,1.1109390322567725,0.002366375020008075,-1.4988471085881965,0.0021694452674152083,0.00308366809208556,2.0000000000000004,0.0026815186025122045,0.00199570037227522,0.2861328125,2.0,0.0025731895962220097,0.000701615163261015,2.8330276452008195e-05,0.00015332506117385878,2.3258717621775592e-05,0.00021753891933495105,9.506195304224892e-06,6.830078628253342e-05,6.541155969551815e-06,12.433885279692646,-40.23979571553321,9873.248939515
124,25,316230.0,材料2,正弦波,0.077822118,-2.5533295951422796,0.05508734728591863,0.0495920998984375,0.05508734728591864,5.859408559749386e-12,0.078005928,0.155644236,1.4160407397206398,1.1108089272028239,0.0050231868058494495,-1.4998932472544926,0.002171809184683315,0.0031003139750064375,1.999999999999999,0.005627585590459191,0.0020152200501317163,0.28515625,2.0,0.005606086990416898,2.6155413664492606e-05,5.245145592117008e-05,0.0004069553283618101,3.291077499191165e-05,0.0002003382512387178,1.1168625755874821e-05,0.00017585393682207086,1.3872791031169073e-05,12.664225075917345,-32.33594068588274,24609.68837514
125,50,125860.0,材料2,正弦波,0.024572306,-3.7061352425592338,0.017387329507110385,0.015649714651367195,0.017387329507110392,2.4414066307268108e-11,0.024579734,0.049144612,1.4136578012137142,1.1110317276993538,-0.0007398964506715891,-1.499160051857089,0.0021709129095482493,0.003070468844071859,1.9999999999999976,0.0017817088561441078,0.002029171377247212,0.2890625,2.0,0.0015628947831882103,0.0004610183694776469,0.00011223308832002016,0.0006981635353348768,3.5474890317640155e-05,3.5299912280192865e-05,2.0849710549525833e-05,0.0001175669015621232,5.0185467433270626e-05,11.742925457080924,-43.52086988723361,3092.67043316
126,70,158510.0,材料2,正弦波,0.019389828999999997,-3.9430066287453194,0.013731266052608236,0.012362219612304671,0.013731266052608243,4.0039060073351635e-11,0.019397537,0.038779657999999995,1.4126546616810665,1.1107443875969403,0.0009087050440226032,-1.5007418356314857,0.002172655610598531,0.0030755557462626413,1.999999999999999,0.0012062974605091406,0.0020235690231061054,0.2890625,2.0,0.0008884486179708968,0.00037873293764097675,6.359727173897801e-05,0.0007056111476662898,2.5111798933945677e-05,3.648762969843395e-05,3.263639342245251e-05,0.00012240532881908225,4.931658395529344e-05,11.973572961791938,-47.21187755811134,3073.4817947899996
127,70,158500.0,材料2,正弦波,0.0309461555,-3.4755065040452284,0.021941761442185247,0.019762253498046847,0.021941761442185244,2.7343745930013706e-11,0.030969186,0.061892311,1.4114266113776361,1.1102864075877685,0.001570259857620293,-1.502655305530733,0.0021753275554040807,0.00310746192689428,1.9999999999999993,0.002342341456991913,0.0020483013031361514,0.2900390625,2.0,0.0018115656829274646,0.0013386916388844524,1.1766435299305723e-05,0.00046588899757665607,4.930130086473061e-05,0.00040150733015143224,2.2274844795295422e-05,0.00017332738560113767,3.646451368805405e-05,11.973509872299472,-41.61401143742657,4904.96564675
128,70,251170.0,材料2,正弦波,0.0195202005,-3.936305426533549,0.013841213692485399,0.012466847217773436,0.013841213692485395,6.152343677982603e-11,0.01953083,0.039040401,1.4110633961676047,1.1102417035120626,-0.0009322911439677657,-1.502875161595433,0.002175448541478835,0.00309896919347729,1.9999999999999982,0.002079607032865382,0.00203181016556887,0.2900390625,2.0,0.001357601286439238,0.0014477248661093818,5.5629467230063435e-05,0.00044125697537417526,3.2159094569048435e-05,0.000406259501454828,1.1221018377894926e-05,0.00014679969467348912,1.4746620429746567e-05,12.433885279692646,-48.94357009934978,4902.888759585
129,90,50020.0,材料2,正弦波,0.154312693,-1.868774261168732,0.10926235188250187,0.09835441938183587,0.10926235188250193,-1.0742205451444269e-11,0.155251138,0.308625386,1.420902399821609,1.1109043454195866,-0.01410039223014661,-1.4996272720088542,0.0021726362146327564,0.0031052857071193762,2.0000000000000013,0.009129894191986232,0.002079793111254347,0.2802734375,2.0,0.008643040028879254,0.002836860672473675,0.00018079310761908232,0.0006983202756498656,0.0001653418828513632,0.00012494881872572526,9.201315640741949e-05,0.0001754678742041354,5.005641342706443e-05,10.82017820443161,-20.220470529700698,7718.72090386
130,90,79460.0,材料2,正弦波,0.1560220115,-1.8577581823272038,0.11054291976789157,0.09954685259667971,0.1105429197678917,-6.835938797444471e-12,0.157207153,0.312044023,1.4221367893130552,1.1104612238798057,0.0161347943325476,-1.5014976095843906,0.002173980117277698,0.00311788378654508,1.9999999999999987,0.009229935732494103,0.002071645879770295,0.2802734375,2.0,0.009116176127025671,0.00136699438685871,7.902472443729717e-05,0.00035321790721531813,3.426818115348731e-05,0.00023753650757514584,1.8590081639010026e-05,0.00016973739105968747,2.4712801052303862e-05,11.28300902936859,-20.961102345581217,12397.50903379
131,90,99950.0,材料2,正弦波,0.152735879,-1.8790451303756002,0.10817451155388351,0.09738955912402347,0.10817451155388344,8.789065341404528e-12,0.153619665,0.305471758,1.4201096246547829,1.110740335276861,0.012565032481025482,-1.500623342578211,0.0021732194110835783,0.0031248355208012392,1.9999999999999996,0.010016449438903676,0.0020552764149394777,0.2822265625,2.0,0.009962149998165307,0.0007717090517508615,4.76760225136081e-05,0.0006729225835449267,5.3611026536151666e-05,4.607831140104176e-05,5.204624340918124e-05,0.0001523540935070425,5.7237879396438726e-05,11.512425339928546,-21.632366773805398,15265.951106049999
132,25,50020.0,材料2,正弦波,0.0648,-2.7364496756239083,0.04565968221292343,0.04104448242187504,0.045659682212797065,-1.0742187499491004e-07,0.06497,0.1296,1.4229183570973478,1.1124438540511032,-0.006920504743903276,-1.490858391696516,0.0021624036955656387,0.0030864197530864213,2.0000000000000004,0.0075425853865961475,0.0026577232531750034,0.2802734375,2.0,0.004226105301048778,0.006207329040722627,0.00023439822998436906,0.000600037145998524,0.00016311037759174832,0.0002209531878848133,6.323281544414914e-05,6.674612681966867e-05,2.878595205710463e-05,10.82017820443161,-29.60887313770976,3241.296
133,25,79470.0,材料2,正弦波,0.025189999999999997,-3.6813081886176184,0.017774813202253346,0.015989042968750006,0.017774813201566604,-1.5624999999391533e-07,0.02524,0.050379999999999994,1.419986793267694,1.1116871245510793,-0.0044825245466463375,-1.4946573424847767,0.0021664054191638934,0.00317586343787218,1.999999999999999,0.0035221419181252285,0.003569722100506577,0.283203125,2.0,0.0021938556684964,0.0027455727840481775,7.072039598106615e-05,1.7866632749417418e-05,1.904123519378918e-05,0.00019776926555234166,2.1616308132275494e-05,9.140102524564793e-05,2.634066273756755e-05,11.283134870934225,-41.53669679364716,2001.8492999999999
134,25,158500.0,材料2,正弦波,0.019534999999999997,-3.9355475504751034,0.013816056301229736,0.012433906250000001,0.013816056300732734,1.1718749999786409e-07,0.01954,0.039069999999999994,1.4142964948876755,1.1111597613364452,0.0008547081731843363,-1.4984090743860023,0.0021723157567521286,0.0030714102892244774,2.0,0.0014741046903382373,0.004039073353834709,0.2880859375,2.0,0.0010144451651441758,0.0008287876985680917,7.956316963819781e-05,0.0006560646512730259,3.1340517032423956e-05,1.1940415544221485e-05,4.18139624545505e-05,0.00011772005180330122,5.928112261232947e-05,11.973509872299472,-47.122317448517656,3096.2974999999997
135,50,50020.0,材料2,正弦波,0.05031,-2.98955141447891,0.035583562054361056,0.03202265625,0.03558356205427528,-7.81249999797612e-08,0.0504,0.10062,1.416384338448294,1.1111995762175741,0.00540530213094149,-1.4975722064479928,0.0021704331923833196,0.0030808984297356515,2.0000000000000018,0.004605897727212242,0.0028205773507296375,0.287109375,2.0,0.003916893652104584,0.0023314881007251804,0.00032048421837367413,0.00036708548103237784,0.00015820623743683648,0.00035753384505079095,9.458849531250763e-05,0.0001916735012878793,1.9848545162615033e-05,10.82017820443161,-32.34747905597239,2516.5062
136,25,125900.0,材料2,三角波,0.0388655855,-3.247646111444949,0.02250285049704439,0.019469314121093755,0.0225028504970444,-7.226564321044038e-11,0.039463592,0.077731171,1.7537152462166203,1.1558111578601524,0.02222029769588902,-1.1925889736488953,0.0032358854204325204,0.010139008455179427,2.0000000000000004,0.6158757211880461,0.008310558141317148,0.0908203125,2.0,0.47815964338173955,0.2921940919824212,0.19320561467340464,0.12977836816342428,0.08539193953354526,0.053122563358791196,0.029356457999696352,0.011924939305834334,0.00049166775104566,11.743243220032438,-38.13789817929061,4893.17721445
137,25,158760.0,材料2,三角波,0.019810161,-3.9215602910962226,0.011452928364736891,0.0099065302392578,0.01145292836473691,8.886718815117938e-11,0.020226575,0.039620322,1.766061426025925,1.1560988649033739,0.02924593459800443,-1.1895416959925198,0.003223958246140291,0.010178867299463155,2.0000000000000013,0.615489132939531,0.008418224079723107,0.0849609375,2.0,0.47836422730193373,0.2923153950087622,0.19281372281805875,0.1290135906844264,0.08436063142491741,0.05194572386454299,0.028150788149843252,0.010721937600174763,0.001452300079693907,11.975148906897001,-46.96126843325162,3145.06116036
138,25,199170.0,材料2,三角波,0.194022072,-1.6397833531946118,0.11303964401215531,0.09786921007812507,0.11303964401215531,4.492190574059175e-11,0.19595787,0.388044144,1.733532263945633,1.1550072175091664,0.01174336765997413,-1.1984541301247047,0.002448548759382588,0.005206332916597266,1.9999999999999998,0.45322560805889894,0.005960105074579585,0.099609375,2.0,0.4068670391945761,0.18196892846055773,0.06441130826822755,0.0014483700125646074,0.026854204998576214,0.03272099694200816,0.025494981124477765,0.012913023572284205,0.0007118121213639208,12.201914010381314,-20.008495471335383,38643.37608024
139,25,396810.0,材料2,三角波,0.038340457,-3.261249621769532,0.02245999783220067,0.01945524288671878,0.022459997832200675,4.492186872864009e-11,0.038768805,0.076680914,1.7261268362376048,1.1544444838328438,0.007340763453915474,-1.203037593010638,0.0024517457047747273,0.005269264265681484,2.0,0.4522543728106005,0.005574635845586185,0.1025390625,2.0,0.40586195492627253,0.18190198828643594,0.06476456098097114,0.001971516277393564,0.026239165569801794,0.032167590002559046,0.025162152855754148,0.012889856692480862,0.0009448245466983011,12.891212855688202,-42.04146304976368,15213.876742170001
140,25,396810.0,材料2,三角波,0.0761165955,-2.5754889629879263,0.04463772073173646,0.03866488920605468,0.04463772073173648,-1.4648470262300373e-11,0.07706046,0.152233191,1.726352930587956,1.1544768819548685,0.008756050027137589,-1.2030652226103222,0.00245431430696238,0.00530069030741129,2.000000000000003,0.45343983570672636,0.005493705056056011,0.103515625,2.0,0.40668675224918205,0.18278291416017647,0.06561353146081485,0.002713050099457086,0.025732086632005602,0.03196357382560526,0.02518283589972004,0.013104419318540391,0.001330009961286486,12.891212855688202,-33.20117642935303,30203.826260355
141,25,79500.0,材料2,三角波,0.243384312,-1.4131135540802944,0.14107749437198946,0.12215473390917962,0.1410774943719896,8.789121177816411e-12,0.244131818,0.486768624,1.7304802519123255,1.1549081223235986,0.002959288153915645,-1.1983287494036543,0.0021332223086697522,0.003409667176904985,1.9999999999999991,0.30687752579629446,0.0058698901965890515,0.1015625,2.0,0.29469549793804456,0.042707391701288976,0.04558964579207461,0.04962105501949667,0.020285122598759125,0.007869370336657258,0.01839223169387267,0.01233311270488277,8.903183632685795e-06,11.283512300642423,-15.944884169669534,19349.052804
142,25,125890.0,材料2,三角波,0.0304389065,-3.492033669761367,0.017650262701611727,0.015275812940429703,0.01765026270161173,2.246093429994554e-11,0.030652659,0.060877813,1.7366687124266407,1.1554385203878539,0.010704710294529664,-1.1946801363715227,0.002135721385711375,0.003482795940780611,2.0,0.3092821938689692,0.0054107607128728065,0.099609375,2.0,0.2969590383967017,0.043634872467341844,0.045527534309363744,0.05005712943393588,0.020720310538644204,0.007554042503458357,0.018497390403116126,0.012638490208663275,0.00022486166842118556,11.743163788760304,-41.007523339873444,3831.953939285
