样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁芯损耗_w每m3,五折预测磁芯损耗_w每m3,相对误差_percent,绝对百分比误差
610,70,89080.0,材料1,正弦波,26992.30288,25458.503508220565,-5.682358332292966,5.682358332292966
611,70,89080.0,材料1,正弦波,52190.9005,53665.928694341164,2.8262171761936945,2.8262171761936945
612,70,89080.0,材料1,正弦波,71823.63711,68765.65622308978,-4.257624662235951,4.257624662235951
613,70,89080.0,材料1,正弦波,133595.5401,138560.99878758204,3.7167847698098595,3.7167847698098595
614,70,89090.0,材料1,正弦波,251993.1817,272516.44715545955,8.144373318756173,8.144373318756173
615,70,89080.0,材料1,正弦波,343065.9261,338661.65171262034,-1.2837982592581474,1.2837982592581474
616,70,89090.0,材料1,正弦波,614025.9364,612295.9728004787,-0.28174112801553597,0.28174112801553597
617,70,99960.0,材料1,正弦波,889.111964,901.8130958569252,1.428518833531888,1.428518833531888
618,70,99950.0,材料1,正弦波,1232.242331,1088.9582666877495,-11.627912846978019,11.627912846978019
619,70,99950.0,材料1,正弦波,2184.525096,2043.299597047064,-6.464814673520045,6.464814673520045
620,70,99950.0,材料1,正弦波,3956.657481,3283.78707251536,-17.006031270479852,17.006031270479852
621,70,99950.0,材料1,正弦波,5307.631418,5754.470267065863,8.41879953363903,8.41879953363903
622,70,99950.0,材料1,正弦波,6953.236194,6564.4021622836335,-5.5921303529411865,5.5921303529411865
623,70,99950.0,材料1,正弦波,12624.537,12136.273221810801,-3.86757770355617,3.86757770355617
624,70,99950.0,材料1,正弦波,23246.27222,23811.347401667015,2.430820633601856,2.430820633601856
625,70,99950.0,材料1,正弦波,31824.85785,31938.22672312167,0.356227429690367,0.356227429690367
626,70,99950.0,材料1,正弦波,44519.72675,43068.75597168943,-3.2591637106365874,3.2591637106365874
627,70,99950.0,材料1,正弦波,61359.14384,59360.35760076385,-3.2575197666515376,3.2575197666515376
628,70,99950.0,材料1,正弦波,113538.8022,120701.65790080077,6.308729317210256,6.308729317210256
629,70,99950.0,材料1,正弦波,540557.6199,556629.5921624746,2.9732209242463017,2.9732209242463017
630,70,99950.0,材料1,正弦波,709895.3756,624805.0572034686,-11.986318170422434,11.986318170422434
631,70,112160.0,材料1,正弦波,779.0517616,857.8651263610835,10.116576156533982,10.116576156533982
632,70,112160.0,材料1,正弦波,1082.936759,1065.3447528210256,-1.6244721617187545,1.6244721617187545
633,70,112160.0,材料1,正弦波,1425.887502,1469.4627009562382,3.0560053927899693,3.0560053927899693
634,70,112160.0,材料1,正弦波,1940.259974,1925.6239384336313,-0.7543337368443142,0.7543337368443142
635,70,112160.0,材料1,正弦波,3429.795709,3442.488560747154,0.3700760285473387,0.3700760285473387
636,70,112160.0,材料1,正弦波,6122.652855,6308.566917487178,3.03649523972853,3.03649523972853
637,70,112160.0,材料1,正弦波,11109.72416,11609.204896456642,4.495887830005694,4.495887830005694
638,70,112160.0,材料1,正弦波,15162.63384,17198.910226290696,13.42956908264096,13.42956908264096
639,70,112170.0,材料1,正弦波,20655.39012,19583.952539584418,-5.187205732697062,5.187205732697062
640,70,112160.0,材料1,正弦波,27437.91214,28735.15161440829,4.727908843024266,4.727908843024266
641,70,112160.0,材料1,正弦波,38275.28831,38203.37313043608,-0.18788932164656594,0.18788932164656594
642,70,112160.0,材料1,正弦波,52867.36624,58098.54051118968,9.89490236272016,9.89490236272016
643,70,112160.0,材料1,正弦波,74679.12924,72408.87784415764,-3.04000785620616,3.04000785620616
644,70,112160.0,材料1,正弦波,98749.56836,98454.3498944169,-0.2989567149365795,0.2989567149365795
645,70,112160.0,材料1,正弦波,137326.7257,140671.2123720684,2.4354230067165963,2.4354230067165963
646,70,112160.0,材料1,正弦波,186976.6489,197118.65647613897,5.424210796270708,5.424210796270708
647,70,112160.0,材料1,正弦波,259966.3607,260432.97665973872,0.1794908997003667,0.1794908997003667
648,70,112160.0,材料1,正弦波,841850.3717,788486.5492704692,-6.338872586320768,6.338872586320768
649,70,125850.0,材料1,正弦波,727.9912483,799.0585277597254,9.76210629257991,9.76210629257991
650,70,125860.0,材料1,正弦波,720.7782272,726.209285384244,0.7534992011817641,0.7534992011817641
651,70,125860.0,材料1,正弦波,988.688982,991.0332940926627,0.23711320095025357,0.23711320095025357
652,70,125860.0,材料1,正弦波,1318.546035,1417.1780125204477,7.480359039602866,7.480359039602866
653,70,125860.0,材料1,正弦波,3182.501773,3223.2036346251352,1.2789265970075951,1.2789265970075951
654,70,125860.0,材料1,正弦波,4235.971426,4401.752277810293,3.913644242091564,3.913644242091564
655,70,125860.0,材料1,正弦波,5461.073831,5999.433260921898,9.85812399872494,9.85812399872494
656,70,125860.0,材料1,正弦波,7458.482682,8029.095946306495,7.650527441507503,7.650527441507503
657,70,125850.0,材料1,正弦波,9835.249573,9711.306531792112,-1.2601921312514446,1.2601921312514446
658,70,125860.0,材料1,正弦波,13517.14557,14057.133965738178,3.99484042649233,3.99484042649233
659,70,125850.0,材料1,正弦波,18744.33817,20653.356139449716,10.184504526839298,10.184504526839298
660,70,125860.0,材料1,正弦波,46934.43446,46891.86822173503,-0.09069298214564654,0.09069298214564654
661,70,125860.0,材料1,正弦波,66263.00214,64898.51654426322,-2.059196763910426,2.059196763910426
662,70,125860.0,材料1,正弦波,88778.25308,89282.07038203861,0.567500806289369,0.567500806289369
663,70,125860.0,材料1,正弦波,121961.4394,125509.51192835663,2.909175675370578,2.909175675370578
664,70,125860.0,材料1,正弦波,166252.852,163105.93905214727,-1.892847497047898,1.892847497047898
665,70,125850.0,材料1,正弦波,229363.5866,234916.9763917531,2.4212168435602432,2.4212168435602432
666,70,125860.0,材料1,正弦波,565501.9261,549900.5471185979,-2.7588551446672325,2.7588551446672325
667,70,125860.0,材料1,正弦波,767746.9313,813258.4966141387,5.927938420681858,5.927938420681858
668,70,141250.0,材料1,正弦波,684.4961366,715.1564398928259,4.479251474686251,4.479251474686251
669,70,141270.0,材料1,正弦波,1223.104389,1328.6527510324863,8.62954650328593,8.62954650328593
670,70,141260.0,材料1,正弦波,1651.460177,1731.060445205597,4.819993198394703,4.819993198394703
671,70,141260.0,材料1,正弦波,2196.263153,2274.1679670777726,3.5471529889921487,3.5471529889921487
672,70,141260.0,材料1,正弦波,16871.50322,17436.17702177227,3.346908656621001,3.346908656621001
673,70,141260.0,材料1,正弦波,22861.11287,23530.556222886695,2.9283060570738253,2.9283060570738253
674,70,141260.0,材料1,正弦波,31500.34493,30781.262464796062,-2.282776480073094,2.282776480073094
675,70,141260.0,材料1,正弦波,41795.51008,42690.2348232233,2.140719760353976,2.140719760353976
676,70,141260.0,材料1,正弦波,59257.32724,59952.61466790161,1.173335788645351,1.173335788645351
677,70,141260.0,材料1,正弦波,107555.0609,105117.49379678475,-2.266343473582884,2.266343473582884
678,70,141260.0,材料1,正弦波,279113.5712,318282.6948083948,14.0333998952448,14.0333998952448
679,70,141260.0,材料1,正弦波,383578.0985,385628.2804660765,0.5344887974818741,0.5344887974818741
680,70,141260.0,材料1,正弦波,681198.4228,668947.8449639237,-1.7983861127748142,1.7983861127748142
681,70,158510.0,材料1,正弦波,684.0462375,728.6114948343258,6.514948097251364,6.514948097251364
682,70,158500.0,材料1,正弦波,922.4199793,1002.5197368506114,8.683653796332221,8.683653796332221
683,70,158500.0,材料1,正弦波,1607.580943,1720.2561012410415,7.008988177651069,7.008988177651069
684,70,158500.0,材料1,正弦波,2862.749609,3034.2390260148536,5.990374305727611,5.990374305727611
685,70,158500.0,材料1,正弦波,3828.618031,4098.649882609918,7.0529849001256455,7.0529849001256455
686,70,158500.0,材料1,正弦波,4951.620441,5561.800137607001,12.322828534163097,12.322828534163097
687,70,158500.0,材料1,正弦波,6456.609337,7089.992167927164,9.809836678479591,9.809836678479591
688,70,158500.0,材料1,正弦波,8635.440552,8953.129226454223,3.6788936539044865,3.6788936539044865
689,70,158500.0,材料1,正弦波,11710.85379,12801.991692942293,9.317321542123816,9.317321542123816
690,70,158500.0,材料1,正弦波,21146.58386,22038.95291007559,4.219920607429928,4.219920607429928
691,70,158500.0,材料1,正弦波,29086.50004,28913.768279093878,-0.5938554335123816,0.5938554335123816
692,70,158500.0,材料1,正弦波,39467.02966,39598.74820715757,0.3337432492191564,0.3337432492191564
693,70,158500.0,材料1,正弦波,54462.48862,61445.74818038132,12.822145548848269,12.822145548848269
694,70,158500.0,材料1,正弦波,71864.2914,69218.2984046842,-3.6819301265882918,3.6819301265882918
695,70,158500.0,材料1,正弦波,134018.8582,130152.63616391459,-2.884834334520093,2.884834334520093
696,70,158500.0,材料1,正弦波,183163.2986,173811.11850763139,-5.105924693348269,5.105924693348269
697,70,158500.0,材料1,正弦波,248601.6049,240932.30285285955,-3.084976885095105,3.084976885095105
698,70,158500.0,材料1,正弦波,343043.1415,330840.7627495208,-3.5570974242839357,3.5570974242839357
699,70,158510.0,材料1,正弦波,458087.4588,440035.700240095,-3.940679495394439,3.940679495394439
700,70,177820.0,材料1,正弦波,972.3431556,1073.098830929883,10.362151957321078,10.362151957321078
701,70,177820.0,材料1,正弦波,1240.280021,1289.951498223253,4.004859901170098,4.004859901170098
702,70,177820.0,材料1,正弦波,1621.650775,1681.4136888611388,3.6853134338457494,3.6853134338457494
703,70,177820.0,材料1,正弦波,2160.40164,2303.842140396108,6.639529323635758,6.639529323635758
704,70,177820.0,材料1,正弦波,2872.931727,2887.256173127538,0.49860029714301896,0.49860029714301896
705,70,177820.0,材料1,正弦波,3816.746169,3996.2489293956173,4.703031127758953,4.703031127758953
706,70,177820.0,材料1,正弦波,4882.887341,5004.916375162767,2.4991163146060993,2.4991163146060993
707,70,177820.0,材料1,正弦波,6331.884828,6475.042578759334,2.2609026324402026,2.2609026324402026
708,70,177820.0,材料1,正弦波,27276.82978,26834.77287698978,-1.6206315271078384,1.6206315271078384
709,70,177820.0,材料1,正弦波,36943.64862,36351.31351444691,-1.6033476055540925,1.6033476055540925
710,70,177820.0,材料1,正弦波,51429.63675,51555.988393928325,0.24567866295172047,0.24567866295172047
711,70,177820.0,材料1,正弦波,66137.61872,66489.13664590864,0.5314946814109359,0.5314946814109359
712,70,177820.0,材料1,正弦波,122500.5024,122693.58672693247,0.1576192122886091,0.1576192122886091
713,70,177820.0,材料1,正弦波,168565.1232,169771.8545157441,0.7158843376588292,0.7158843376588292
714,70,177820.0,材料1,正弦波,227136.5654,221334.44683230107,-2.554462579585579,2.554462579585579
715,70,177820.0,材料1,正弦波,311926.6097,285673.7084842059,-8.416371158922031,8.416371158922031
716,70,177820.0,材料1,正弦波,414834.4707,453007.5152827004,9.201994356516819,9.201994356516819
717,70,177820.0,材料1,正弦波,555290.0615,534773.2248948572,-3.694796292539589,3.694796292539589
718,70,199500.0,材料1,正弦波,1126.803697,1212.5465174713247,7.60938402133452,7.60938402133452
719,70,199500.0,材料1,正弦波,1030.126905,1067.7725858711065,3.654470210260781,3.654470210260781
720,70,199500.0,材料1,正弦波,1723.710939,1762.465831607339,2.2483405848675706,2.2483405848675706
721,70,199500.0,材料1,正弦波,2954.399924,2931.7782143179893,-0.7656955816388836,0.7656955816388836
722,70,199500.0,材料1,正弦波,3901.908918,3949.313028010536,1.2148953501158066,1.2148953501158066
723,70,199500.0,材料1,正弦波,5014.948484,5030.113367255794,0.3023935999378224,0.3023935999378224
724,70,199500.0,材料1,正弦波,6523.680412,6548.849919843803,0.3858176099108905,0.3858176099108905
725,70,199500.0,材料1,正弦波,8532.40745,8697.699302741192,1.9372240919084467,1.9372240919084467
726,70,199500.0,材料1,正弦波,11297.51022,12075.014575119501,6.882085875373532,6.882085875373532
727,70,199500.0,材料1,正弦波,14787.63776,14784.155444364531,-0.02354882971834911,0.02354882971834911
728,70,199500.0,材料1,正弦波,19695.67725,21073.732553626418,6.9967398741082505,6.9967398741082505
729,70,199500.0,材料1,正弦波,35576.34905,35760.1636407055,0.5166763752153496,0.5166763752153496
730,70,199500.0,材料1,正弦波,85105.42578,82963.37097624489,-2.5169427026807827,2.5169427026807827
731,70,199500.0,材料1,正弦波,112803.502,110848.99253620853,-1.7326673632804939,1.7326673632804939
732,70,199500.0,材料1,正弦波,210884.5447,200929.5037516804,-4.720611917047517,4.720611917047517
733,70,199500.0,材料1,正弦波,289045.561,290239.37477626436,0.4130192389511821,0.4130192389511821
734,70,199500.0,材料1,正弦波,377745.0985,372618.4098480946,-1.3571820447871132,1.3571820447871132
735,70,199500.0,材料1,正弦波,510097.3827,513332.51703300537,0.6342189634225209,0.6342189634225209
736,70,223850.0,材料1,正弦波,1627.797108,1521.674081416382,-6.51942591997884,6.51942591997884
737,70,223850.0,材料1,正弦波,1429.962384,1381.7531646995835,-3.3713627602959666,3.3713627602959666
738,70,223860.0,材料1,正弦波,1814.406296,1768.0070620870806,-2.5572681276079248,2.5572681276079248
739,70,223850.0,材料1,正弦波,2341.428255,2155.7579479164215,-7.92978843947445,7.92978843947445
740,70,223850.0,材料1,正弦波,4050.751571,4029.746248551716,-0.5185537073827134,0.5185537073827134
741,70,223850.0,材料1,正弦波,5180.006426,5035.678253916001,-2.786254691877841,2.786254691877841
742,70,223850.0,材料1,正弦波,6718.09878,6560.135503846739,-2.3513092219412286,2.3513092219412286
743,70,223850.0,材料1,正弦波,8650.154327,8608.470465559209,-0.48188575446200343,0.48188575446200343
744,70,223860.0,材料1,正弦波,15028.79165,14953.652813243965,-0.49996592211745733,0.49996592211745733
745,70,223850.0,材料1,正弦波,19653.1025,21964.438263111217,11.760666098959264,11.760666098959264
746,70,223850.0,材料1,正弦波,34840.65302,35400.06276210034,1.6056235851240048,1.6056235851240048
747,70,223860.0,材料1,正弦波,47695.16791,49243.38279643433,3.2460623460971747,3.2460623460971747
748,70,223850.0,材料1,正弦波,61750.05456,60758.79698036264,-1.6052740142507766,1.6052740142507766
749,70,223850.0,材料1,正弦波,82271.43987,79448.3786313921,-3.4313988463903384,3.4313988463903384
750,70,223850.0,材料1,正弦波,108493.6133,110357.69484587999,1.7181486441285219,1.7181486441285219
751,70,223850.0,材料1,正弦波,147133.9964,138943.03871807997,-5.567005506770854,5.567005506770854
752,70,223850.0,材料1,正弦波,197240.3054,196346.09881611934,-0.45335895321559044,0.45335895321559044
753,70,223850.0,材料1,正弦波,268764.7929,257014.48440229893,-4.371967165384285,4.371967165384285
754,70,223850.0,材料1,正弦波,350464.588,355007.47255537426,1.2962463857758642,1.2962463857758642
755,70,223850.0,材料1,正弦波,470806.2125,476510.0749282171,1.2115095928597326,1.2115095928597326
756,70,251170.0,材料1,正弦波,2323.752022,2221.9150832507626,-4.382435723997298,4.382435723997298
757,70,251170.0,材料1,正弦波,2008.202927,1827.2658950242967,-9.009897831689763,9.009897831689763
758,70,251170.0,材料1,正弦波,2555.563955,2363.3342263016325,-7.522008139231545,7.522008139231545
759,70,251170.0,材料1,正弦波,3297.341904,3019.298078140271,-8.432362610696641,8.432362610696641
760,70,251170.0,材料1,正弦波,4304.419927,4125.030676296446,-4.167559247142997,4.167559247142997
761,70,251170.0,材料1,正弦波,6931.464415,6530.216235961128,-5.788793752883632,5.788793752883632
762,70,251170.0,材料1,正弦波,9096.516792,8589.740425890977,-5.571103508045093,5.571103508045093
763,70,251170.0,材料1,正弦波,11581.25487,11336.715374810445,-2.111511213029335,2.111511213029335
764,70,251170.0,材料1,正弦波,34570.51095,33636.486265423824,-2.7017960073748326,2.7017960073748326
765,70,251170.0,材料1,正弦波,59800.53034,58210.4118296054,-2.6590374723332215,2.6590374723332215
766,70,251170.0,材料1,正弦波,79473.0787,81812.32511216444,2.943445063950246,2.943445063950246
767,70,251170.0,材料1,正弦波,105156.1819,103560.9094070936,-1.5170506042368954,1.5170506042368954
768,70,251170.0,材料1,正弦波,140342.3796,141007.75277134523,0.47410708956316117,0.47410708956316117
769,70,251170.0,材料1,正弦波,185278.196,180272.37454438533,-2.701786591021574,2.701786591021574
770,70,251170.0,材料1,正弦波,253345.1944,258222.99346728044,1.925356855034322,1.925356855034322
771,70,251170.0,材料1,正弦波,330637.0618,343489.9607690703,3.887313448498073,3.887313448498073
772,70,251170.0,材料1,正弦波,440869.5115,468678.373203301,6.307730740709423,6.307730740709423
773,70,281850.0,材料1,正弦波,3219.780591,2910.5604242039512,-9.603765165253428,9.603765165253428
774,70,281860.0,材料1,正弦波,2799.945547,2639.247388896285,-5.739331547925809,5.739331547925809
775,70,281850.0,材料1,正弦波,3533.266046,3188.8383899927367,-9.748138168004331,9.748138168004331
776,70,281860.0,材料1,正弦波,4525.315676,4476.92783545822,-1.0692699472526246,1.0692699472526246
777,70,281850.0,材料1,正弦波,5719.052101,5409.702088081492,-5.409113388990064,5.409113388990064
778,70,281850.0,材料1,正弦波,7287.02014,6938.046252313045,-4.788979321895413,4.788979321895413
779,70,281850.0,材料1,正弦波,12101.52375,11806.322093167457,-2.439375924313196,2.439375924313196
780,70,281850.0,材料1,正弦波,15791.35772,14786.55260695212,-6.363006467615374,6.363006467615374
781,70,281850.0,材料1,正弦波,20371.23037,22638.340004232872,11.128977450333899,11.128977450333899
782,70,281850.0,材料1,正弦波,34609.2452,34043.43214462108,-1.634861009274239,1.634861009274239
783,70,281850.0,材料1,正弦波,46219.68547,46877.772884763675,1.4238249526618398,1.4238249526618398
784,70,281850.0,材料1,正弦波,179740.9994,195268.6530682283,8.638904712926784,8.638904712926784
785,70,281850.0,材料1,正弦波,241162.5021,251288.22671447587,4.198714363262469,4.198714363262469
786,70,281850.0,材料1,正弦波,420112.7655,416490.53631496796,-0.862204027702181,0.862204027702181
787,70,316230.0,材料1,正弦波,4393.820239,4293.142305123817,-2.2913530458655296,2.2913530458655296
788,70,316230.0,材料1,正弦波,4786.864817,4508.297495475432,-5.81941066176066,5.81941066176066
789,70,316230.0,材料1,正弦波,5981.65421,5551.89002436025,-7.184704607653164,7.184704607653164
790,70,316230.0,材料1,正弦波,7610.313356,7035.645755245194,-7.551168708470272,7.551168708470272
791,70,316230.0,材料1,正弦波,9830.333671,9309.805470005633,-5.295122408000789,5.295122408000789
792,70,316230.0,材料1,正弦波,16134.65181,14835.494271731375,-8.051971332058292,8.051971332058292
793,90,50020.0,材料1,正弦波,1062.695125,1242.9875786262353,16.965585837822992,16.965585837822992
794,90,50020.0,材料1,正弦波,1475.28012,1563.961333726516,6.0111440887928484,6.0111440887928484
795,90,50020.0,材料1,正弦波,2047.879223,2506.922072693426,22.415523559097412,22.415523559097412
796,90,50030.0,材料1,正弦波,2664.462294,2766.0749111312066,3.813625636963383,3.813625636963383
797,90,50020.0,材料1,正弦波,3775.700632,4092.4538827598326,8.389257561239631,8.389257561239631
798,90,50020.0,材料1,正弦波,6953.502338,5394.450791203044,-22.421097614031694,22.421097614031694
799,90,50030.0,材料1,正弦波,9677.926484,11042.244771025982,14.097216891258032,14.097216891258032
800,90,50030.0,材料1,正弦波,12996.57952,13092.416631854137,0.7374025735514304,0.7374025735514304
801,90,50020.0,材料1,正弦波,18803.34877,24150.142838789983,28.435328909713046,28.435328909713046
802,90,50020.0,材料1,正弦波,26489.10316,28349.783898048634,7.0243251604620776,7.0243251604620776
803,90,50020.0,材料1,正弦波,37235.20346,41211.46798642396,10.678777492636701,10.678777492636701
804,90,50020.0,材料1,正弦波,53611.4298,51482.88142933627,-3.970325691003547,3.970325691003547
805,90,50020.0,材料1,正弦波,75783.08167,80550.66639508701,6.291093763971784,6.291093763971784
806,90,50020.0,材料1,正弦波,108977.8928,118369.70051927443,8.618085262953832,8.618085262953832
807,90,50020.0,材料1,正弦波,149950.2672,148398.77573940312,-1.0346706875337137,1.0346706875337137
808,90,50020.0,材料1,正弦波,262700.1729,257905.54710713206,-1.8251323323997477,1.8251323323997477
809,90,56320.0,材料1,正弦波,749.1535014,861.6625592173498,15.018158175473461,15.018158175473461
810,90,56320.0,材料1,正弦波,963.8096224,1236.9522042265787,28.339889484234593,28.339889484234593
811,90,56320.0,材料1,正弦波,1313.72777,1336.597001929833,1.7407892603071753,1.7407892603071753
812,90,56310.0,材料1,正弦波,1807.253409,1660.572825694717,-8.116215610651139,8.116215610651139
813,90,56320.0,材料1,正弦波,3308.226246,3321.264541546813,0.3941174084625349,0.3941174084625349
814,90,56320.0,材料1,正弦波,6173.265396,6459.9538508809765,4.644032557983624,4.644032557983624
815,90,56320.0,材料1,正弦波,8325.027451,8405.700407992692,0.9690413331069745,0.9690413331069745
816,90,56320.0,材料1,正弦波,11215.93985,10594.596384220158,-5.539825231675458,5.539825231675458
817,90,56320.0,材料1,正弦波,21981.47781,21845.48115657409,-0.6186874904472633,0.6186874904472633
818,90,56320.0,材料1,正弦波,45023.34555,45257.55040409496,0.5201853643569626,0.5201853643569626
819,90,56320.0,材料1,正弦波,63080.06911,66102.17889194032,4.790910702190767,4.790910702190767
820,90,56320.0,材料1,正弦波,128856.2547,122449.21407582673,-4.972238747036368,4.972238747036368
821,90,56320.0,材料1,正弦波,176787.0517,178494.34464239262,0.9657341564187705,0.9657341564187705
822,90,56320.0,材料1,正弦波,233607.0741,246593.2191873658,5.558969109731163,5.558969109731163
823,90,56320.0,材料1,正弦波,317136.3468,310696.3552906836,-2.0306696391939307,2.0306696391939307
824,90,63020.0,材料1,正弦波,856.6457477,1112.9771837683506,29.922688200644487,29.922688200644487
825,90,63020.0,材料1,正弦波,1151.726862,1214.3443980327154,5.43683907172041,5.43683907172041
826,90,63020.0,材料1,正弦波,1566.034169,2021.5113526407365,29.084753874277467,29.084753874277467
827,90,63020.0,材料1,正弦波,2097.622753,2228.0835362853945,6.219458818265136,6.219458818265136
828,90,63020.0,材料1,正弦波,2815.832497,2671.367998231764,-5.130436520004262,5.130436520004262
829,90,63020.0,材料1,正弦波,3797.424531,4534.022897536667,19.397314167101932,19.397314167101932
830,90,63020.0,材料1,正弦波,5236.695363,5956.434419207352,13.744145998881022,13.744145998881022
831,90,63020.0,材料1,正弦波,9192.992475,9660.240947562115,5.082659143176511,5.082659143176511
832,90,63020.0,材料1,正弦波,12932.30217,14059.006018385711,8.712322319527972,8.712322319527972
833,90,63020.0,材料1,正弦波,25224.40631,26296.086422581513,4.248584087216579,4.248584087216579
834,90,63020.0,材料1,正弦波,36989.00907,40254.64298721708,8.828660186697663,8.828660186697663
835,90,63020.0,材料1,正弦波,52005.40581,57568.43570845309,10.697022380283771,10.697022380283771
836,90,63020.0,材料1,正弦波,75280.53523,74734.84174395914,-0.7248799233077012,0.7248799233077012
837,90,63020.0,材料1,正弦波,106641.1559,103160.37408285394,-3.264013586283767,3.264013586283767
838,90,63020.0,材料1,正弦波,271619.7258,265270.37431381166,-2.3375885044753844,2.3375885044753844
839,90,70840.0,材料1,正弦波,1009.330003,1054.7124807227578,4.496297304931875,4.496297304931875
840,90,70840.0,材料1,正弦波,1810.755445,1994.8327401489348,10.165773387964867,10.165773387964867
841,90,70840.0,材料1,正弦波,2394.52308,2202.1577020224177,-8.033557061290981,8.033557061290981
842,90,70830.0,材料1,正弦波,3242.159658,2997.6503528181643,-7.541556584929777,7.541556584929777
843,90,70840.0,材料1,正弦波,7977.251157,8527.577713036575,6.8986991283791586,6.8986991283791586
844,90,70840.0,材料1,正弦波,14641.55543,15566.914353504235,6.320086195269996,6.320086195269996
845,90,70840.0,材料1,正弦波,29914.03845,32064.73713546103,7.1895965804009645,7.1895965804009645
846,90,70840.0,材料1,正弦波,62328.07323,67222.84387391007,7.853235934067179,7.853235934067179
847,90,70830.0,材料1,正弦波,87883.8813,87987.29486428873,0.1176706840424233,0.1176706840424233
848,90,70830.0,材料1,正弦波,123800.4921,136513.64547440314,10.269065299137962,10.269065299137962
849,90,70840.0,材料1,正弦波,234105.831,240494.45332573963,2.7289462626582845,2.7289462626582845
850,90,70840.0,材料1,正弦波,318078.1125,306628.91914052103,-3.5994911028274417,3.5994911028274417
851,90,70840.0,材料1,正弦波,443777.4452,450196.5155847606,1.4464616113754132,1.4464616113754132
852,90,79460.0,材料1,正弦波,838.640425,877.851623920594,4.675567472268454,4.675567472268454
853,90,79460.0,材料1,正弦波,1187.426592,1278.4716967971808,7.667430172995552,7.667430172995552
854,90,79460.0,材料1,正弦波,1506.42862,1823.878247911464,21.0729950093131,21.0729950093131
855,90,79470.0,材料1,正弦波,2707.314291,2821.393262819266,4.213732118154948,4.213732118154948
856,90,79470.0,材料1,正弦波,3727.988947,4453.744852007881,19.467759033779153,19.467759033779153
857,90,79460.0,材料1,正弦波,5124.634185,5593.081241974014,9.141082857097912,9.141082857097912
858,90,79470.0,材料1,正弦波,6610.646909,7313.3314918293745,10.629588790663005,10.629588790663005
859,90,79460.0,材料1,正弦波,9094.512273,9874.26319798728,8.573861924429117,8.573861924429117
860,90,79460.0,材料1,正弦波,12398.28894,12668.612010340747,2.180325621131606,2.180325621131606
861,90,79460.0,材料1,正弦波,17211.13699,19824.09499631052,15.181786118074008,15.181786118074008
862,90,79460.0,材料1,正弦波,24494.17001,26293.108247396143,7.344352703772801,7.344352703772801
863,90,79460.0,材料1,正弦波,35087.43237,36163.97558732747,3.068173259232042,3.068173259232042
864,90,79460.0,材料1,正弦波,51065.40622,57569.22850951856,12.736258792300195,12.736258792300195
865,90,79460.0,材料1,正弦波,140317.5455,137720.89984847707,-1.85054951059056,1.85054951059056
866,90,79460.0,材料1,正弦波,198336.5421,206876.67146877735,4.305877917580856,4.305877917580856
867,90,79460.0,材料1,正弦波,273221.0512,294285.5314236434,7.709684203002371,7.709684203002371
868,90,79460.0,材料1,正弦波,376396.2086,400840.04542773985,6.494177217846674,6.494177217846674
869,90,89080.0,材料1,正弦波,783.6628871,863.4374644196166,10.179705921104425,10.179705921104425
870,90,89080.0,材料1,正弦波,1094.733299,1024.7835593319567,-6.389660361289816,6.389660361289816
871,90,89090.0,材料1,正弦波,1378.015305,1598.927101702277,16.031156976320894,16.031156976320894
872,90,89080.0,材料1,正弦波,1876.108259,2069.647162844091,10.315977391797771,10.315977391797771
873,90,89080.0,材料1,正弦波,2490.795483,2386.1443425952684,-4.201514781883498,4.201514781883498
874,90,89080.0,材料1,正弦波,3376.347702,3750.507539770907,11.081792244005886,11.081792244005886
875,90,89080.0,材料1,正弦波,4582.056901,5006.6164106709175,9.265697018696137,9.265697018696137
876,90,89080.0,材料1,正弦波,5880.57273,6507.696199856584,10.664326395578549,10.664326395578549
877,90,89090.0,材料1,正弦波,7815.654294,7791.0228305607525,-0.31515548811002025,0.31515548811002025
878,90,89080.0,材料1,正弦波,11070.64095,10262.207856662713,-7.30249582647053,7.30249582647053
879,90,89090.0,材料1,正弦波,14925.40259,16917.600731578485,13.347701206487086,13.347701206487086
880,90,89080.0,材料1,正弦波,20932.4027,22963.07560573996,9.701098028942281,9.701098028942281
881,90,89080.0,材料1,正弦波,29448.50397,32104.871691570886,9.020382577929933,9.020382577929933
882,90,89080.0,材料1,正弦波,42602.2508,42766.69639448371,0.3860021275770481,0.3860021275770481
883,90,89080.0,材料1,正弦波,87413.41476,101866.48335850683,16.53415398333173,16.53415398333173
884,90,89080.0,材料1,正弦波,118586.3564,123303.24338576975,3.977596688997979,3.977596688997979
885,90,89080.0,材料1,正弦波,166749.9216,162096.54778659434,-2.7906302856130774,2.7906302856130774
886,90,89080.0,材料1,正弦波,231445.3959,230940.19862086503,-0.2182792520760483,0.2182792520760483
887,90,89080.0,材料1,正弦波,325175.1277,318077.31331505586,-2.1827666941035093,2.1827666941035093
888,90,89090.0,材料1,正弦波,596099.9476,604666.268044336,1.4370610966878141,1.4370610966878141
889,90,99950.0,材料1,正弦波,708.7652037,795.16648764836,12.190395845805535,12.190395845805535
890,90,99950.0,材料1,正弦波,983.4575232,1018.2478047777399,3.5375479628788065,3.5375479628788065
891,90,99950.0,材料1,正弦波,2992.093566,2880.7910984136665,-3.719885930409887,3.719885930409887
