年份,轮次,处理,日期,植物种名,植物群落功能群,放牧小区Block,重复,营养苗,生殖苗,株/丛数,丛幅1,丛幅2,鲜重(g),干重(g),备注：1、本表中放牧小区与附件14中放牧小区同义。,
2019,第四轮牧后,重牧（12天）,2019.9.18,糙隐子草,PB,G20,1,3 ,,24,4,4,1.63,0.88,,
2019,第四轮牧后,重牧（12天）,2019.9.18,米氏冰草,PR,G20,1,3 ,,1,3,3,0.24,0.18,,
2019,第四轮牧后,重牧（12天）,2019.9.18,细叶葱,PF,G20,1,4 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,猪毛菜,AB,G20,1,1 ,,1,,,0.15,0.07,,
2019,第四轮牧后,重牧（12天）,2019.9.18,乳白花黄芪,PF,G20,1,3 ,,1,4,4,0.45,0.31,,
2019,第四轮牧后,重牧（12天）,2019.9.18,刺藜,AB,G20,1,2 ,,62,,,2.41,1.16,,
2019,第四轮牧后,重牧（12天）,2019.9.18,画眉草,AB,G20,1,2 ,,164,,,6.26,3.27,,
2019,第四轮牧后,重牧（12天）,2019.9.18,狗尾草,AB,G20,1,2 ,,2,,,0.18,0.08,,
2019,第四轮牧后,重牧（12天）,2019.9.18,反枝苋,AB,G20,1,2 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,马齿苋,AB,G20,1,1 ,,1,,,0.33,0.11,,
2019,第四轮牧后,重牧（12天）,2019.9.18,大针茅,PB,G20,2,19 ,42,24,15,15,45.65,24.92,,
2019,第四轮牧后,重牧（12天）,2019.9.18,羊草,PR,G20,2,5 ,,2,,,0.08,0.06,,
2019,第四轮牧后,重牧（12天）,2019.9.18,知母,PF,G20,2,3 ,,7,,,0.27,0.13,,
2019,第四轮牧后,重牧（12天）,2019.9.18,糙隐子草,PB,G20,2,2 ,,26,3,3,2.02,1.3,,
2019,第四轮牧后,重牧（12天）,2019.9.18,蒙古葱,PF,G20,2,4 ,,3,,,0.21,0.07,,
2019,第四轮牧后,重牧（12天）,2019.9.18,刺藜,AB,G20,2,2 ,,24,,,1.03,0.55,,
2019,第四轮牧后,重牧（12天）,2019.9.18,画眉草,AB,G20,2,3 ,,89,,,1.51,0.96,,
2019,第四轮牧后,重牧（12天）,2019.9.18,狗尾草,AB,G20,2,2 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,大针茅,PB,G20,3,26 ,25,16,13,13,89.4,46.15,,
2019,第四轮牧后,重牧（12天）,2019.9.18,羊草,PR,G20,3,4 ,,13,,,4.05,0.46,,
2019,第四轮牧后,重牧（12天）,2019.9.18,知母,PF,G20,3,3 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,糙隐子草,PB,G20,3,3 ,,5,2,2,4.9,0.59,,
2019,第四轮牧后,重牧（12天）,2019.9.18,米氏冰草,PR,G20,3,5 ,,1,2,2,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,蒙古葱,PF,G20,3,4 ,,4,,,1.1,0.08,,
2019,第四轮牧后,重牧（12天）,2019.9.18,猪毛菜,AB,G20,3,1 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,刺藜,AB,G20,3,1 ,,23,,,0.95,0.46,,
2019,第四轮牧后,重牧（12天）,2019.9.18,画眉草,AB,G20,3,2 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,狗尾草,AB,G20,3,2 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,反枝苋,AB,G20,3,2 ,,2,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,大针茅,PB,G20,4,45 ,33,10,10,10,80.8,45.55,,
2019,第四轮牧后,重牧（12天）,2019.9.18,知母,PF,G20,4,10 ,,3,,,0.26,0.16,,
2019,第四轮牧后,重牧（12天）,2019.9.18,糙隐子草,PB,G20,4,2 ,,9,,,0.46,0.32,,
2019,第四轮牧后,重牧（12天）,2019.9.18,蒙古葱,PF,G20,4,7 ,,1,3,3,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,苔草,PR,G20,4,5 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,刺藜,AB,G20,4,3 ,,55,,,0.99,0.51,,
2019,第四轮牧后,重牧（12天）,2019.9.18,画眉草,AB,G20,4,2 ,,5,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,狗尾草,AB,G20,4,3 ,,1,,,0.2,0.14,,
2019,第四轮牧后,重牧（12天）,2019.9.18,大针茅,PB,G20,5,12 ,19,14,9,9,49.67,25.34,,
2019,第四轮牧后,重牧（12天）,2019.9.18,羊草,PR,G20,5,7 ,,27,,,12.75,1.35,,
2019,第四轮牧后,重牧（12天）,2019.9.18,知母,PF,G20,5,4 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,糙隐子草,PB,G20,5,3 ,,12,4,4,3.5,0.5,,
2019,第四轮牧后,重牧（12天）,2019.9.18,蒙古葱,PF,G20,5,9 ,,13,,,4.7,0.26,,
2019,第四轮牧后,重牧（12天）,2019.9.18,猪毛菜,AB,G20,5,4 ,,1,,,0.55,0.09,,
2019,第四轮牧后,重牧（12天）,2019.9.18,刺藜,AB,G20,5,2 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,大针茅,PB,G20,笼1,17 ,24,9,11,11,35.75,18.54,,
2019,第四轮牧后,重牧（12天）,2019.9.18,羊草,PR,G20,笼1,5 ,,8,,,0.39,0.2,,
2019,第四轮牧后,重牧（12天）,2019.9.18,知母,PF,G20,笼1,7 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,糙隐子草,PB,G20,笼1,2 ,,22,2,2,1.63,1.02,,
2019,第四轮牧后,重牧（12天）,2019.9.18,猪毛菜,AB,G20,笼1,2 ,,1,,,0.26,0.11,,
2019,第四轮牧后,重牧（12天）,2019.9.18,刺藜,AB,G20,笼1,2 ,,27,,,0.85,0.44,,
2019,第四轮牧后,重牧（12天）,2019.9.18,画眉草,AB,G20,笼1,4 ,,8,,,0.46,0.3,,
2019,第四轮牧后,重牧（12天）,2019.9.18,大针茅,PB,G20,笼2,37 ,52,9,16,16,85.45,47.32,,
2019,第四轮牧后,重牧（12天）,2019.9.18,羊草,PR,G20,笼2,9 ,,51,,,5.72,2.59,,
2019,第四轮牧后,重牧（12天）,2019.9.18,知母,PF,G20,笼2,6 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,糙隐子草,PB,G20,笼2,3 ,,24,3,3,1.62,0.91,,
2019,第四轮牧后,重牧（12天）,2019.9.18,米氏冰草,PR,G20,笼2,6 ,,1,1,1,1.1,0.7,,
2019,第四轮牧后,重牧（12天）,2019.9.18,蒙古葱,PF,G20,笼2,12 ,,2,,,0.51,0.12,,
2019,第四轮牧后,重牧（12天）,2019.9.18,猪毛菜,AB,G20,笼2,11 ,,4,,,1.16,0.49,,
2019,第四轮牧后,重牧（12天）,2019.9.18,刺藜,AB,G20,笼2,3 ,,98,,,5.86,2.44,,
2019,第四轮牧后,重牧（12天）,2019.9.18,画眉草,AB,G20,笼2,2 ,,1,,,0.1,0.01,,
2019,第四轮牧后,重牧（12天）,2019.9.18,反枝苋,AB,G20,笼2,2 ,,3,,,0.18,0.07,,
2019,第四轮牧后,无牧（0天）,2019.9.18,大针茅,PB,G21,1,31 ,,16,2,3,21.25,12.84,,
2019,第四轮牧后,无牧（0天）,2019.9.18,羊草,PR,G21,1,39 ,,153,,,69.22,42.15,,
2019,第四轮牧后,无牧（0天）,2019.9.18,知母,PF,G21,1,35 ,57,59,,,153.33,60.52,,
2019,第四轮牧后,无牧（0天）,2019.9.18,糙隐子草,PB,G21,1,14 ,,12,6,6,33.35,20.56,,
2019,第四轮牧后,无牧（0天）,2019.9.18,米氏冰草,PR,G21,1,28 ,,3,2,2,1.13,0.68,,
2019,第四轮牧后,无牧（0天）,2019.9.18,蒙古葱,PF,G21,1,28 ,,1,,,5.33,0.96,,
2019,第四轮牧后,无牧（0天）,2019.9.18,猪毛菜,AB,G21,1,10 ,,16,,,1.97,1.09,,
2019,第四轮牧后,无牧（0天）,2019.9.18,大针茅,PB,G21,2,33 ,,2,5,5,3.26,1.97,,
2019,第四轮牧后,无牧（0天）,2019.9.18,羊草,PR,G21,2,40 ,,28,,,20.51,12.97,,
2019,第四轮牧后,无牧（0天）,2019.9.18,知母,PF,G21,2,35 ,,19,,,40.64,14.6,,
2019,第四轮牧后,无牧（0天）,2019.9.18,糙隐子草,PB,G21,2,22 ,,3,4,4,10.63,6.6,,
2019,第四轮牧后,无牧（0天）,2019.9.18,米氏冰草,PR,G21,2,43 ,68,101,4,4,138.92,81.13,,
2019,第四轮牧后,无牧（0天）,2019.9.18,苔草,PR,G21,2,23 ,,4,,,0.78,0.62,,
2019,第四轮牧后,无牧（0天）,2019.9.18,猪毛菜,AB,G21,2,17 ,,7,,,6.81,3.7,,
2019,第四轮牧后,无牧（0天）,2019.9.18,大针茅,PB,G21,3,43 ,35,3,4,4,11.84,6.97,,
2019,第四轮牧后,无牧（0天）,2019.9.18,羊草,PR,G21,3,34 ,,31,,,15.61,10.09,,
2019,第四轮牧后,无牧（0天）,2019.9.18,知母,PF,G21,3,56 ,73,55,,,246.29,110.4,,
2019,第四轮牧后,无牧（0天）,2019.9.18,糙隐子草,PB,G21,3,25 ,,56,6,6,114.37,72.98,,
2019,第四轮牧后,无牧（0天）,2019.9.18,猪毛菜,AB,G21,3,24 ,,3,,,1.58,0.99,,
2019,第四轮牧后,无牧（0天）,2019.9.18,瓣蕊唐松草,PF,G21,3,3 ,,1,,,0.1,0.01,,
2019,第四轮牧后,无牧（0天）,2019.9.18,大针茅,PB,G21,4,33 ,,13,2,2,26.2,16.9,,
2019,第四轮牧后,无牧（0天）,2019.9.18,羊草,PR,G21,4,38 ,,33,,,25.92,15.15,,
2019,第四轮牧后,无牧（0天）,2019.9.18,知母,PF,G21,4,47 ,65,41,,,125.74,56.36,,
2019,第四轮牧后,无牧（0天）,2019.9.18,糙隐子草,PB,G21,4,22 ,,7,6,6,13.75,8.61,,
2019,第四轮牧后,无牧（0天）,2019.9.18,米氏冰草,PR,G21,4,17 ,,36,4,4,30.14,16.49,,
2019,第四轮牧后,无牧（0天）,2019.9.18,蒙古葱,PF,G21,4,22 ,,1,,,2.38,0.89,,
2019,第四轮牧后,无牧（0天）,2019.9.18,苔草,PR,G21,4,22 ,,3,,,0.91,0.52,,
2019,第四轮牧后,无牧（0天）,2019.9.18,猪毛菜,AB,G21,4,10 ,,9,,,1.59,0.87,,
2019,第四轮牧后,无牧（0天）,2019.9.18,达乌里芯芭,PF,G21,4,6 ,,2,,,0.16,0.07,,
2019,第四轮牧后,无牧（0天）,2019.9.18,大针茅,PB,G21,5,37 ,,4,3,3,4.26,2.77,,
2019,第四轮牧后,无牧（0天）,2019.9.18,羊草,PR,G21,5,45 ,,125,,,71.37,43.39,,
2019,第四轮牧后,无牧（0天）,2019.9.18,知母,PF,G21,5,39 ,,79,,,127.33,48.12,,
2019,第四轮牧后,无牧（0天）,2019.9.18,糙隐子草,PB,G21,5,12 ,,4,2,2,1.34,1.05,,
2019,第四轮牧后,无牧（0天）,2019.9.18,米氏冰草,PR,G21,5,30 ,,6,2,2,5.57,3.73,,
2019,第四轮牧后,无牧（0天）,2019.9.18,黄花葱,PF,G21,5,7 ,,1,,,0.11,0.03,,
2019,第四轮牧后,无牧（0天）,2019.9.18,苔草,PR,G21,5,5 ,,1,,,0.1,0.01,,
2019,第四轮牧后,无牧（0天）,2019.9.18,猪毛菜,AB,G21,5,16 ,,1,,,0.72,0.47,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G6,1,30 ,,11,6,10,115.01,57.99,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G6,1,4 ,,31,4,3,9.13,5.13,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G6,1,14 ,,69,,,20.58,8.54,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G6,1,7 ,,7,,,1.73,0.53,,
2020,牧前,轻牧（3天）,2020.5.29,猪毛菜,AB,G6,1,4 ,,1,,,0.24,0.05,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G6,2,21 ,,25,16,10,136.48,78.23,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G6,2,7 ,,2,2,2,0.19,0.14,,
2020,牧前,轻牧（3天）,2020.5.29,米氏冰草,PR,G6,2,21 ,,1,4,3,4.31,1.72,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G6,3,30 ,,13,12,10,161.32,26.85,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G6,3,7 ,,3,2,2,0.39,0.21,,
2020,牧前,轻牧（3天）,2020.5.29,米氏冰草,PR,G6,3,8 ,,4,5,3,5.16,2.5,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G6,3,15 ,,4,,,0.91,0.46,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G6,3,7 ,,3,,,0.75,0.22,,
2020,牧前,轻牧（3天）,2020.5.29,蒙古葱,PF,G6,3,12 ,,1,,,2.58,0.57,,
2020,牧前,轻牧（3天）,2020.5.29,灰绿藜,AB,G6,3,4 ,,1,,,0.1,0.01,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G6,4,27 ,,14,10,12,81.18,36.94,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G6,4,4 ,,12,4,3,1.22,0.76,,
2020,牧前,轻牧（3天）,2020.5.29,米氏冰草,PR,G6,4,15 ,,12,3,3,13.18,5.17,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G6,4,13 ,,8,,,1.39,0.65,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G6,4,8 ,,6,,,1.3,0.35,,
2020,牧前,轻牧（3天）,2020.5.29,黄花葱,PF,G6,4,25 ,,1,,,1.21,0.23,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G6,5,25 ,,10,15,3,50.73,23.23,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G6,5,5 ,,6,3,4,3.53,2.07,,
2020,牧前,轻牧（3天）,2020.5.29,米氏冰草,PR,G6,5,15 ,,3,5,5,8.51,3.39,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G6,5,25 ,,21,,,7.53,2.92,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G6,5,11 ,,1,,,0.49,0.11,,
2020,牧前,轻牧（3天）,2020.5.29,黄花葱,PF,G6,5,10 ,,2,,,1.56,0.44,,
2020,牧前,轻牧（3天）,2020.5.29,蒙古葱,PF,G6,5,13 ,,1,,,5.23,0.72,,
2020,牧前,轻牧（3天）,2020.5.29,猪毛菜,AB,G6,5,8 ,,3,,,0.05,0.02,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G8,1,36 ,,24,10,10,168.35,83.43,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G8,1,15 ,,10,,,2.04,0.79,,
2020,牧前,中牧（6天）,2020.5.29,知母,PF,G8,1,15 ,,1,,,0.23,0.1,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G8,1,3 ,,7,3,3,0.99,0.68,,
2020,牧前,中牧（6天）,2020.5.29,猪毛菜,AB,G8,1,5 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G8,2,42 ,,21,10,10,152.71,79.66,,
2020,牧前,中牧（6天）,2020.5.29,知母,PF,G8,2,5 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G8,2,8 ,,8,4,4,3.7,1.83,,
2020,牧前,中牧（6天）,2020.5.29,细叶葱,PF,G8,2,26 ,,1,,,0.65,0.14,,
2020,牧前,中牧（6天）,2020.5.29,苔草,PR,G8,2,4 ,,5,,,0.47,0.24,,
2020,牧前,中牧（6天）,2020.5.29,猪毛菜,AB,G8,2,5 ,,2,,,0.16,0.03,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G8,3,36 ,,16,14,14,149.21,75.45,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G8,3,21 ,,41,,,9.46,3.99,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G8,3,4 ,,31,5,5,5.39,3.49,,
2020,牧前,中牧（6天）,2020.5.29,苔草,PR,G8,3,5 ,,11,2,2,1.13,0.62,,
2020,牧前,中牧（6天）,2020.5.29,猪毛菜,AB,G8,3,3 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G8,4,36 ,,21,12,12,155.43,83.63,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G8,4,20 ,,18,,,3.22,1.52,,
2020,牧前,中牧（6天）,2020.5.29,知母,PF,G8,4,5 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G8,4,3 ,,23,4,4,8.33,4.44,,
2020,牧前,中牧（6天）,2020.5.29,米氏冰草,PR,G8,4,18 ,,1,3,3,0.56,0.38,,
2020,牧前,中牧（6天）,2020.5.29,黄花葱,PF,G8,4,22 ,,2,,,1.56,0.24,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G8,5,42 ,,17,16,16,96.44,45.91,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G8,5,18 ,,54,,,11.2,4.4,,
2020,牧前,中牧（6天）,2020.5.29,知母,PF,G8,5,8 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G8,5,5 ,,3,3,3,0.21,0.09,,
2020,牧前,中牧（6天）,2020.5.29,黄花葱,PF,G8,5,41 ,,1,,,4.51,1.24,,
2020,牧前,中牧（6天）,2020.5.29,蒙古葱,PF,G8,5,14 ,,2,,,0.65,0.15,,
2020,牧前,中牧（6天）,2020.5.29,猪毛菜,AB,G8,5,6 ,,2,,,0.2,0.11,,
2020,牧前,重牧（12天）,2020.5.29,大针茅,PB,G9,1,18 ,,8,10,12,82.94,37.25,,
2020,牧前,重牧（12天）,2020.5.29,糙隐子草,PB,G9,1,3 ,,8,2,2,1.12,0.58,,
2020,牧前,重牧（12天）,2020.5.29,羊草,PR,G9,1,12 ,,8,,,2.04,0.25,,
2020,牧前,重牧（12天）,2020.5.29,黄花葱,PF,G9,1,12 ,,1,,,1.15,0.82,,
2020,牧前,重牧（12天）,2020.5.29,蒙古葱,PF,G9,1,10 ,,1,,,0.7,0.12,,
2020,牧前,重牧（12天）,2020.5.29,大针茅,PB,G9,2,20 ,,13,10,15,66.47,29.69,,
2020,牧前,重牧（12天）,2020.5.29,糙隐子草,PB,G9,2,2 ,,13,2,2,1.84,0.97,,
2020,牧前,重牧（12天）,2020.5.29,羊草,PR,G9,2,14 ,,9,,,0.25,0.08,,
2020,牧前,重牧（12天）,2020.5.29,瓣蕊唐松草,PF,G9,2,4 ,,1,5,5,0.33,0.12,,
2020,牧前,重牧（12天）,2020.5.29,猪毛菜,AB,G9,2,1 ,,1,,,0.04,0.04,,
2020,牧前,重牧（12天）,2020.5.29,大针茅,PB,G9,3,30 ,,10,6,8,83.28,38.48,,
2020,牧前,重牧（12天）,2020.5.29,糙隐子草,PB,G9,3,3 ,,15,2,2,1.82,1.01,,
2020,牧前,重牧（12天）,2020.5.29,羊草,PR,G9,3,12 ,,7,,,1.07,0.52,,
2020,牧前,重牧（12天）,2020.5.29,知母,PF,G9,3,4 ,,1,,,0.1,0.01,,
2020,牧前,重牧（12天）,2020.5.29,大针茅,PB,G9,4,20 ,,9,6,8,90.88,39.85,,
2020,牧前,重牧（12天）,2020.5.29,糙隐子草,PB,G9,4,2 ,,14,2,2,1.28,0.43,,
2020,牧前,重牧（12天）,2020.5.29,羊草,PR,G9,4,20 ,,23,,,4.54,1.77,,
2020,牧前,重牧（12天）,2020.5.29,苔草,PR,G9,4,8 ,,14,,,1.23,0.56,,
2020,牧前,重牧（12天）,2020.5.29,知母,PF,G9,4,8 ,,1,,,0.23,0.1,,
2020,牧前,重牧（12天）,2020.5.29,大针茅,PB,G9,5,30 ,,15,10,12,119.99,54.24,,
2020,牧前,重牧（12天）,2020.5.29,糙隐子草,PB,G9,5,4 ,,3,2,3,0.82,0.5,,
2020,牧前,重牧（12天）,2020.5.29,羊草,PR,G9,5,10 ,,18,,,5.76,2.21,,
2020,牧前,重牧（12天）,2020.5.29,知母,PF,G9,5,8 ,,1,,,0.33,0.08,,
2020,牧前,重牧（12天）,2020.5.29,蒙古葱,PF,G9,5,10 ,,1,,,0.58,0.11,,
2020,牧前,重牧（12天）,2020.5.29,猪毛菜,AB,G9,5,1 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G11,1,23 ,,10,10,12,105,53.84,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G11,1,5 ,,6,3,4,1.97,0.88,,
2020,牧前,中牧（6天）,2020.5.29,细叶葱,PF,G11,1,15 ,,1,,,1.16,0.25,,
2020,牧前,中牧（6天）,2020.5.29,双齿葱,PF,G11,1,12 ,,1,,,0.52,0.19,,
2020,牧前,中牧（6天）,2020.5.29,猪毛菜,AB,G11,1,1 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G11,2,20 ,,12,10,8,94.58,46.22,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G11,2,3 ,,28,3,4,4.6,2.28,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G11,2,15 ,,16,,,3.96,1.59,,
2020,牧前,中牧（6天）,2020.5.29,蒙古葱,PF,G11,2,8 ,,1,,,0.85,0.16,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G11,3,38 ,,23,12,12,153.23,70.34,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G11,3,15 ,,24,,,7.14,2.71,,
2020,牧前,中牧（6天）,2020.5.29,知母,PF,G11,3,6 ,,6,,,0.54,0.23,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G11,3,4 ,,23,2,2,6.9,3.28,,
2020,牧前,中牧（6天）,2020.5.29,米氏冰草,PR,G11,3,7 ,,4,5,5,4.15,1.55,,
2020,牧前,中牧（6天）,2020.5.29,蒙古葱,PF,G11,3,13 ,,2,,,1.87,0.22,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G11,4,22 ,,16,7,7,131.35,57.84,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G11,4,16 ,,15,,,3.03,1.23,,
2020,牧前,中牧（6天）,2020.5.29,知母,PF,G11,4,5 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G11,4,3 ,,23,4,4,4.71,2.36,,
2020,牧前,中牧（6天）,2020.5.29,米氏冰草,PR,G11,4,6 ,,62,4,4,40.58,16.45,,
2020,牧前,中牧（6天）,2020.5.29,蒙古葱,PF,G11,4,7 ,,1,,,0.1,0.01,,
2020,牧前,中牧（6天）,2020.5.29,苔草,PR,G11,4,7 ,,3,,,0.41,0.24,,
2020,牧前,中牧（6天）,2020.5.29,瓣蕊唐松草,PF,G11,4,3 ,,2,4,4,0.66,0.24,,
2020,牧前,中牧（6天）,2020.5.29,大针茅,PB,G11,5,42 ,,27,13,13,205.84,103.47,,
2020,牧前,中牧（6天）,2020.5.29,羊草,PR,G11,5,20 ,,22,,,5.81,2.42,,
2020,牧前,中牧（6天）,2020.5.29,知母,PF,G11,5,5 ,,5,,,1.58,0.41,,
2020,牧前,中牧（6天）,2020.5.29,糙隐子草,PB,G11,5,7 ,,13,7,7,5.57,2.56,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G12,1,42 ,,28,10,10,163.86,74.7,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G12,1,26 ,,62,,,21.61,8.81,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G12,1,11 ,,2,,,0.1,0.01,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G12,1,10 ,,36,5,5,20.57,9.78,,
2020,牧前,轻牧（3天）,2020.5.29,黄花葱,PF,G12,1,24 ,,2,,,3.63,0.6,,
2020,牧前,轻牧（3天）,2020.5.29,乳白花黄芪,PF,G12,1,3 ,,1,2,2,0.1,0.01,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G12,2,43 ,,16,10,10,127.29,70.76,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G12,2,20 ,,30,,,11.45,5.09,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G12,2,15 ,,1,,,0.64,0.13,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G12,2,7 ,,22,4,4,12.47,6.54,,
2020,牧前,轻牧（3天）,2020.5.29,蒙古葱,PF,G12,2,23 ,,1,,,1.32,0.14,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G12,3,33 ,,22,5,5,30.2,14.5,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G12,3,23 ,,229,,,74.17,36.04,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G12,3,12 ,,8,,,1.73,0.57,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G12,3,6 ,,48,5,5,23.5,11.09,,
2020,牧前,轻牧（3天）,2020.5.29,米氏冰草,PR,G12,3,16 ,,19,3,3,30.99,13.12,,
2020,牧前,轻牧（3天）,2020.5.29,蒙古葱,PF,G12,3,16 ,,8,4,4,7.86,1.28,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G12,4,36 ,,28,11,11,115.64,56.3,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G12,4,23 ,,40,,,16.31,6.83,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G12,4,6 ,,28,5,5,10.93,5.43,,
2020,牧前,轻牧（3天）,2020.5.29,蒙古葱,PF,G12,4,17 ,,1,2,2,1.26,0.15,,
2020,牧前,轻牧（3天）,2020.5.29,大针茅,PB,G12,5,36 ,,33,8,8,189.97,95.33,,
2020,牧前,轻牧（3天）,2020.5.29,羊草,PR,G12,5,23 ,,87,,,26.76,10.87,,
2020,牧前,轻牧（3天）,2020.5.29,知母,PF,G12,5,14 ,,1,,,0.1,0.01,,
2020,牧前,轻牧（3天）,2020.5.29,糙隐子草,PB,G12,5,5 ,,10,4,4,3.39,1.45,,
2020,牧前,轻牧（3天）,2020.5.29,蒙古葱,PF,G12,5,17 ,,1,,,1.9,0.33,,
2020,牧前,轻牧（3天）,2020.5.29,猪毛菜,AB,G12,5,6 ,,1,,,0.1,0.01,,
2020,牧前,重牧（12天）,2020.5.29,大针茅,PB,G13,1,31 ,,8,18,18,93.2,42.75,,
2020,牧前,重牧（12天）,2020.5.29,糙隐子草,PB,G13,1,5 ,,51,4,4,6.51,2.72,,
2020,牧前,重牧（12天）,2020.5.29,羊草,PR,G13,1,9 ,,5,,,0.85,0.27,,
2020,牧前,重牧（12天）,2020.5.29,知母,PF,G13,1,6 ,,4,,,0.45,0.13,,
2020,牧前,重牧（12天）,2020.5.29,大针茅,PB,G13,2,34 ,,10,19,19,148.75,70.48,,
2020,牧前,重牧（12天）,2020.5.29,糙隐子草,PB,G13,2,4 ,,29,3,3,3.89,1.75,,
2020,牧前,重牧（12天）,2020.5.29,羊草,PR,G13,2,23 ,,1,,,0.47,0.15,,
