时间,处理类型,原GPS车速,处理后GPS车速,说明
2017-12-21 02:32:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:32:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:33:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:34:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:35:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:36:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:37:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
