样本编号,温度_oC,频率_Hz,磁芯损耗_w每m3,励磁波形,磁芯材料,磁通密度峰值B_m_T
1424,50,141290.0,2952.023645,三角波,材料1,0.015127164
1425,50,141280.0,3947.76671,三角波,材料1,0.01729269
1426,50,141280.0,5113.612355,三角波,材料1,0.019376314999999998
1427,50,141280.0,6403.582468,三角波,材料1,0.021514061
1428,50,141280.0,8260.233491,三角波,材料1,0.0241579075
1429,50,141280.0,10799.47252,三角波,材料1,0.02698073
1430,50,141290.0,18357.80903,三角波,材料1,0.034364647
1431,50,141280.0,23862.97993,三角波,材料1,0.0384994055
1432,50,141290.0,30258.89324,三角波,材料1,0.0429643295
1433,50,141280.0,51521.3483,三角波,材料1,0.053898973
1434,50,141270.0,66588.93385,三角波,材料1,0.0603521605
1435,50,141290.0,86444.14327,三角波,材料1,0.06815985599999999
1436,50,141280.0,112306.4409,三角波,材料1,0.07606750500000001
1437,50,141290.0,146730.6163,三角波,材料1,0.0854393475
1438,50,141270.0,251506.6181,三角波,材料1,0.106825788
1439,50,141290.0,440298.7405,三角波,材料1,0.135543615
1440,50,141280.0,582475.1561,三角波,材料1,0.1522020345
1441,50,141280.0,766288.0935,三角波,材料1,0.17101952250000002
1442,50,141280.0,1006393.041,三角波,材料1,0.191548536
1443,50,158750.0,2336.789405,三角波,材料1,0.0122050615
1444,50,158760.0,3015.177693,三角波,材料1,0.013770833
1445,50,158750.0,4040.968549,三角波,材料1,0.015773285
1446,50,158750.0,5200.054082,三角波,材料1,0.017662424500000003
1447,50,158750.0,6493.928229,三角波,材料1,0.0196134575
1448,50,158750.0,8333.920115,三角波,材料1,0.0220126275
1449,50,158750.0,10895.90781,三角波,材料1,0.024641837
1450,50,158760.0,14231.14734,三角波,材料1,0.0277770665
1451,50,158750.0,18641.17256,三角波,材料1,0.0313386505
1452,50,158750.0,23793.35841,三角波,材料1,0.0350561265
1453,50,158750.0,30363.30039,三角波,材料1,0.039210846
1454,50,158750.0,40052.43482,三角波,材料1,0.044238472
1455,50,158750.0,51447.2233,三角波,材料1,0.049159306
1456,50,158760.0,87134.19316,三角波,材料1,0.0621454095
1457,50,158750.0,111176.7538,三角波,材料1,0.069307618
1458,50,158750.0,145469.3109,三角波,材料1,0.0779686875
1459,50,158750.0,191931.6736,三角波,材料1,0.08790488299999999
1460,50,158750.0,247291.4544,三角波,材料1,0.097311292
1461,50,158750.0,325325.1454,三角波,材料1,0.1095831315
1462,50,158750.0,568804.2949,三角波,材料1,0.1389348235
1463,50,158750.0,743696.7334,三角波,材料1,0.1559567215
1464,50,158750.0,980580.8869,三角波,材料1,0.17461875100000002
1465,50,177890.0,2334.197958,三角波,材料1,0.0106985255
1466,50,177890.0,2996.517998,三角波,材料1,0.0120523365
1467,50,177890.0,4030.433254,三角波,材料1,0.013831375
1468,50,177890.0,5122.099321,三角波,材料1,0.015502481
1469,50,177880.0,6376.520543,三角波,材料1,0.017193724
1470,50,177890.0,8206.778719,三角波,材料1,0.0193259735
1471,50,177880.0,10614.11261,三角波,材料1,0.021612634
1472,50,177890.0,13825.0254,三角波,材料1,0.0243421385
1473,50,177890.0,23163.76514,三角波,材料1,0.03073609
1474,50,177890.0,29105.78267,三角波,材料1,0.034369366
1475,50,177880.0,37592.402,三角波,材料1,0.038665448500000005
1476,50,177890.0,48951.26666,三角波,材料1,0.043079705999999995
1477,50,177900.0,62672.29244,三角波,材料1,0.0481503835
1478,50,177880.0,82234.76286,三角波,材料1,0.054457395500000005
1479,50,177890.0,106453.6487,三角波,材料1,0.060780967
1480,50,177900.0,136690.5966,三角波,材料1,0.068287845
1481,50,177890.0,179294.5044,三角波,材料1,0.0768353745
1482,50,177880.0,230345.0887,三角波,材料1,0.0851747695
1483,50,177890.0,303443.187,三角波,材料1,0.09597740199999999
1484,50,177890.0,398881.2407,三角波,材料1,0.1082508955
1485,50,177890.0,522433.7839,三角波,材料1,0.121436663
1486,50,177890.0,684784.4513,三角波,材料1,0.1364397355
1487,50,199170.0,5376.10783,三角波,材料1,0.013861192500000001
1488,50,199160.0,6609.858898,三角波,材料1,0.015381949
1489,50,199160.0,8440.515031,三角波,材料1,0.0172637725
1490,50,199160.0,10949.07363,三角波,材料1,0.0192796555
1491,50,199160.0,18290.84345,三角波,材料1,0.024550034999999998
1492,50,199170.0,29393.82202,三角波,材料1,0.030690115
1493,50,199150.0,49183.594,三角波,材料1,0.038517352000000005
1494,50,199170.0,62753.40913,三角波,材料1,0.043082371
1495,50,199170.0,81960.67278,三角波,材料1,0.048680123000000006
1496,50,199160.0,104993.9408,三角波,材料1,0.054334615
1497,50,199170.0,135408.7723,三角波,材料1,0.061013116
1498,50,199170.0,174250.4518,三角波,材料1,0.0687150235
1499,50,199170.0,223902.5348,三角波,材料1,0.07622753900000001
1500,50,199170.0,382916.3038,三角波,材料1,0.09667168649999999
1501,50,199170.0,500515.302,三角波,材料1,0.10854259999999999
1502,50,199160.0,652474.8366,三角波,材料1,0.1218897725
1503,50,199160.0,853678.2686,三角波,材料1,0.13669731699999998
1504,50,224180.0,5445.498952,三角波,材料1,0.0121835905
1505,50,224180.0,6781.972841,三角波,材料1,0.013557603500000001
1506,50,224180.0,8618.337947,三角波,材料1,0.0152213705
1507,50,224170.0,11044.81825,三角波,材料1,0.016993751
1508,50,224180.0,14214.93495,三角波,材料1,0.019111496
1509,50,224180.0,18311.14894,三角波,材料1,0.021583393
1510,50,224180.0,23479.70312,三角波,材料1,0.0241897505
1511,50,224180.0,29626.10676,三角波,材料1,0.0270165585
1512,50,224180.0,48572.69674,三角波,材料1,0.033884304500000004
1513,50,224180.0,61424.92549,三角波,材料1,0.0378294355
1514,50,224170.0,79804.00585,三角波,材料1,0.042767638
1515,50,224180.0,102511.2245,三角波,材料1,0.0478360585
1516,50,224190.0,132255.4075,三角波,材料1,0.053692656500000005
1517,50,224180.0,168355.224,三角波,材料1,0.060435396
1518,50,224180.0,214432.0757,三角波,材料1,0.0669964035
1519,50,224190.0,279271.9287,三角波,材料1,0.07549802550000001
1520,50,224180.0,365372.7955,三角波,材料1,0.0850180385
1521,50,224180.0,476756.5012,三角波,材料1,0.095596924
1522,50,224180.0,617817.7698,三角波,材料1,0.1072933715
1523,50,251220.0,5665.710497,三角波,材料1,0.011059513
1524,50,251220.0,7003.802864,三角波,材料1,0.012263669500000001
1525,50,251220.0,11504.05435,三角波,材料1,0.0153888645
1526,50,251230.0,14678.35837,三角波,材料1,0.0173340295
1527,50,251220.0,30615.44806,三角波,材料1,0.024478641500000002
1528,50,251220.0,39021.27045,三角波,材料1,0.0275379715
1529,50,251210.0,62369.33304,三角波,材料1,0.034271833
1530,50,251230.0,81449.88479,三角波,材料1,0.038764043
1531,50,251230.0,103346.7947,三角波,材料1,0.0432310635
1532,50,251220.0,132806.1478,三角波,材料1,0.04856927
1533,50,251220.0,171287.9024,三角波,材料1,0.054662902
1534,50,251230.0,214854.9578,三角波,材料1,0.060683254
1535,50,251210.0,277787.332,三角波,材料1,0.06830878800000001
1536,50,251230.0,362507.7538,三角波,材料1,0.0769403235
1537,50,251220.0,470873.158,三角波,材料1,0.08639042899999999
1538,50,251230.0,611376.2645,三角波,材料1,0.0970063815
1539,50,251230.0,794088.3646,三角波,材料1,0.10867518649999999
1540,50,282480.0,7243.035783,三角波,材料1,0.0110061035
1541,50,282480.0,9164.466149,三角波,材料1,0.012342588
1542,50,282480.0,11769.56167,三角波,材料1,0.01381483
1543,50,282490.0,15176.68396,三角波,材料1,0.015579318500000001
1544,50,282490.0,19472.87176,三角波,材料1,0.0175488815
1545,50,282490.0,24811.04197,三角波,材料1,0.019669061
1546,50,282490.0,31363.70142,三角波,材料1,0.021983762
1547,50,282480.0,39911.71726,三角波,材料1,0.024744915
1548,50,282490.0,50483.32101,三角波,材料1,0.027482214499999998
1549,50,282500.0,63670.83576,三角波,材料1,0.030754194
1550,50,282490.0,82346.3993,三角波,材料1,0.034763752
1551,50,282490.0,104468.5421,三角波,材料1,0.03881469
1552,50,282490.0,134072.0196,三角波,材料1,0.043681932
1553,50,282490.0,172326.4758,三角波,材料1,0.0491441045
1554,50,282480.0,217854.9792,三角波,材料1,0.0544809795
1555,50,282480.0,360047.3546,三角波,材料1,0.06908342549999999
1556,50,282480.0,465636.1346,三角波,材料1,0.077610585
1557,50,282490.0,778910.1631,三角波,材料1,0.09747098800000001
1558,50,316460.0,9317.710241,三角波,材料1,0.0109681935
1559,50,316470.0,11872.78343,三角波,材料1,0.01224811
1560,50,316470.0,15318.14013,三角波,材料1,0.013806848
1561,50,316470.0,19686.531,三角波,材料1,0.015571333
1562,50,316460.0,25014.14259,三角波,材料1,0.0174590625
1563,50,316470.0,31274.39774,三角波,材料1,0.019479990500000002
1564,50,316460.0,39927.37568,三角波,材料1,0.021940091000000002
1565,50,316460.0,63713.45884,三角波,材料1,0.027275430500000003
1566,50,316470.0,82588.65685,三角波,材料1,0.030861647
1567,50,316470.0,104552.2982,三角波,材料1,0.0344576555
1568,50,316470.0,133492.8437,三角波,材料1,0.0387510455
1569,50,316460.0,171237.6128,三角波,材料1,0.0435772515
1570,50,316460.0,215458.3108,三角波,材料1,0.048337439499999996
1571,50,316470.0,277049.4631,三角波,材料1,0.054478369
1572,50,316460.0,353949.0195,三角波,材料1,0.0613327375
1573,50,316470.0,585756.7931,三角波,材料1,0.077248657
1574,50,316470.0,755913.5208,三角波,材料1,0.086484801
1575,50,354590.0,12207.45893,三角波,材料1,0.010748371
1576,50,354590.0,15599.88959,三角波,材料1,0.012117474
1577,50,354580.0,19959.2349,三角波,材料1,0.013672154499999999
1578,50,354590.0,25416.58055,三角波,材料1,0.0153268945
1579,50,354590.0,31855.27053,三角波,材料1,0.017120442
1580,50,354590.0,40294.43645,三角波,材料1,0.019274107999999998
1581,50,354590.0,50652.25786,三角波,材料1,0.021389004500000003
1582,50,354580.0,63524.94169,三角波,材料1,0.023897651
1583,50,354590.0,81844.93576,三角波,材料1,0.0270044415
1584,50,354590.0,103562.277,三角波,材料1,0.030178021
1585,50,354590.0,131492.2547,三角波,材料1,0.0338494275
1586,50,354590.0,168385.787,三角波,材料1,0.038171686499999996
1587,50,354590.0,211755.6806,三角波,材料1,0.042303218000000004
1588,50,354590.0,270071.1319,三角波,材料1,0.047576147
1589,50,354590.0,441293.2025,三角波,材料1,0.0602582235
1590,50,354590.0,565061.1877,三角波,材料1,0.0675256155
1591,50,396800.0,16454.36582,三角波,材料1,0.011176963
1592,50,396800.0,20944.55946,三角波,材料1,0.012617721
1593,50,396800.0,26591.67818,三角波,材料1,0.0141591175
1594,50,396800.0,33134.67284,三角波,材料1,0.0157788125
1595,50,396800.0,42345.01674,三角波,材料1,0.0178033525
1596,50,396800.0,52522.5773,三角波,材料1,0.0197155145
1597,50,396800.0,66918.03918,三角波,材料1,0.022109878
1598,50,396800.0,85400.23642,三角波,材料1,0.024929523500000002
1599,50,396800.0,108091.7376,三角波,材料1,0.0278818375
1600,50,396800.0,174474.8608,三角波,材料1,0.0351641175
1601,50,396800.0,218755.4475,三角波,材料1,0.0390004505
1602,50,396810.0,280460.1738,三角波,材料1,0.043983734
1603,50,396800.0,355438.988,三角波,材料1,0.049515790000000004
1604,50,396800.0,454618.767,三角波,材料1,0.0555883905
1605,50,396800.0,744973.3929,三角波,材料1,0.069798032
1606,50,446400.0,20265.00594,三角波,材料1,0.0106101375
1607,50,446400.0,25708.48733,三角波,材料1,0.011926553999999999
1608,50,446410.0,31962.01515,三角波,材料1,0.013307111
1609,50,446400.0,40885.14909,三角波,材料1,0.01502856
1610,50,446400.0,51482.36715,三角波,材料1,0.016668114499999998
1611,50,446410.0,83587.52629,三角波,材料1,0.021153015499999997
1612,50,446410.0,104593.9256,三角波,材料1,0.023637454000000002
1613,50,446400.0,168827.8561,三角波,材料1,0.029855424
1614,50,446400.0,210969.3702,三角波,材料1,0.0331404545
1615,50,446410.0,266481.8919,三角波,材料1,0.037301963
1616,50,446410.0,340353.1094,三角波,材料1,0.04190232
1617,50,446400.0,432682.4785,三角波,材料1,0.04701334
1618,50,446410.0,549898.074,三角波,材料1,0.052772263
1619,50,446410.0,703319.9742,三角波,材料1,0.05913389
1620,50,56180.0,8916.816367,三角波,材料1,0.060064466999999996
1621,50,56180.0,11893.80298,三角波,材料1,0.06800514399999999
1622,50,56180.0,16362.31651,三角波,材料1,0.077772862
1623,50,56180.0,21880.19557,三角波,材料1,0.0876941335
1624,50,56180.0,28178.84995,三角波,材料1,0.0968002405
1625,50,56180.0,36903.63576,三角波,材料1,0.1083131975
1626,50,56180.0,49585.58219,三角波,材料1,0.12210183150000001
1627,50,56180.0,66624.21623,三角波,材料1,0.1376343645
1628,50,56180.0,90089.73627,三角波,材料1,0.15506371800000002
1629,50,56180.0,121815.3515,三角波,材料1,0.174918723
1630,50,56180.0,160936.1449,三角波,材料1,0.1940344055
1631,50,56180.0,217225.9353,三角波,材料1,0.2184718705
1632,50,56180.0,292214.9625,三角波,材料1,0.245602198
1633,50,56180.0,386695.3893,三角波,材料1,0.2726349
1634,50,70800.0,6846.479793,三角波,材料1,0.0477402535
1635,50,70800.0,9230.411456,三角波,材料1,0.053969392
1636,50,70800.0,12784.91529,三角波,材料1,0.061725623
1637,50,70800.0,17155.30198,三角波,材料1,0.06962735249999999
1638,50,70800.0,21764.36248,三角波,材料1,0.07693830700000001
1639,50,70800.0,51666.79161,三角波,材料1,0.109320102
1640,50,70790.0,70315.49386,三角波,材料1,0.1232941065
1641,50,70790.0,94032.44386,三角波,材料1,0.138906625
1642,50,70800.0,123275.7685,三角波,材料1,0.15420109599999998
1643,50,70800.0,166119.8262,三角波,材料1,0.173620902
1644,50,70800.0,223381.2228,三角波,材料1,0.1950861215
1645,50,70800.0,296162.1611,三角波,材料1,0.2165634395
1646,50,70800.0,403706.7778,三角波,材料1,0.24433506900000002
1647,50,70800.0,536852.7893,三角波,材料1,0.274211364
1648,50,79430.0,6045.353415,三角波,材料1,0.042528527499999996
1649,50,79430.0,8145.742745,三角波,材料1,0.0480520115
1650,50,79440.0,11252.62658,三角波,材料1,0.054978684
1651,50,79430.0,15063.35288,三角波,材料1,0.062020422
1652,50,79440.0,19499.72449,三角波,材料1,0.06860566
1653,50,79440.0,25172.74846,三角波,材料1,0.0769110525
1654,50,79430.0,33586.32068,三角波,材料1,0.08637666199999999
1655,50,79440.0,45729.16769,三角波,材料1,0.0973740115
1656,50,79430.0,61702.80507,三角波,材料1,0.1097152575
1657,50,79440.0,83045.25566,三角波,材料1,0.123760594
1658,50,79430.0,108798.387,三角波,材料1,0.1374552155
1659,50,79440.0,146597.7299,三角波,材料1,0.1546364425
1660,50,79440.0,196875.1868,三角波,材料1,0.173913703
1661,50,79440.0,261263.4321,三角波,材料1,0.1931739215
1662,50,79440.0,355530.1708,三角波,材料1,0.217753311
1663,50,79440.0,474328.57,三角波,材料1,0.2444702
1664,50,79440.0,637508.0253,三角波,材料1,0.2736682495
1665,50,89200.0,7136.491293,三角波,材料1,0.0427582395
1666,50,89200.0,13288.5742,三角波,材料1,0.055045977999999995
1667,50,89200.0,17173.4887,三角波,材料1,0.0608459125
1668,50,89200.0,22583.55994,三角波,材料1,0.068163953
1669,50,89210.0,40541.58415,三角波,材料1,0.0863851565
1670,50,89200.0,96514.65226,三角波,材料1,0.122021345
1671,50,89200.0,173757.3374,三角波,材料1,0.154624812
1672,50,89200.0,228931.9186,三角波,材料1,0.17136414449999998
1673,50,89200.0,311569.7249,三角波,材料1,0.1934207695
1674,50,89200.0,417537.1201,三角波,材料1,0.2170014465
1675,50,89200.0,560572.0064,三角波,材料1,0.2430897455
1676,50,99910.0,4635.450951,三角波,材料1,0.0338779565
1677,50,99910.0,8619.53204,三角波,材料1,0.0437262805
1678,50,99910.0,11624.29384,三角波,材料1,0.049282282999999996
1679,50,99910.0,15024.88606,三角波,材料1,0.054660405
1680,50,99910.0,25977.49424,三角波,材料1,0.0688650755
1681,50,99910.0,35374.27917,三角波,材料1,0.0774829685
1682,50,99900.0,47781.04218,三角波,材料1,0.08727982249999999
1683,50,99910.0,64496.63201,三角波,材料1,0.098387418
1684,50,99910.0,85353.07924,三角波,材料1,0.10931392449999999
1685,50,99910.0,114346.9967,三角波,材料1,0.123016859
1686,50,99900.0,152444.2189,三角波,材料1,0.13823183
1687,50,99910.0,202602.6375,三角波,材料1,0.153504502
1688,50,99910.0,274340.6315,三角波,材料1,0.1733375265
1689,50,99910.0,367442.6845,三角波,材料1,0.19441577650000003
1690,50,99910.0,494705.0358,三角波,材料1,0.2176198205
1691,50,99910.0,664208.5735,三角波,材料1,0.2450199145
1692,50,112160.0,4439.081264,三角波,材料1,0.030147319
1693,50,112170.0,5798.195698,三角波,材料1,0.0340300225
1694,50,112170.0,8123.874426,三角波,材料1,0.0389606185
1695,50,112170.0,10998.88422,三角波,材料1,0.043964710500000004
1696,50,112160.0,14043.47153,三角波,材料1,0.0485224465
1697,50,112170.0,18384.82535,三角波,材料1,0.0542371305
1698,70,56190.0,4298.308867,三角波,材料1,0.043888079499999996
1699,70,56190.0,7262.601739,三角波,材料1,0.0544863775
1700,70,56190.0,17055.56461,三角波,材料1,0.077532774
1701,70,56190.0,56785.45694,三角波,材料1,0.1231839945
1702,70,56190.0,102933.3815,三角波,材料1,0.15350872
1703,70,56190.0,257073.5682,三角波,材料1,0.217796423
1704,70,56190.0,347179.882,三角波,材料1,0.2452652355
1705,70,56190.0,457820.6436,三角波,材料1,0.272160176
1706,70,70770.0,2186.297222,三角波,材料1,0.0271408655
1707,70,70790.0,2836.083391,三角波,材料1,0.0306461505
1708,70,70780.0,5148.84407,三角波,材料1,0.039255342
1709,70,70790.0,6468.652462,三角波,材料1,0.0436559475
1710,70,70790.0,8428.792282,三角波,材料1,0.048938253
1711,70,70770.0,11337.93344,三角波,材料1,0.054902573499999996
1712,70,70780.0,20287.8896,三角波,材料1,0.06984339649999999
1713,70,70780.0,26441.01474,三角波,材料1,0.078123627
1714,70,70770.0,34396.59654,三角波,材料1,0.08727283899999999
1715,70,70770.0,46386.26826,三角波,材料1,0.0983096625
1716,70,70790.0,62537.41459,三角波,材料1,0.10940065800000001
1717,70,70780.0,84187.37032,三角波,材料1,0.1225190675
1718,70,70780.0,114330.7262,三角波,材料1,0.1383925265
1719,70,70780.0,152316.1851,三角波,材料1,0.15438455150000002
1720,70,70780.0,207091.9912,三角波,材料1,0.173537633
1721,70,70770.0,367820.1646,三角波,材料1,0.21685124
1722,70,70790.0,493921.2311,三角波,材料1,0.2446537925
1723,70,70780.0,663688.8939,三角波,材料1,0.27560588799999997
1724,70,112170.0,17400.2295,三角波,材料1,0.044211036499999995
1725,70,112170.0,63327.09362,三角波,材料1,0.07743257049999999
1726,70,125890.0,2863.495599,三角波,材料1,0.017237620500000002
1727,70,125890.0,3814.782033,三角波,材料1,0.019751195
1728,70,125890.0,7804.3987,三角波,材料1,0.0276091005
1729,70,125890.0,10254.47301,三角波,材料1,0.0308878165
1730,70,125890.0,22117.6587,三角波,材料1,0.043922503
1731,70,125890.0,36845.74536,三角波,材料1,0.0553841585
1732,70,125900.0,48216.87669,三角波,材料1,0.061634806
1733,70,125890.0,61141.20103,三角波,材料1,0.068890435
1734,70,125890.0,80696.62909,三角波,材料1,0.077862708
1735,70,125880.0,105147.2154,三角波,材料1,0.08680463
1736,70,125890.0,238186.7384,三角波,材料1,0.1220078905
1737,70,125880.0,316087.1971,三角波,材料1,0.1372742985
1738,70,125890.0,421499.7513,三角波,材料1,0.154933575
1739,70,125890.0,741313.2287,三角波,材料1,0.19553011199999998
1740,70,125890.0,973807.1521,三角波,材料1,0.218865456
1741,70,141290.0,2250.183901,三角波,材料1,0.013417048
1742,70,141290.0,2878.198006,三角波,材料1,0.015114267
1743,70,141280.0,7764.07305,三角波,材料1,0.0241203765
1744,70,141290.0,10130.56664,三角波,材料1,0.027079626000000002
1745,70,141280.0,13086.87636,三角波,材料1,0.030487417000000003
1746,70,141280.0,21836.11904,三角波,材料1,0.0385891545
1747,70,141270.0,27729.02741,三角波,材料1,0.0431465225
1748,70,141300.0,46169.46358,三角波,材料1,0.0539731015
1749,70,141290.0,58989.77511,三角波,材料1,0.0603329975
1750,70,141280.0,76861.18834,三角波,材料1,0.068381866
1751,70,141280.0,129912.2198,三角波,材料1,0.085718396
1752,70,141280.0,171027.6793,三角波,材料1,0.09643602700000001
1753,70,141280.0,220742.914,三角波,材料1,0.1070874755
1754,70,141280.0,291095.5483,三角波,材料1,0.120566908
1755,70,141280.0,385140.2515,三角波,材料1,0.13587097650000002
1756,70,141280.0,509068.6461,三角波,材料1,0.152572477
1757,70,141290.0,666199.5825,三角波,材料1,0.171287745
1758,70,141280.0,884143.5055,三角波,材料1,0.1918659095
1759,70,158760.0,2386.545892,三角波,材料1,0.012239117
1760,70,158750.0,3052.123967,三角波,材料1,0.013781113000000001
1761,70,158750.0,4120.743232,三角波,材料1,0.0158214795
1762,70,158750.0,5164.282576,三角波,材料1,0.0177117965
1763,70,158750.0,8117.332917,三角波,材料1,0.022029085
1764,70,158740.0,10585.19013,三角波,材料1,0.0246961575
1765,70,158750.0,13652.17041,三角波,材料1,0.027806868999999998
1766,70,158750.0,22400.53349,三角波,材料1,0.0351659015
1767,70,158750.0,28437.15274,三角波,材料1,0.039321751
1768,70,158750.0,36873.75629,三角波,材料1,0.0442633325
1769,70,158750.0,60190.31851,三角波,材料1,0.055039663
1770,70,158760.0,78425.36183,三角波,材料1,0.06212684
1771,70,158750.0,99306.08736,三角波,材料1,0.069455114
1772,70,158750.0,129117.4025,三角波,材料1,0.0781322205
1773,70,158750.0,169338.3821,三角波,材料1,0.087971844
1774,70,158750.0,218648.6268,三角波,材料1,0.0975452635
1775,70,158750.0,285984.8135,三角波,材料1,0.1097956995
1776,70,158760.0,377878.4138,三角波,材料1,0.1236438285
1777,70,158750.0,492975.6826,三角波,材料1,0.13915273849999998
1778,70,158750.0,856584.1725,三角波,材料1,0.1748057025
1779,70,177890.0,2406.348567,三角波,材料1,0.0107424075
1780,70,177890.0,3083.167585,三角波,材料1,0.012103033499999999
1781,70,177880.0,4118.749689,三角波,材料1,0.013858451
1782,70,177890.0,5223.268917,三角波,材料1,0.015483288000000001
1783,70,177890.0,6384.546499,三角波,材料1,0.017223632500000002
1784,70,177890.0,8111.442472,三角波,材料1,0.019314263499999998
1785,70,177890.0,10520.03117,三角波,材料1,0.021594263000000002
1786,70,177880.0,13299.98672,三角波,材料1,0.0243122105
1787,70,177890.0,22263.3284,三角波,材料1,0.0307735175
1788,70,177890.0,35601.21545,三角波,材料1,0.0387180915
1789,70,177890.0,45815.36459,三角波,材料1,0.0430993115
1790,70,177890.0,58384.46314,三角波,材料1,0.0482365095
1791,70,177890.0,75586.21294,三角波,材料1,0.0544725545
1792,70,177890.0,96411.80914,三角波,材料1,0.0608055035
1793,70,177880.0,160117.4689,三角波,材料1,0.07690919900000001
1794,70,177890.0,204956.8619,三角波,材料1,0.08545559850000001
1795,70,177880.0,267545.4168,三角波,材料1,0.09612828849999999
1796,70,177880.0,350717.5441,三角波,材料1,0.108402113
1797,70,177880.0,456902.8682,三角波,材料1,0.1218027795
1798,70,177880.0,596572.5231,三角波,材料1,0.136603973
1799,70,177890.0,782569.2534,三角波,材料1,0.153013067
1800,70,199170.0,4257.975692,三角波,材料1,0.012393944
1801,70,199170.0,6626.088298,三角波,材料1,0.0154015485
1802,70,199160.0,8321.054016,三角波,材料1,0.0173017955
1803,70,199150.0,10657.33859,三角波,材料1,0.0193040275
1804,70,199170.0,13760.42563,三角波,材料1,0.021732056
1805,70,199160.0,22590.35013,三角波,材料1,0.02755415
1806,70,199160.0,28585.7831,三角波,材料1,0.0307840855
1807,70,199170.0,36021.3408,三角波,材料1,0.0346306595
1808,70,199170.0,45770.88914,三角波,材料1,0.038522681
1809,70,199160.0,75225.7279,三角波,材料1,0.048722263
1810,70,199160.0,95524.40955,三角波,材料1,0.0543844305
1811,70,199170.0,123473.7145,三角波,材料1,0.061146018999999996
1812,70,199170.0,156779.7087,三角波,材料1,0.0688422705
1813,70,199170.0,200620.9565,三角波,材料1,0.07641392050000001
1814,70,199160.0,259432.9932,三角波,材料1,0.08587413099999999
1815,70,199160.0,339430.7296,三角波,材料1,0.0969477715
1816,70,199170.0,440867.9165,三角波,材料1,0.1086831985
1817,70,199170.0,571815.2855,三角波,材料1,0.122088059
1818,70,199160.0,742184.5652,三角波,材料1,0.1368990485
1819,70,224180.0,4247.894925,三角波,材料1,0.010886756000000001
1820,70,224180.0,5443.827939,三角波,材料1,0.0122159
1821,70,224180.0,8619.831887,三角波,材料1,0.015216328500000001
1822,70,224180.0,10850.80996,三角波,材料1,0.0170164295
1823,70,224170.0,13821.99776,三角波,材料1,0.019139162
1824,70,224180.0,17783.8058,三角波,材料1,0.0216379895
1825,70,224170.0,22666.8642,三角波,材料1,0.024261588
1826,70,224180.0,28304.2993,三角波,材料1,0.027046356
1827,70,224180.0,36110.35439,三角波,材料1,0.030443507
1828,70,224180.0,45809.31228,三角波,材料1,0.0339301025
1829,70,224180.0,57784.85888,三角波,材料1,0.037948241
1830,70,224180.0,94218.55067,三角波,材料1,0.047817869
1831,70,224180.0,120617.9295,三角波,材料1,0.0537613445
1832,70,224170.0,155187.6665,三角波,材料1,0.0605521105
1833,70,224180.0,193580.7764,三角波,材料1,0.067131671
1834,70,224190.0,249870.3286,三角波,材料1,0.0756448915
1835,70,224180.0,325390.4824,三角波,材料1,0.085205965
1836,70,224170.0,420909.6285,三角波,材料1,0.09574192000000001
1837,70,224180.0,542796.7344,三角波,材料1,0.1074611245
1838,70,224170.0,705894.7478,三角波,材料1,0.1203492875
1839,70,251230.0,5658.817577,三角波,材料1,0.011083892
1840,70,251220.0,6995.789699,三角波,材料1,0.012278291
1841,70,251230.0,8817.723989,三角波,材料1,0.013782832
1842,70,251220.0,11496.6026,三角波,材料1,0.0154174375
1843,70,251220.0,14297.21906,三角波,材料1,0.017368469499999997
1844,70,251220.0,18266.22986,三角波,材料1,0.0195652725
1845,70,251220.0,23138.25499,三角波,材料1,0.0219082835
1846,70,251220.0,29005.72346,三角波,材料1,0.024504469
1847,70,251230.0,37090.53402,三角波,材料1,0.027550651
1848,70,251230.0,46934.01133,三角波,材料1,0.0306607535
1849,70,251220.0,75774.56609,三角波,材料1,0.038772471
1850,70,251230.0,95624.03663,三角波,材料1,0.0433102165
1851,70,251220.0,121700.7854,三角波,材料1,0.0486608185
1852,70,251220.0,156731.8409,三角波,材料1,0.054832628499999994
1853,70,251220.0,249635.7295,三角波,材料1,0.06835511699999999
1854,70,251230.0,323966.5072,三角波,材料1,0.077004426
1855,70,251230.0,417453.4048,三角波,材料1,0.086652686
1856,70,251230.0,539271.5736,三角波,材料1,0.097136066
1857,70,251230.0,694781.4939,三角波,材料1,0.10893828
1858,70,282490.0,7118.26324,三角波,材料1,0.0110448215
1859,70,282480.0,11480.47562,三角波,材料1,0.013815248
1860,70,282480.0,14620.02605,三角波,材料1,0.015555308
1861,70,282480.0,18744.58014,三角波,材料1,0.017564743
1862,70,282490.0,23774.6963,三角波,材料1,0.0196816085
1863,70,282490.0,29772.07905,三角波,材料1,0.0220062035
1864,70,282480.0,38211.10368,三角波,材料1,0.024816223499999998
1865,70,282480.0,59719.14575,三角波,材料1,0.030794379
1866,70,282480.0,76728.63234,三角波,材料1,0.0348234995
1867,70,282490.0,157262.1132,三角波,材料1,0.049134813
1868,70,282480.0,249653.5336,三角波,材料1,0.061389746499999995
1869,70,282490.0,322525.6114,三角波,材料1,0.0692492885
1870,70,282490.0,414754.6719,三角波,材料1,0.0776063865
1871,70,316470.0,9091.330946,三角波,材料1,0.010995148
1872,70,316460.0,11579.01699,三角波,材料1,0.012274161
