样本编号,实际磁芯损耗_w每m3,两两交互模型_五折预测,相对误差_percent,对数残差
1631,217225.9353,373672.67144496576,72.02028428553197,-0.5424422157645719
1632,292214.9625,520069.0320464944,77.97481265063365,-0.5764718523289147
1633,386695.3893,693904.6477275538,79.4447689132439,-0.5846972805160711
1634,6846.479793,10723.222125277372,56.62387751791867,-0.44867706051718415
1635,9230.411456,14299.22372100892,54.91426128912234,-0.4377016249122043
1636,12784.91529,20861.762030920687,63.174816240183986,-0.4896519323807791
1637,17155.30198,28421.900937190127,65.67415117684875,-0.5048527285497979
1638,21764.36248,36485.540621349726,67.63891271741825,-0.5166421512294352
1639,51666.79161,88789.31394782427,71.84986948297227,-0.5414510578251956
1640,70315.49386,123209.72023747904,75.22414118685255,-0.5608957751841324
1641,94032.44386,161559.38646857903,71.81238712578435,-0.5412329229755546
1642,123275.7685,218842.0336018184,77.52234381878414,-0.5739262956742781
1643,166119.8262,292470.66776091524,76.06006125289049,-0.5656550079537901
1644,223381.2228,394494.49865959724,76.60145902809396,-0.5687253639148775
1645,296162.1611,519193.0964545086,75.30703264931995,-0.5613687229285826
1646,403706.7778,701029.8720405092,73.64827904569039,-0.5518616826760052
1647,536852.7893,959242.643802125,78.67889725466033,-0.5804201388552261
1648,6045.353415,9840.33500251559,62.77518164776461,-0.48719980907808846
1649,8145.742745,13145.402903066824,61.37758476519166,-0.4785766801856344
1650,11252.62658,18893.278251639673,67.90105063310182,-0.5182046355689867
1651,15063.35288,25288.635051853526,67.88184711140835,-0.5180902549865145
1652,19499.72449,32940.80539292294,68.92959390178001,-0.5243118379998926
1653,25172.74846,44316.51754397339,76.04957843357161,-0.5655954650265844
1654,33586.32068,59496.634178888424,77.14543592242158,-0.5718008810762907
1655,45729.16769,80678.48759232118,76.42675707383113,-0.5677356301737433
1656,61702.80507,105554.36092395775,71.06898268921398,-0.5368966967068864
1657,83045.25566,148330.043284176,78.61350670225153,-0.5800541050273882
1658,108798.387,192199.56472206188,76.6566306925689,-0.5690377228758123
1659,146597.7299,256361.48269753356,74.87411494871556,-0.5588961859337989
1660,196875.1868,345554.6287066518,75.5196448690566,-0.5625807872292192
1661,261263.4321,459515.45305613516,75.88203958074511,-0.5646433546908991
1662,355530.1708,613893.2918118791,72.66981601885448,-0.546211006928381
1663,474328.57,829096.8540172044,74.7937835617206,-0.5584367134529096
1664,637508.0253,1104038.727788883,73.18036541882621,-0.5491634400814593
1665,7136.491293,12014.340166662096,68.3507997613148,-0.5208797101946683
1666,13288.5742,23131.537983838632,74.07087950668654,-0.5542923837672351
1667,17173.4887,29330.123939363915,70.78722006766111,-0.5352482686070967
1668,22583.55994,38276.85101723682,69.48989051739741,-0.5276230960884938
1669,40541.58415,71758.82989535553,77.00055732863001,-0.5709826953301018
1670,96514.65226,165166.77192956232,71.13129256749635,-0.5372608687048448
1671,173757.3374,307418.758344331,76.92418803393278,-0.5705511386396864
1672,228931.9186,395117.31146478915,72.59162194641614,-0.5457580511958433
1673,311569.7249,525162.1292719716,68.55364539687716,-0.5220838834431287
1674,417537.1201,725394.2941576816,73.73168976783428,-0.5523419102725011
1675,560572.0064,932277.0411767783,66.30816925088222,-0.5086723225814307
1676,4635.450951,8366.703009381492,80.49383108188329,-0.5905264143691316
1677,8619.53204,15866.276945379439,84.07353057857463,-0.6101651145026512
1678,11624.29384,21225.137833263412,82.59292242102693,-0.6020890214053072
1679,15024.88606,27452.166233572236,82.71131058129458,-0.6027371834232458
1680,25977.49424,48726.61229026752,87.57241110360273,-0.6289947774217719
1681,35374.27917,65736.58286195518,85.83158273287064,-0.6196706083621528
1682,47781.04218,87763.81882080364,83.67916398763585,-0.6080203756717104
1683,64496.63201,118998.79338759267,84.50388753499915,-0.6125003479209088
1684,85353.07924,149549.1069047819,75.212315989529,-0.5608282867873857
1685,114346.9967,204354.19550944207,78.71409079993971,-0.5806170847750938
1686,152444.2189,267899.88008287194,75.7363329458943,-0.563814577501903
1687,202602.6375,356804.1273185383,76.11030721085173,-0.5659403582433189
1688,274340.6315,470141.27960576623,71.37136305154499,-0.5386627295046118
1689,367442.6845,637050.0223125062,73.37398434789256,-0.5502808345065606
1690,494705.0358,842986.2620808212,70.40179522684802,-0.5329889637204541
1691,664208.5735,1110898.6554704097,67.25147789294677,-0.5143283494113788
1692,4439.081264,7813.831981516577,76.02363004446624,-0.5654480616540614
1693,5798.195698,10380.501522973747,79.0298579703742,-0.5823824102461401
1694,8123.874426,14674.766861677334,80.63753933359152,-0.5913222923850938
1695,10998.88422,19747.02942388691,79.53666052761587,-0.5852092380093712
1696,14043.47153,25000.90835646551,78.02512934966236,-0.5767545304612813
1697,18384.82535,32869.363704473355,78.78529210218119,-0.5810154144315245
1698,4298.308867,5129.327783273355,19.3336249670993,-0.17675295559988768
1699,7262.601739,9055.38350885934,24.685117459107595,-0.2206213128161476
1700,17055.56461,22433.61443852061,31.53252297122639,-0.27408395802554963
1701,56785.45694,77318.16292323716,36.15838823826355,-0.30864864150386495
1702,102933.3815,136853.63659461812,32.95360028040866,-0.28483001129222707
1703,257073.5682,339491.0546108256,32.05988347534268,-0.27808529641646196
1704,347179.882,470618.0062743783,35.554515302928266,-0.3042037003787552
1705,457820.6436,609346.747678229,33.097263348967296,-0.28590997833733844
1706,2186.297222,2262.9722176297987,3.507070990085105,-0.034469743128497043
1707,2836.083391,3074.2061752737886,8.39618415415587,-0.08062270086793966
1708,5148.84407,5838.026293634424,13.385183436608214,-0.12562053924362182
1709,6468.652462,7624.66067967859,17.87092790143763,-0.1644200084637184
1710,8428.792282,10222.66478890023,21.282675463851586,-0.19295379588569794
1711,11337.93344,13810.12204798561,21.80457859510603,-0.19724775967400276
1712,20287.8896,25469.912153731984,25.542442589652037,-0.22747370337644313
1713,26441.01474,33398.33734069731,26.312615718837247,-0.2335897253066488
1714,34396.59654,45390.269914519675,31.96151503459091,-0.2773401413202574
1715,46386.26826,61622.13842486391,32.84564750814881,-0.2840177232282546
1716,62537.41459,79759.23682892848,27.53843015710842,-0.24324754619154554
1717,84187.37032,106672.03361230566,26.707881724824567,-0.23671410717706287
1718,114330.7262,147383.38453353208,28.90968983763183,-0.25394189442595483
1719,152316.1851,193198.11068789996,26.84017168698112,-0.23775761725241829
1720,207091.9912,260912.10952966692,25.988507820995316,-0.23102050903382576
1721,367820.1646,466292.3948089327,26.77184115667503,-0.23721875845631324
1722,493921.2311,635706.5409715214,28.706056946723024,-0.2523609900296844
1723,663688.8939,856330.9623965736,29.025959341365677,-0.2548434333328782
1724,17400.2295,17522.975105648107,0.7054252109037181,-0.007029487269369028
1725,63327.09362,70991.00420512633,12.102103771119396,-0.11423991082846108
1726,2863.495599,2178.348314829932,-23.926954328455665,0.2734761800316612
1727,3814.782033,3088.4985491515854,-19.03866269594582,0.2111984625016845
1728,7804.3987,6844.7119185546235,-12.296742110899284,0.13121113919159555
1729,10254.47301,9150.496848257693,-10.765801037905375,0.11390582344372113
1730,22117.6587,21514.914345888883,-2.7251725071203716,0.02762994051529688
1731,36845.74536,37783.978529604516,2.5463812997607786,-0.025145010728371275
1732,48216.87669,48995.56912671615,1.614979007708422,-0.016020769467614215
1733,61141.20103,63174.14043795326,3.3249909614234885,-0.03270908693255237
1734,80696.62909,86922.12526107824,7.714691730350985,-0.07431580233736312
1735,105147.2154,112529.56595839644,7.020966299785095,-0.0678545760057272
1736,238186.7384,257254.6193972206,8.005433520483777,-0.07701135024545458
1737,316087.1971,344572.81323522225,9.011948726986974,-0.08628731158157521
1738,421499.7513,459579.9130289838,9.034444649501221,-0.08649365228041361
1739,741313.2287,808800.8807461774,9.103797077050247,-0.08712950988462609
1740,973807.1521,1048855.2290663791,7.706667259994875,-0.07424130210769952
1741,2250.183901,1531.8343838385344,-31.924035935117352,0.384545985723439
1742,2878.198006,2037.6112972802766,-29.205312037858572,0.3453862168865305
1743,7764.07305,6145.320225491369,-20.849273494517565,0.23381622085945075
1744,10130.56664,8117.161385100696,-19.87455713434114,0.22157674357802293
1745,13086.87636,10847.11115424273,-17.114589793200054,0.18771113201571055
1746,21836.11904,19351.344297718788,-11.379195807320592,0.12080354563955709
1747,27729.02741,25430.149566061817,-8.29051019333311,0.08654432454832772
1748,46169.46358,43552.18262817963,-5.668857181511945,0.058358798288002944
1749,58989.77511,55904.1195136833,-5.230831259422146,0.05372605387950102
1750,76861.18834,75515.25056963357,-1.7511279742548167,0.017666415958617065
1751,129912.2198,132237.47870577907,1.7898692743136861,-0.017740397206875258
1752,171027.6793,174475.87069766657,2.016159847212861,-0.019961044622128554
1753,220742.914,224375.68331201663,1.6457014389221287,-0.016323065331036446
1754,291095.5483,298261.9791398952,2.461882664213575,-0.02432066698048274
1755,385140.2515,391771.0217914301,1.7216508182682277,-0.017069983477277617
1756,509068.6461,519118.1180009406,1.9740897377848903,-0.019548572848501422
1757,666199.5825,693072.2568139792,4.033727282316215,-0.039544961370648224
1758,884143.5055,900184.128263227,1.814255566369364,-0.0179799433574388
1759,2386.545892,1564.1038047702305,-34.46160788219905,0.422534075856305
1760,3052.123967,2084.3746983348524,-31.7074037335505,0.38136882548547035
1761,4120.743232,2819.4657490651243,-31.578708249271365,0.3794861268926688
1762,5164.282576,3759.9107671092165,-27.193938136099067,0.3173709668907083
1763,8117.332917,6232.103405524721,-23.224740573681203,0.2642877406201052
1764,10585.19013,8282.469965938479,-21.754169134244187,0.24531463765809214
1765,13652.17041,10833.623272199786,-20.64541426860357,0.23124394948959903
1766,22400.53349,18813.54879544301,-16.012943156725644,0.1745074842162353
1767,28437.15274,24961.501657158333,-12.22221899154053,0.13036178105801
1768,36873.75629,33059.240433007464,-10.344798688239456,0.10919896964156095
1769,60190.31851,54790.8526785065,-8.97065502419037,0.0939882591926029
1770,78425.36183,73952.18099060637,-5.7037426860586065,0.05872868627797523
1771,99306.08736,96312.53187211145,-3.014473299140722,0.030608427887010237
1772,129117.4025,125423.6835301805,-2.860744483935463,0.029024613130491872
1773,169338.3821,169746.4969987041,0.2410055497418791,-0.0024071559714133883
1774,218648.6268,213161.36136396232,-2.5096272116343683,0.02541655349161509
1775,285984.8135,285573.28191811766,-0.14389980252651743,0.001440034377248267
1776,377878.4138,378602.01379354973,0.19149016379981243,-0.0019130705510530532
1777,492975.6826,501142.2887567505,1.6565941171132574,-0.01643022278513051
1778,856584.1725,866189.4561551273,1.1213473192124943,-0.011151068285423449
1779,2406.348567,1458.8187544948182,-39.37624937215431,0.5004834451432796
1780,3083.167585,1929.85074736161,-37.406881262290845,0.4685148382419042
1781,4118.749689,2596.185999573862,-36.96664775459576,0.4615061989589808
1782,5223.268917,3445.2781977669915,-34.039808163930466,0.41611877993115876
1783,6384.546499,4363.822884456168,-31.650229422878102,0.3805319794130586
1784,8111.442472,5778.169600133657,-28.765202735772334,0.33918876133645526
1785,10520.03117,7507.473739724762,-28.63639262653666,0.3373821472358589
1786,13299.98672,9972.619276445072,-25.017825307685186,0.28791977146909
1787,22263.3284,17033.02530123098,-23.49290728141538,0.26778673417778087
1788,35601.21545,29195.624137166862,-17.992619723417732,0.1983609394009438
1789,45815.36459,38214.89043654234,-16.58935647784105,0.18139426459637953
1790,58384.46314,49770.90227311281,-14.75317302521519,0.15961929075428394
1791,75586.21294,65044.294673368895,-13.946879803330312,0.15020540371286195
1792,96411.80914,85194.74836345589,-11.634529915578877,0.12368890255715215
1793,160117.4689,148690.8449379352,-7.136400569260308,0.0740384422399405
1794,204956.8619,187104.68162492436,-8.7102135100926,0.09113127222523687
1795,267545.4168,250940.17669300947,-6.206512638339665,0.0640747634987271
1796,350717.5441,326186.7354204516,-6.994462949522115,0.07251115642998052
1797,456902.8682,434806.2526097475,-4.8361735344984,0.04957029050109618
1798,596572.5231,562432.5556585728,-5.722685192409455,0.05892958936531123
1799,782569.2534,746889.6040343527,-4.559296089212715,0.04666503279826806
1800,4257.975692,2585.603003607448,-39.276238507764404,0.4988351066600778
1801,6626.088298,4296.166221503767,-35.1628588650032,0.4332915811630329
1802,8321.054016,5475.884589057599,-34.19241626687693,0.41843509999530504
1803,10657.33859,7221.1771389782825,-32.242209647406135,0.38923074608459807
1804,13760.42563,9488.79024464517,-31.042901580325825,0.3716856367987109
1805,22590.35013,16265.984264078481,-27.995873589948282,0.32844675736354567
1806,28585.7831,21033.982037972197,-26.418031073732607,0.3067701776824254
1807,36021.3408,27961.78058649227,-22.37440371322249,0.2532729641307476
1808,45770.88914,35838.22819729297,-21.70082585095927,0.24463313031335865
1809,75225.7279,61773.40538626196,-17.882608635732506,0.197020360485757
1810,95524.40955,78720.99919250165,-17.590697955272887,0.19347186655181758
1811,123473.7145,105141.27746675519,-14.847238626845405,0.16072334989077852
1812,156779.7087,135514.93046703874,-13.563476045010189,0.1457598685431094
1813,200620.9565,175295.32117374992,-12.623624056069177,0.13494523798808444
1814,259432.9932,226472.05244540985,-12.704991893294068,0.13587690568571809
1815,339430.7296,304467.3677895761,-10.300588238320747,0.10870597478565358
1816,440867.9165,396844.6688240948,-9.985586618640955,0.10520037979848951
1817,571815.2855,519661.1845379432,-9.120795173646469,0.09563898076354604
1818,742184.5652,681559.7906108027,-8.168422981534304,0.08521397127189978
1819,4247.894925,2424.1502612539944,-42.93290431956731,0.5609424932122256
1820,5443.827939,3116.605650696757,-42.749739969385224,0.5577380015445854
1821,8619.831887,5309.937028540804,-38.39860106147795,0.4844856056655438
1822,10850.80996,6815.6909401174,-37.18726099487048,0.46501228268514616
1823,13821.99776,8825.808385946037,-36.14665159701171,0.44858116317761976
1824,17783.8058,11819.376983618444,-33.53853996978282,0.4085479547471671
1825,22666.8642,15392.871844977104,-32.09086308031481,0.38699959612169543
1826,28304.2993,19326.035860670898,-31.720493569431348,0.3815605166971068
1827,36110.35439,25842.27461404501,-28.435278327809815,0.33456794752051344
1828,45809.31228,32525.33846289749,-28.99841354506034,0.34246796476064034
1829,57784.85888,42054.36179773081,-27.2225240091634,0.317763674388452
1830,94218.55067,71888.17881805352,-23.700610647428118,0.27050525097253875
1831,120617.9295,95105.22782821806,-21.151666072813775,0.2376440024511517
1832,155187.6665,124990.77193941914,-19.458308280304514,0.21639522607100758
1833,193580.7764,158200.85081249458,-18.276569732522997,0.20182944105721035
1834,249870.3286,209194.033339263,-16.278961767346477,0.17767988723714545
1835,325390.4824,274742.90720852657,-15.565167984604031,0.16919016791984554
1836,420909.6285,352570.2536526006,-16.2361158358247,0.17716824795829922
1837,542796.7344,464899.0967224455,-14.351161814497912,0.15491452598594613
1838,705894.7478,595030.9220052862,-15.705432876534827,0.17085276999105758
1839,5658.817577,3254.542216217459,-42.48723921680398,0.5531633361425872
1840,6995.789699,4048.015693235241,-42.13640107257831,0.5470816877622848
1841,8817.723989,5328.713984321378,-39.5681471662202,0.5036538552575873
1842,11496.6026,6844.556603354798,-40.46452816108649,0.5185978857125875
1843,14297.21906,8873.635471668844,-37.9345351398089,0.4769804731555194
1844,18266.22986,11817.057744070118,-35.306531043127265,0.4355099330559291
1845,23138.25499,14851.358018637597,-35.81470156216998,0.4433959978113151
1846,29005.72346,19148.36537405155,-33.98418280978967,0.41527581827706683
1847,37090.53402,25209.820153049954,-32.03166031673665,0.38612818212719624
1848,46934.01133,32461.20539007028,-30.836499011706614,0.36869690487682405
1849,75774.56609,55224.794617050706,-27.119616163214495,0.31635066635451636
1850,95624.03663,70169.9187521842,-26.618953533938267,0.3095045062460198
1851,121700.7854,90822.85089438905,-25.372009230772758,0.29265453776882033
1852,156731.8409,119089.52184048256,-24.017020946965378,0.27466083061299784
1853,249635.7295,200535.4857208449,-19.668756502724534,0.2190115560606678
1854,323966.5072,261261.58513501598,-19.35537182745662,0.21511799029925704
1855,417453.4048,341122.6551039412,-18.28485498462481,0.20193082779647398
1856,539271.5736,441852.6358425206,-18.06491247204864,0.19924286772964095
1857,694781.4939,565819.1794803049,-18.561564398584373,0.2053228425867868
1858,7118.26324,4079.717910660362,-42.68661086127011,0.556635922220778
1859,11480.47562,6726.731456604495,-41.40720577041306,0.534558462331395
1860,14620.02605,8914.355537779107,-39.02640455432631,0.4947292770727163
1861,18744.58014,11614.228648958428,-38.03953696367814,0.47867369731818776
1862,23774.6963,14980.541027504898,-36.98955882138903,0.46186974033492945
1863,29772.07905,19039.10858503089,-36.05045669448843,0.4470757994193644
1864,38211.10368,25154.75553176226,-34.16898987681305,0.4180791802057513
1865,59719.14575,40337.470546401004,-32.45470939041187,0.3923718411167769
1866,76728.63234,53093.36587870618,-30.803711392327703,0.36822295763986546
1867,157262.1132,116048.66066407143,-26.2068540841206,0.3039043324632704
1868,249653.5336,190644.9247340462,-23.636200143074525,0.2696614259678469
1869,322525.6114,245918.8789911482,-23.752139272388895,0.2711808269254785
1870,414754.6719,322222.1433496169,-22.310183542114093,0.2524459995219761
1871,9091.330946,5214.456017248753,-42.64364537798498,0.5558865443310808
1872,11579.01699,6432.187887281121,-44.44962043983389,0.5878798371595302
1873,14759.73318,8385.905568622764,-43.18389454366299,0.5653503536862754
1874,18834.04103,10940.147546818744,-41.91290371836499,0.5432266417774336
1875,23894.60827,14295.004193658386,-40.17477067575134,0.5137427189498744
1876,29746.44543,18225.660711607405,-38.729954291525566,0.4898791132335969
1877,38091.05198,23477.800936036805,-38.36399963864478,0.48392406470575544
1878,47242.29509,30195.618654821414,-36.083506109733726,0.44759273756347184
1879,59521.02472,38344.970124004176,-35.577436201094734,0.4397062446946425
1880,76571.67647,51072.17790805849,-33.30147612992639,0.40498736419485937
1881,96321.46686,63499.31036678919,-34.07564021104112,0.41666216499864106
1882,122712.0826,83866.11125205831,-31.65619108149802,0.38061920602085664
1883,156250.6077,109780.89256186014,-29.740502019269815,0.35297468434060875
1884,195086.2629,134205.44037258407,-31.207129411578848,0.3740700715865497
1885,249494.1248,178917.09810367788,-28.288051573518295,0.3325128075454007
1886,316368.8628,228971.75758874236,-27.625065386573066,0.32331015353676484
1887,405420.4239,298574.66890794,-26.354309919624157,0.30590456372758545
1888,518344.9478,385548.4288092861,-25.6193331398983,0.29597413194784394
1889,666541.3795,488291.9934461686,-26.742433633684314,0.31118864832220083
1890,11608.32078,6314.537708438644,-45.603349286160544,0.6088676017818706
1891,23850.92544,13514.969917023973,-43.3356581864189,0.5680250652667187
1892,37484.09325,22160.566398820007,-40.8800787816309,0.5256022419205983
1893,47191.9684,27852.622979978238,-40.98016267535422,0.5272965727521601
1894,59161.92564,35872.60879765487,-39.365379998042144,0.5003041688741874
1895,75794.35695,46788.01956774671,-38.269784914710975,0.48239666529726577
1896,95038.04615,59718.22408015112,-37.1638764691175,0.4646400624270246
1897,120335.2237,75827.11093574137,-36.9867702869934,0.4618254861979665
1898,153500.0641,100433.83881290842,-34.57081636951028,0.42420179417511683
1899,308801.6306,205577.59895675193,-33.427294876223385,0.40687552542256356
1900,392932.679,271346.59430369566,-30.9432356213631,0.3702413474459334
1901,500546.1704,342427.68831668457,-31.589190255308253,0.37963933664305394
1902,641243.141,438339.58801601053,-31.642218062179545,0.380414775051479
1903,19697.71358,11323.293212415492,-42.51468239485137,0.5536406167885417
1904,24833.30208,14322.478355746565,-42.32551792908177,0.550355362100051
1905,31089.49774,18427.333038605368,-40.72810956062307,0.5230350153135443
1906,38990.01046,23597.154150773968,-39.478974556874306,0.50217935333961
1907,61498.36516,37742.88715939135,-38.627820331165125,0.48821355337186034
1908,99026.83564,61446.42578302841,-37.94972303627937,0.4772252107902961
1909,125228.1109,79991.60731355389,-36.1232819542965,0.44821524082862396
1910,159050.196,102485.58868734483,-35.56399723811416,0.4394976599899074
1911,318175.1243,210516.34469637444,-33.83632829262812,0.4130386394218295
1912,405387.1722,270406.9850317552,-33.29661035787575,0.4049144151355133
1913,515178.924,351003.1298068986,-31.86772333743634,0.383719125313398
1914,658330.588,450920.3980185153,-31.5054766954691,0.37841639567489693
1915,23896.78533,12735.198941835319,-46.707480667503994,0.6293742149009045
1916,29802.37973,15727.981525568657,-47.225752882625066,0.6391468582507791
1917,37527.53302,20764.435820164526,-44.66879608340286,0.5918331704751552
1918,59563.27602,32939.236339364914,-44.69874973246155,0.5923746688991312
1919,76622.2216,43064.83009709697,-43.795899938906274,0.5761804769257868
1920,95404.06704,54654.570051701485,-42.71253653286447,0.5570883738639747
1921,120684.2811,67956.43961399952,-43.69072840754609,0.5743109824746693
1922,152880.1154,89579.78056219264,-41.40521131357504,0.5345244236254398
1923,191419.0296,111109.6202746737,-41.954767764284135,0.5439476132462229
1924,239889.7485,144013.22791768564,-39.96691029183948,0.5102742806475362
1925,305783.602,184394.27488321924,-39.6977883453609,0.5058014054045188
1926,386517.6583,237075.04796524544,-38.66385070013102,0.4888008056032973
1927,623033.3264,378077.48478696664,-39.316651490929516,0.4995008499539786
1928,6015.668219,11800.880037468156,96.16906398188706,-0.673806672777717
1929,8205.304124,16318.833210086907,98.88151570586326,-0.6875390629533502
1930,11216.05413,22691.10790306998,102.30918681443613,-0.7046269689905884
1931,15231.82066,31464.13961113655,106.56847473108675,-0.7254617682076532
1932,20143.41562,40454.03707891267,100.8300768949366,-0.6972889759461278
1933,26755.89258,54284.547137465495,102.88819360129713,-0.7074848708869848
1934,51103.27435,101555.29312050654,98.72560890123577,-0.6867548375058199
1935,70483.77819,141616.20184632062,100.92027624366573,-0.697738007786624
1936,97789.13189,194297.23002639454,98.69000396174242,-0.6865756551162203
1937,132243.2241,254038.87960765683,92.09973239578393,-0.6528444907390369
1938,180733.5162,343544.05041436,90.08319963973565,-0.6422916831660181
1939,246372.4285,466699.9596951269,89.42864773325351,-0.6388422385173858
1940,330066.832,614651.4058552346,86.22028821582248,-0.6217601321878945
1941,6515.720194,13105.641443145007,101.13880051530349,-0.6988250335785402
1942,9073.712854,18494.58367678835,103.82597481730215,-0.7120963791683703
1943,12077.01067,25556.500723714948,111.61280238990588,-0.7495880149536678
1944,15515.73375,32510.91740123792,109.53515911703448,-0.7397213632408963
1945,20678.15927,44135.15835690499,113.43852603426141,-0.7581786709538036
1946,28030.00899,59441.183668493504,112.062663589226,-0.7517116279759293
1947,53661.69174,108017.53530998332,101.29357052950658,-0.6995942064034413
1948,73106.03827,149268.93103086762,104.18139809406419,-0.713838619089822
1949,98971.49891,196665.65669110167,98.70938488053022,-0.6866731938611075
1950,135455.5318,260069.04289577322,91.99588192512137,-0.6523037375030114
1951,186018.043,354627.37755899853,90.64138716855467,-0.64522392315315
1952,4350.801415,8699.321962865204,99.94757593102429,-0.6928850258555261
1953,5775.911544,12151.776550592398,110.38716500455463,-0.7437792901846514
1954,8032.245708,16900.738700966864,110.41112679277194,-0.74389317747322
1955,10827.39028,22965.75218922364,112.1079188550654,-0.7519250103644506
1956,14062.5029,29773.533093244198,111.72285833444484,-0.7501079614511124
1957,18185.94919,39442.96975418563,116.88705572692535,-0.7742065515342826
1958,24695.45219,53351.30106501549,116.03694742880305,-0.7702792599793185
1959,34104.41637,72045.91525655039,111.25098425647208,-0.7478767394405725
1960,46765.97746,97401.5719998684,108.27442788548187,-0.7336863889502858
1961,64439.99632,129564.82063407336,101.06273748166062,-0.6984468001439872
1962,85867.56404,173586.6031184846,102.1561983959649,-0.7038704719880684
1963,117860.7297,230725.81493562256,95.76140036032932,-0.6717263865756298
1964,161486.4226,313797.9250993189,94.31845727153963,-0.6643281595611974
1965,219319.3404,405741.22707242623,85.00020396396663,-0.6151867415975527
1966,302027.6953,559480.3102990373,85.24139309254836,-0.6164896160698827
1967,409038.713,746059.5624857722,82.3933869276017,-0.6009956351155026
1968,554812.347,992796.9141360073,78.94282986027478,-0.5818961825825628
1969,3980.956151,8078.427886444547,102.92682411021481,-0.7076752557044426
1970,5260.252892,11002.458688696564,109.1621622494526,-0.7379396610554778
1971,7337.319432,15336.487724397024,109.02030866354986,-0.737261231894955
1972,9851.795412,20504.08692155982,108.12538287777247,-0.732970514397886
1973,12690.48837,26765.253380098853,110.9079855695014,-0.7462517650258995
1974,16625.71619,35255.950044650664,112.05672971764271,-0.7516836458950475
1975,21963.97732,47594.41144338515,116.69304584487317,-0.7733116308758063
1976,30432.30731,64112.94799635276,110.67396350616296,-0.745141555787157
1977,41808.74835,86945.66212026232,107.96045218192312,-0.7321777418947608
1978,56663.07654,116770.28158509891,106.07825892169411,-0.7230858083367657
1979,75987.65118,153424.73794771315,101.90746202205898,-0.7026392976475293
1980,103967.0999,203315.8058250724,95.55783129531383,-0.6706859619457557
1981,263653.3444,484380.96972658933,83.71887935990443,-0.6082365737334179
1982,486290.367,860406.546166055,76.93267326557077,-0.5705990971933712
1983,659733.3393,1164579.4023494993,76.52274532391505,-0.5682795507731395
1984,3616.438762,7540.129924019559,108.49599344106242,-0.7347496389561208
1985,6616.230885,14075.809463980142,112.74664848671077,-0.7549318280473507
1986,8778.098178,18904.212384866256,115.35658409750648,-0.767124998982462
1987,11377.50907,24640.25851951771,116.56988685237506,-0.7727431123780502
1988,19855.50628,43149.63086320832,117.31821014643155,-0.776192499633483
1989,26892.04576,58962.54642299907,119.25645579073665,-0.7850718897143416
1990,36969.5991,77800.8609944665,110.44550898163916,-0.7440565689277943
1991,66801.21384,138106.15137923637,106.74197883592886,-0.7263013507226201
1992,91045.72445,184785.73305098756,102.95926488285258,-0.7078351073159492
1993,165797.1449,323242.4942738269,94.96264213041154,-0.6676377754036871
1994,228349.2747,429072.9914893874,87.90206014584174,-0.6307506844257293
1995,313271.615,578343.8858931334,84.61420001079043,-0.6130980562576038
1996,425729.8925,755910.7799563493,77.5564256288039,-0.574118263277283
1997,576032.8481,1013501.363895548,75.94506411196937,-0.5650016245981178
1998,777226.7064,1353251.073265611,74.11278615652198,-0.5545330995398032
1999,3647.441651,6940.850989080977,90.29368124855515,-0.6433983836038095
2000,4806.783385,9444.132484284846,96.47510045399824,-0.6753655220453414
2001,6559.713664,13055.579180280583,99.02666258026143,-0.6882686125768895
2002,11097.40707,22054.543242316955,98.73600295277765,-0.6868071396715347
2003,19262.29021,39981.416698667585,107.5631519553748,-0.7302654541514677
2004,26161.97301,52862.78359400225,102.05962132059491,-0.7033926229158816
2005,35092.01528,71307.53742951197,103.20160258835944,-0.7090284164388727
2006,47161.57558,93737.63144517422,98.758481438279,-0.6869202405391359
2007,62416.13848,121635.9858139975,94.87906297338998,-0.667208990298306
2008,84680.27276,163722.55919031656,93.34203097613705,-0.6592906156799483
2009,14147.98845,21137.23791225353,49.40101193151264,-0.4014638599909848
2010,26623.27853,39662.867340081946,48.97814818482443,-0.39862945272456685
2011,35744.53357,52065.23832977245,45.65930263941181,-0.37610016519864686
2012,49434.76174,72605.02619477871,46.870387636622404,-0.3843802950921127
2013,68127.042,96626.92602904182,41.83343822419563,-0.34948321289299855
2014,92616.97347,129132.94886256556,39.426871797310056,-0.33237006131708036
2015,178035.4588,237840.0223555618,33.59137778432362,-0.28961553548932883
2016,241559.4558,322545.5679268533,33.52636801513001,-0.2891287855709912
2017,328661.2406,435576.4002194623,32.53050448671077,-0.28164265548225664
2018,438181.1068,569617.8852843873,29.99599399532743,-0.2623334485721287
2019,2704.899525,2833.753695457304,4.763732229843325,-0.04653745949488819
2020,3590.832559,4035.1085571059957,12.372506676549708,-0.11664911902962416
2021,4682.615279,5475.682277077061,16.936411616681564,-0.15646011060947984
2022,5764.070872,7039.167932093833,22.12146742136436,-0.19984599803112424
2023,7457.039582,9476.979669511808,27.087694322926648,-0.23970716866032582
2024,13170.77464,17248.363606718583,30.95937086596893,-0.26971694304651805
2025,17506.79369,23583.519577589257,34.710672869015,-0.2979591286547194
2026,22906.40522,31492.082717497404,37.48155773478194,-0.31831959655767506
2027,29969.86428,41947.33396838862,39.96504480796608,-0.33622252550288856
2028,40659.08252,56693.77936879877,39.43693722284899,-0.33244225014343876
2029,55712.5096,75211.0559210659,34.99850654917527,-0.30009352979044657
