月份,地区,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率
2016-05-01,东南亚,121.0,46.19019477334865,0.3817371468871789,18.0,121.0,120.0,59.0,117.0,104.0,0.1487603305785124,1.0,0.9917355371900827
2016-05-01,南亚,356.0,132.9295893019358,0.3733977227582466,58.0,356.0,342.0,610.0,335.0,851.0,0.16292134831460675,1.0,0.9606741573033708
2016-05-01,中亚,1.0,0.2830577741827755,0.2830577741827755,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2016-05-01,西欧,15.0,5.49930845605042,0.36662056373669466,1.0,15.0,15.0,68.0,15.0,7.0,0.06666666666666667,1.0,1.0
2016-05-01,东欧,13.0,4.74162354367026,0.36474027259001995,3.0,13.0,12.0,5.0,12.0,13.0,0.23076923076923078,1.0,0.9230769230769231
2016-05-01,中东与北非,639.0,304.98512691767974,0.47728501865051604,153.0,638.0,597.0,2039.0,580.0,2350.0,0.23943661971830985,0.9984350547730829,0.9342723004694836
2016-05-01,撒哈拉以南非洲,190.0,92.27058092856419,0.4856346364661273,61.0,190.0,163.0,368.0,148.0,241.0,0.32105263157894737,1.0,0.8578947368421053
2016-05-01,大洋洲,2.0,1.3503532680726147,0.6751766340363073,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
2016-06-01,北美,6.0,2.6204936221726016,0.43674893702876694,0.0,6.0,6.0,51.0,6.0,53.0,0.0,1.0,1.0
2016-06-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-06-01,南美,11.0,3.986136148465667,0.3623760134968788,0.0,11.0,11.0,5.0,11.0,2.0,0.0,1.0,1.0
2016-06-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-06-01,东南亚,83.0,35.42206106623685,0.42677182007514275,22.0,83.0,81.0,42.0,81.0,73.0,0.26506024096385544,1.0,0.9759036144578314
2016-06-01,南亚,298.0,124.3578101193651,0.41730808764887617,65.0,298.0,290.0,717.0,280.0,818.0,0.2181208053691275,1.0,0.9731543624161074
2016-06-01,中亚,4.0,2.385872253460609,0.5964680633651522,2.0,4.0,4.0,10.0,4.0,11.0,0.5,1.0,1.0
2016-06-01,西欧,21.0,9.005778886207414,0.4288466136289245,1.0,21.0,21.0,5.0,21.0,7.0,0.047619047619047616,1.0,1.0
2016-06-01,东欧,8.0,3.628181411415523,0.4535226764269404,1.0,8.0,8.0,9.0,8.0,7.0,0.125,1.0,1.0
2016-06-01,中东与北非,528.0,244.60781479351664,0.4632723765028724,100.0,527.0,497.0,1817.0,484.0,2445.0,0.1893939393939394,0.9981060606060606,0.9412878787878788
2016-06-01,撒哈拉以南非洲,196.0,95.23104789723115,0.48587269335322014,62.0,192.0,158.0,685.0,136.0,368.0,0.3163265306122449,0.9795918367346939,0.8061224489795918
2016-06-01,大洋洲,1.0,0.6751766340363073,0.6751766340363073,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-07-01,北美,14.0,8.891937701328382,0.6351384072377416,1.0,14.0,14.0,11.0,14.0,16.0,0.07142857142857142,1.0,1.0
2016-07-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-07-01,南美,14.0,4.783112246998355,0.3416508747855968,2.0,14.0,14.0,8.0,14.0,31.0,0.14285714285714285,1.0,1.0
2016-07-01,东亚,1.0,0.7573420479339339,0.7573420479339339,1.0,1.0,1.0,19.0,1.0,26.0,1.0,1.0,1.0
2016-07-01,东南亚,66.0,25.60493456422729,0.3879535540034438,10.0,66.0,63.0,51.0,63.0,93.0,0.15151515151515152,1.0,0.9545454545454546
2016-07-01,南亚,265.0,104.8207142525889,0.39554986510410906,51.0,264.0,261.0,773.0,256.0,788.0,0.19245283018867926,0.9962264150943396,0.9849056603773585
2016-07-01,中亚,2.0,1.5235739535113584,0.7617869767556792,2.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0
2016-07-01,西欧,33.0,15.768532423695552,0.47783431586956215,1.0,33.0,33.0,102.0,33.0,483.0,0.030303030303030304,1.0,1.0
2016-07-01,东欧,5.0,2.450561871017744,0.4901123742035488,0.0,5.0,5.0,1.0,5.0,0.0,0.0,1.0,1.0
2016-07-01,中东与北非,510.0,237.2466407884914,0.46518949174213997,108.0,508.0,495.0,1645.0,488.0,2168.0,0.21176470588235294,0.996078431372549,0.9705882352941176
2016-07-01,撒哈拉以南非洲,203.0,106.66750265563584,0.5254556781065806,69.0,200.0,176.0,316.0,166.0,241.0,0.3399014778325123,0.9852216748768473,0.8669950738916257
2016-07-01,大洋洲,1.0,0.6688730168122955,0.6688730168122955,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-08-01,北美,11.0,6.663590986809158,0.6057809988008326,4.0,11.0,11.0,3.0,11.0,4.0,0.36363636363636365,1.0,1.0
2016-08-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-08-01,南美,17.0,8.098640645379042,0.4763906261987672,7.0,14.0,17.0,13.0,17.0,40.0,0.4117647058823529,0.8235294117647058,1.0
2016-08-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-08-01,东南亚,127.0,67.45226901116867,0.531120228434399,50.0,127.0,125.0,39.0,125.0,116.0,0.3937007874015748,1.0,0.984251968503937
2016-08-01,南亚,343.0,137.08404394339323,0.399661935695024,68.0,341.0,330.0,727.0,326.0,907.0,0.19825072886297376,0.9941690962099126,0.9620991253644315
2016-08-01,中亚,2.0,1.0242945931819074,0.5121472965909537,1.0,2.0,2.0,2.0,2.0,3.0,0.5,1.0,1.0
2016-08-01,西欧,18.0,8.169957935163728,0.45388655195354044,0.0,18.0,18.0,1.0,18.0,4.0,0.0,1.0,1.0
2016-08-01,东欧,17.0,5.1989713575649725,0.30582184456264544,1.0,17.0,17.0,8.0,17.0,5.0,0.058823529411764705,1.0,1.0
2016-08-01,中东与北非,483.0,234.30776255225774,0.48510923923862886,120.0,482.0,453.0,1266.0,444.0,1885.0,0.2484472049689441,0.9979296066252588,0.937888198757764
2016-08-01,撒哈拉以南非洲,144.0,72.24901606598544,0.50172927823601,50.0,142.0,130.0,633.0,118.0,332.0,0.3472222222222222,0.9861111111111112,0.9027777777777778
2016-08-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-09-01,北美,11.0,7.077997752238094,0.643454341112554,3.0,11.0,11.0,3.0,11.0,44.0,0.2727272727272727,1.0,1.0
2016-09-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-09-01,南美,16.0,7.124556063168044,0.44528475394800276,3.0,16.0,16.0,5.0,16.0,27.0,0.1875,1.0,1.0
2016-09-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-09-01,东南亚,35.0,16.932953075548827,0.48379865930139504,13.0,35.0,33.0,37.0,33.0,107.0,0.37142857142857144,1.0,0.9428571428571428
2016-09-01,南亚,288.0,117.90063030860378,0.40937718857154093,68.0,288.0,272.0,849.0,267.0,834.0,0.2361111111111111,1.0,0.9444444444444444
2016-09-01,中亚,1.0,0.1804867079469417,0.1804867079469417,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-09-01,西欧,17.0,8.76765932403626,0.51574466611978,2.0,17.0,17.0,1.0,17.0,9.0,0.11764705882352941,1.0,1.0
2016-09-01,东欧,14.0,6.340189264954835,0.4528706617824882,4.0,14.0,14.0,7.0,14.0,10.0,0.2857142857142857,1.0,1.0
2016-09-01,中东与北非,518.0,286.4334434270059,0.5529603154961504,219.0,515.0,489.0,1033.0,489.0,1385.0,0.42277992277992277,0.9942084942084942,0.944015444015444
2016-09-01,撒哈拉以南非洲,143.0,73.92588396974513,0.5169642235646512,52.0,143.0,127.0,394.0,111.0,200.0,0.36363636363636365,1.0,0.8881118881118881
2016-09-01,大洋洲,2.0,0.928129033155872,0.464064516577936,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
2016-10-01,北美,7.0,4.952288311749841,0.707469758821406,3.0,7.0,7.0,0.0,7.0,0.0,0.42857142857142855,1.0,1.0
2016-10-01,中美洲与加勒比,1.0,0.3531381317865172,0.3531381317865172,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
2016-10-01,南美,9.0,5.340341957967962,0.5933713286631069,6.0,8.0,8.0,3.0,8.0,2.0,0.6666666666666666,0.8888888888888888,0.8888888888888888
2016-10-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-10-01,东南亚,53.0,20.083173007274482,0.3789277925900846,6.0,53.0,52.0,63.0,51.0,43.0,0.11320754716981132,1.0,0.9811320754716981
2016-10-01,南亚,332.0,143.10024207112042,0.4310248255154229,70.0,332.0,313.0,1025.0,311.0,1094.0,0.21084337349397592,1.0,0.9427710843373494
2016-10-01,中亚,3.0,1.7058245219905799,0.5686081739968599,0.0,3.0,3.0,1.0,3.0,6.0,0.0,1.0,1.0
2016-10-01,西欧,21.0,10.083618543397817,0.4801723115903722,0.0,21.0,21.0,2.0,20.0,16.0,0.0,1.0,1.0
2016-10-01,东欧,12.0,3.091037894299305,0.25758649119160876,0.0,12.0,12.0,19.0,12.0,7.0,0.0,1.0,1.0
2016-10-01,中东与北非,524.0,239.20273542433975,0.45649376989377816,118.0,516.0,503.0,1981.0,479.0,1629.0,0.22519083969465647,0.9847328244274809,0.9599236641221374
2016-10-01,撒哈拉以南非洲,178.0,91.61989838838561,0.5147185302718292,68.0,177.0,158.0,560.0,149.0,383.0,0.38202247191011235,0.9943820224719101,0.8876404494382022
2016-10-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-11-01,北美,4.0,2.4495359640199115,0.6123839910049779,0.0,4.0,4.0,1.0,4.0,11.0,0.0,1.0,1.0
2016-11-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-11-01,南美,16.0,7.429994594388539,0.4643746621492837,5.0,16.0,15.0,10.0,15.0,21.0,0.3125,1.0,0.9375
2016-11-01,东亚,3.0,1.0927769218142507,0.36425897393808354,0.0,3.0,3.0,0.0,3.0,10.0,0.0,1.0,1.0
2016-11-01,东南亚,128.0,59.83757873291402,0.46748108385089077,40.0,128.0,123.0,61.0,121.0,98.0,0.3125,1.0,0.9609375
2016-11-01,南亚,271.0,119.13493515432835,0.43961230684254005,68.0,271.0,262.0,452.0,264.0,600.0,0.25092250922509224,1.0,0.966789667896679
2016-11-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-11-01,西欧,21.0,11.47608202948452,0.5464800966421199,2.0,21.0,21.0,0.0,21.0,18.0,0.09523809523809523,1.0,1.0
2016-11-01,东欧,3.0,1.548089948236343,0.5160299827454476,1.0,3.0,3.0,0.0,3.0,0.0,0.3333333333333333,1.0,1.0
2016-11-01,中东与北非,447.0,222.90414836100152,0.4986669985704732,123.0,446.0,411.0,1196.0,406.0,1817.0,0.2751677852348993,0.9977628635346756,0.9194630872483222
2016-11-01,撒哈拉以南非洲,220.0,119.25234537357042,0.542056115334411,87.0,220.0,189.0,754.0,174.0,415.0,0.39545454545454545,1.0,0.8590909090909091
2016-11-01,大洋洲,1.0,0.6751766340363073,0.6751766340363073,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-12-01,北美,5.0,2.347450960897545,0.469490192179509,0.0,5.0,5.0,1.0,5.0,1.0,0.0,1.0,1.0
2016-12-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-12-01,南美,11.0,4.384292183714502,0.3985720167013183,0.0,11.0,11.0,7.0,11.0,15.0,0.0,1.0,1.0
2016-12-01,东亚,2.0,1.4556982471364543,0.7278491235682272,1.0,2.0,2.0,5.0,2.0,3.0,0.5,1.0,1.0
2016-12-01,东南亚,68.0,24.228392275329735,0.35629988640190785,7.0,68.0,67.0,53.0,68.0,111.0,0.10294117647058823,1.0,0.9852941176470589
2016-12-01,南亚,263.0,117.40413785668633,0.4464035659950051,63.0,263.0,256.0,348.0,252.0,377.0,0.23954372623574144,1.0,0.973384030418251
2016-12-01,中亚,1.0,0.2402602756465563,0.2402602756465563,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2016-12-01,西欧,22.0,7.591613364301745,0.3450733347409884,3.0,22.0,22.0,16.0,22.0,65.0,0.13636363636363635,1.0,1.0
2016-12-01,东欧,9.0,3.9607470950788777,0.44008301056431975,0.0,9.0,9.0,36.0,9.0,19.0,0.0,1.0,1.0
2016-12-01,中东与北非,391.0,211.04964734159654,0.5397689190322162,165.0,388.0,354.0,1821.0,349.0,1241.0,0.4219948849104859,0.9923273657289002,0.9053708439897699
2016-12-01,撒哈拉以南非洲,150.0,73.10315919367127,0.48735439462447516,46.0,149.0,131.0,423.0,111.0,445.0,0.30666666666666664,0.9933333333333333,0.8733333333333333
2016-12-01,大洋洲,1.0,0.6751766340363073,0.6751766340363073,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-01-01,北美,11.0,5.482126992999074,0.498375181181734,0.0,11.0,11.0,13.0,11.0,28.0,0.0,1.0,1.0
2017-01-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-01-01,南美,22.0,11.369272103418604,0.5167850956099366,10.0,15.0,22.0,8.0,22.0,12.0,0.45454545454545453,0.6818181818181818,1.0
2017-01-01,东亚,2.0,1.6208865035901452,0.8104432517950726,2.0,2.0,2.0,0.0,2.0,6.0,1.0,1.0,1.0
2017-01-01,东南亚,58.0,23.653559470978426,0.4078199908789384,10.0,58.0,57.0,48.0,57.0,28.0,0.1724137931034483,1.0,0.9827586206896551
2017-01-01,南亚,251.0,98.81770917191119,0.3936960524777338,48.0,251.0,241.0,466.0,238.0,614.0,0.19123505976095617,1.0,0.9601593625498008
2017-01-01,中亚,2.0,0.999707072676986,0.499853536338493,1.0,2.0,2.0,0.0,2.0,0.0,0.5,1.0,1.0
2017-01-01,西欧,24.0,9.075206194807203,0.3781335914503001,4.0,24.0,24.0,0.0,24.0,8.0,0.16666666666666666,1.0,1.0
2017-01-01,东欧,9.0,4.105798183041552,0.456199798115728,3.0,9.0,9.0,26.0,9.0,19.0,0.3333333333333333,1.0,1.0
2017-01-01,中东与北非,336.0,154.3513730568073,0.4593790864785931,92.0,336.0,300.0,1125.0,303.0,946.0,0.27380952380952384,1.0,0.8928571428571429
2017-01-01,撒哈拉以南非洲,164.0,74.8665306486436,0.456503235662461,41.0,160.0,151.0,589.0,137.0,492.0,0.25,0.975609756097561,0.9207317073170732
2017-01-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-02-01,北美,8.0,5.26322742028535,0.6579034275356688,2.0,8.0,8.0,1.0,8.0,2.0,0.25,1.0,1.0
2017-02-01,中美洲与加勒比,1.0,0.3657366770399814,0.3657366770399814,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
2017-02-01,南美,15.0,5.188928882490721,0.3459285921660481,3.0,15.0,15.0,4.0,15.0,29.0,0.2,1.0,1.0
2017-02-01,东亚,1.0,0.6229050287802349,0.6229050287802349,0.0,1.0,1.0,8.0,1.0,5.0,0.0,1.0,1.0
2017-02-01,东南亚,78.0,34.545131423492464,0.4428863003011854,15.0,78.0,75.0,48.0,75.0,69.0,0.19230769230769232,1.0,0.9615384615384616
2017-02-01,南亚,247.0,105.16561928538418,0.4257717379975068,57.0,247.0,239.0,615.0,233.0,847.0,0.23076923076923078,1.0,0.9676113360323887
2017-02-01,中亚,1.0,0.4109546725769792,0.4109546725769792,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0
2017-02-01,西欧,21.0,8.320672166579229,0.3962224841228204,0.0,21.0,21.0,0.0,21.0,19.0,0.0,1.0,1.0
2017-02-01,东欧,6.0,4.048567241549954,0.6747612069249923,4.0,6.0,6.0,0.0,6.0,2.0,0.6666666666666666,1.0,1.0
2017-02-01,中东与北非,364.0,162.18784634542823,0.44557100644348413,83.0,364.0,342.0,1001.0,340.0,887.0,0.22802197802197802,1.0,0.9395604395604396
2017-02-01,撒哈拉以南非洲,137.0,62.82726495195333,0.45859317483177614,34.0,136.0,113.0,343.0,105.0,243.0,0.24817518248175183,0.9927007299270073,0.8248175182481752
2017-02-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-03-01,北美,10.0,3.6297918890665133,0.3629791889066513,0.0,10.0,10.0,6.0,10.0,2.0,0.0,1.0,1.0
2017-03-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-03-01,南美,15.0,5.1657640410213,0.34438426940142003,1.0,15.0,15.0,13.0,15.0,11.0,0.06666666666666667,1.0,1.0
2017-03-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-03-01,东南亚,96.0,42.24908109427323,0.4400945947320128,18.0,96.0,90.0,93.0,87.0,65.0,0.1875,1.0,0.9375
2017-03-01,南亚,293.0,124.21631148831189,0.4239464555915082,62.0,291.0,286.0,545.0,284.0,759.0,0.21160409556313994,0.9931740614334471,0.9761092150170648
2017-03-01,中亚,2.0,0.6254847196103543,0.3127423598051772,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0
2017-03-01,西欧,31.0,16.405957733744724,0.5292244430240234,5.0,31.0,31.0,8.0,31.0,54.0,0.16129032258064516,1.0,1.0
2017-03-01,东欧,12.0,6.52701550087737,0.5439179584064475,4.0,12.0,12.0,15.0,12.0,9.0,0.3333333333333333,1.0,1.0
2017-03-01,中东与北非,342.0,148.59739680059585,0.434495312282444,72.0,337.0,318.0,1259.0,309.0,829.0,0.21052631578947367,0.9853801169590644,0.9298245614035088
2017-03-01,撒哈拉以南非洲,160.0,81.32548462670825,0.5082842789169265,48.0,159.0,136.0,523.0,120.0,253.0,0.3,0.99375,0.85
2017-03-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-04-01,北美,10.0,6.144459205769812,0.6144459205769812,2.0,10.0,10.0,4.0,10.0,3.0,0.2,1.0,1.0
2017-04-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-04-01,南美,13.0,5.700786150606052,0.4385220115850809,2.0,13.0,12.0,8.0,12.0,9.0,0.15384615384615385,1.0,0.9230769230769231
2017-04-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-04-01,东南亚,118.0,60.05659223750035,0.5089541715042403,50.0,118.0,118.0,34.0,118.0,87.0,0.423728813559322,1.0,1.0
2017-04-01,南亚,230.0,94.70283739868061,0.4117514669507853,44.0,230.0,226.0,638.0,217.0,390.0,0.19130434782608696,1.0,0.9826086956521739
2017-04-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-04-01,西欧,16.0,8.798680868629269,0.5499175542893293,3.0,16.0,16.0,7.0,16.0,17.0,0.1875,1.0,1.0
2017-04-01,东欧,9.0,4.4112301533983524,0.49013668371092806,2.0,9.0,9.0,28.0,9.0,69.0,0.2222222222222222,1.0,1.0
2017-04-01,中东与北非,297.0,123.46514334777247,0.41570755335950327,49.0,296.0,280.0,885.0,276.0,762.0,0.16498316498316498,0.9966329966329966,0.9427609427609428
2017-04-01,撒哈拉以南非洲,171.0,87.96780988183802,0.5144316367358949,62.0,170.0,158.0,537.0,147.0,348.0,0.36257309941520466,0.9941520467836257,0.9239766081871345
2017-04-01,大洋洲,1.0,0.2484717284362559,0.2484717284362559,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2017-05-01,北美,12.0,4.542949162887111,0.37857909690725927,0.0,12.0,12.0,9.0,12.0,4.0,0.0,1.0,1.0
2017-05-01,中美洲与加勒比,1.0,0.3613045957339945,0.3613045957339945,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
2017-05-01,南美,16.0,8.79418956316486,0.5496368476978037,9.0,16.0,16.0,4.0,16.0,8.0,0.5625,1.0,1.0
2017-05-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-05-01,东南亚,93.0,42.08818413797669,0.4525611197631902,23.0,93.0,92.0,59.0,87.0,186.0,0.24731182795698925,1.0,0.989247311827957
2017-05-01,南亚,400.0,181.2366717101337,0.4530916792753342,107.0,399.0,376.0,916.0,353.0,1193.0,0.2675,0.9975,0.94
2017-05-01,中亚,1.0,0.6931608632071383,0.6931608632071383,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-05-01,西欧,23.0,12.669395761811327,0.5508432939917968,3.0,23.0,23.0,23.0,23.0,127.0,0.13043478260869565,1.0,1.0
2017-05-01,东欧,11.0,5.355091939837359,0.48682653998521447,4.0,11.0,11.0,7.0,11.0,4.0,0.36363636363636365,1.0,1.0
2017-05-01,中东与北非,357.0,155.85790900176394,0.43657677591530514,78.0,356.0,345.0,1147.0,337.0,864.0,0.2184873949579832,0.9971988795518207,0.9663865546218487
2017-05-01,撒哈拉以南非洲,167.0,86.06848762250661,0.5153801654042311,54.0,166.0,144.0,769.0,122.0,390.0,0.32335329341317365,0.9940119760479041,0.8622754491017964
2017-05-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-06-01,北美,9.0,3.9923121891259257,0.443590243236214,0.0,9.0,9.0,9.0,9.0,11.0,0.0,1.0,1.0
2017-06-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-06-01,南美,14.0,6.9687163877263405,0.4977654562661672,4.0,14.0,14.0,9.0,14.0,16.0,0.2857142857142857,1.0,1.0
2017-06-01,东亚,1.0,0.7979040483402524,0.7979040483402524,1.0,1.0,1.0,8.0,1.0,65.0,1.0,1.0,1.0
2017-06-01,东南亚,81.0,32.29202700601136,0.3986670000742143,14.0,81.0,80.0,74.0,78.0,70.0,0.1728395061728395,1.0,0.9876543209876543
2017-06-01,南亚,330.0,136.52919127323972,0.41372482204012034,49.0,330.0,319.0,577.0,316.0,950.0,0.1484848484848485,1.0,0.9666666666666667
2017-06-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-06-01,西欧,41.0,21.540303297250407,0.5253732511524489,1.0,41.0,41.0,16.0,41.0,69.0,0.024390243902439025,1.0,1.0
2017-06-01,东欧,10.0,5.586284529041827,0.5586284529041827,3.0,10.0,10.0,2.0,10.0,8.0,0.3,1.0,1.0
2017-06-01,中东与北非,396.0,164.11244048310922,0.4144253547553263,78.0,395.0,369.0,1204.0,363.0,758.0,0.19696969696969696,0.9974747474747475,0.9318181818181818
2017-06-01,撒哈拉以南非洲,194.0,94.31658270390069,0.48616795208196234,58.0,194.0,166.0,605.0,158.0,356.0,0.29896907216494845,1.0,0.8556701030927835
2017-06-01,大洋洲,1.0,0.3354069007365625,0.3354069007365625,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0
2017-07-01,北美,8.0,4.683292974228391,0.5854116217785489,1.0,8.0,8.0,3.0,8.0,1.0,0.125,1.0,1.0
2017-07-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-07-01,南美,19.0,9.824413882751236,0.517074414881644,5.0,18.0,19.0,4.0,19.0,43.0,0.2631578947368421,0.9473684210526315,1.0
2017-07-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-07-01,东南亚,83.0,35.98334128414326,0.4335342323390754,17.0,83.0,82.0,68.0,80.0,127.0,0.20481927710843373,1.0,0.9879518072289156
2017-07-01,南亚,294.0,140.17448151557085,0.47678395073323415,89.0,294.0,283.0,785.0,278.0,796.0,0.30272108843537415,1.0,0.9625850340136054
2017-07-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-07-01,西欧,22.0,10.210732307083289,0.46412419577651315,1.0,22.0,22.0,1.0,22.0,17.0,0.045454545454545456,1.0,1.0
2017-07-01,东欧,7.0,3.9234556012993043,0.560493657328472,3.0,7.0,7.0,1.0,7.0,9.0,0.42857142857142855,1.0,1.0
2017-07-01,中东与北非,358.0,151.91209931578328,0.42433547294911533,65.0,358.0,337.0,954.0,325.0,564.0,0.18156424581005587,1.0,0.9413407821229051
2017-07-01,撒哈拉以南非洲,194.0,93.8514228503713,0.4837702208782026,56.0,193.0,178.0,412.0,168.0,348.0,0.28865979381443296,0.9948453608247423,0.9175257731958762
2017-07-01,大洋洲,9.0,4.305035673305036,0.4783372970338929,0.0,9.0,9.0,0.0,8.0,3.0,0.0,1.0,1.0
2017-08-01,北美,7.0,3.763193177703562,0.5375990253862232,1.0,7.0,7.0,4.0,7.0,29.0,0.14285714285714285,1.0,1.0
2017-08-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-08-01,南美,12.0,5.605115161413813,0.4670929301178177,2.0,12.0,12.0,6.0,12.0,10.0,0.16666666666666666,1.0,1.0
2017-08-01,东亚,1.0,0.7084473654046662,0.7084473654046662,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2017-08-01,东南亚,128.0,51.661696234502344,0.40360700183204956,23.0,128.0,126.0,218.0,97.0,134.0,0.1796875,1.0,0.984375
2017-08-01,南亚,278.0,121.1593891070123,0.4358251406727061,68.0,277.0,263.0,851.0,259.0,829.0,0.2446043165467626,0.9964028776978417,0.9460431654676259
2017-08-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-08-01,西欧,22.0,9.776798730485392,0.4443999422947906,2.0,22.0,22.0,24.0,22.0,131.0,0.09090909090909091,1.0,1.0
2017-08-01,东欧,12.0,4.685287333181384,0.39044061109844863,1.0,12.0,11.0,7.0,11.0,16.0,0.08333333333333333,1.0,0.9166666666666666
2017-08-01,中东与北非,338.0,146.43390865331327,0.43323641613406294,76.0,336.0,317.0,578.0,314.0,565.0,0.22485207100591717,0.9940828402366864,0.9378698224852071
2017-08-01,撒哈拉以南非洲,170.0,90.76498773147918,0.5339116925381129,62.0,169.0,150.0,457.0,127.0,731.0,0.36470588235294116,0.9941176470588236,0.8823529411764706
2017-08-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-09-01,北美,7.0,3.0474440127967086,0.4353491446852441,0.0,7.0,7.0,3.0,7.0,13.0,0.0,1.0,1.0
2017-09-01,中美洲与加勒比,1.0,0.6839188209122856,0.6839188209122856,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-09-01,南美,15.0,8.043242188360544,0.536216145890703,6.0,14.0,15.0,11.0,15.0,3.0,0.4,0.9333333333333333,1.0
2017-09-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-09-01,东南亚,81.0,36.18174557328782,0.4466882169541706,19.0,81.0,78.0,50.0,78.0,61.0,0.2345679012345679,1.0,0.9629629629629629
2017-09-01,南亚,249.0,110.17346544893469,0.4424637166623883,56.0,248.0,244.0,492.0,237.0,592.0,0.2248995983935743,0.9959839357429718,0.9799196787148594
2017-09-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-09-01,西欧,30.0,12.952347643736122,0.43174492145787075,3.0,30.0,30.0,0.0,30.0,46.0,0.1,1.0,1.0
2017-09-01,东欧,10.0,6.010551172495619,0.601055117249562,2.0,10.0,10.0,3.0,10.0,12.0,0.2,1.0,1.0
2017-09-01,中东与北非,282.0,118.42699221258343,0.41995387309426746,49.0,280.0,268.0,834.0,268.0,532.0,0.17375886524822695,0.9929078014184397,0.950354609929078
