eventid,iyear,imonth,iday,地区,country_txt,latitude,longitude,坐标状态,specificity,危害等级,危害得分,数据完整率
201504130016,2015,4,13,中东与北非,Egypt,29.849805,31.335283,有效,3.0,4,0.3446349124002763,0.8
201504130017,2015,4,12,中东与北非,Egypt,30.577668,31.503943,有效,1.0,1,0.8053272588442093,0.8
201504130018,2015,4,13,中东与北非,Egypt,29.997915,30.963032,有效,1.0,1,0.8271815866265688,0.6
201504130019,2015,4,13,中东与北非,Egypt,29.997915,30.963032,有效,1.0,1,0.8271815866265688,0.6
201504130020,2015,4,13,中东与北非,Iraq,33.669689,44.381317,有效,1.0,3,0.4846959572223286,0.8
201504130026,2015,4,13,东南亚,Thailand,6.39146,101.517296,有效,1.0,4,0.2542038512408258,0.8
201504130028,2015,4,13,东南亚,Thailand,6.451714,101.10463,有效,1.0,4,0.3534096466611908,0.8
201504130030,2015,4,13,南亚,Afghanistan,34.353756,67.91022,有效,3.0,3,0.4398520793042597,0.8
201504130031,2015,4,13,南亚,Afghanistan,33.907019,68.649436,有效,3.0,4,0.2460006622809545,0.8
201504130034,2015,4,13,南亚,Pakistan,29.041033,67.82389,有效,1.0,4,0.3093906935318008,0.8
201504130037,2015,4,13,东欧,Ukraine,48.392815,37.844547,有效,1.0,3,0.3899085553037797,0.4
201504130047,2015,4,13,南亚,Pakistan,33.031326,70.24588,有效,1.0,1,0.7744395579433079,0.6
201504130048,2015,4,13,南亚,Pakistan,33.173841,70.401759,有效,1.0,1,0.7744445219344844,0.6
201504130050,2015,4,13,南亚,Pakistan,32.519192,70.025515,有效,1.0,4,0.34807023497563,0.8
201504130051,2015,4,13,南亚,India,18.679474,82.129017,有效,1.0,4,0.3176623688021016,1.0
201504130052,2015,4,13,南亚,India,18.242918,81.92232,有效,2.0,5,0.1911745762152198,1.0
201504130057,2015,4,13,撒哈拉以南非洲,Nigeria,6.901447,11.268253,有效,3.0,5,0.2169073395093602,0.6
201504130059,2015,4,13,中东与北非,Yemen,15.223084,43.193356,有效,3.0,4,0.2641736333533283,0.8
201504130060,2015,4,12,撒哈拉以南非洲,Somalia,2.329649,41.505015,有效,4.0,4,0.282643023215434,0.6
201504130061,2015,4,13,中东与北非,Yemen,13.586484,44.024105,有效,1.0,3,0.3885239137497925,0.6
201504130062,2015,4,13,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.684406482775501,0.4
201504130063,2015,4,13,撒哈拉以南非洲,Sudan,11.940378,30.019955,有效,3.0,1,0.7238462249218522,0.8
201504130064,2015,4,13,撒哈拉以南非洲,Sudan,11.940378,30.019955,有效,3.0,1,0.7238462249218522,0.8
201504130065,2015,4,13,撒哈拉以南非洲,Sudan,11.940378,30.019955,有效,3.0,1,0.7238462249218522,0.8
201504130069,2015,4,13,中东与北非,Syria,36.201721,37.14352,有效,1.0,3,0.4564502434199655,0.4
201504130070,2015,4,13,撒哈拉以南非洲,Sudan,12.161509,31.303983,有效,1.0,5,0.2297742270941918,0.4
201504130072,2015,4,13,撒哈拉以南非洲,Sudan,12.164722,31.302778,有效,1.0,5,0.2297742270941918,0.4
201504130073,2015,4,13,撒哈拉以南非洲,South Sudan,4.855349,31.567781,有效,1.0,4,0.3661049919396194,0.8
201504130075,2015,4,13,撒哈拉以南非洲,Sudan,12.050744,29.660196,有效,1.0,4,0.2602966954721441,0.4
201504130076,2015,4,12,东南亚,Philippines,6.191554,124.793732,有效,1.0,5,0.1136537588439887,1.0
201504130077,2015,4,13,东南亚,Philippines,13.796261,121.067005,有效,1.0,5,0.2360740948651284,0.8
201504130078,2015,4,13,中东与北非,Yemen,14.536389,46.833056,有效,1.0,4,0.2688268677486308,0.6
201504130079,2015,4,13,中东与北非,Yemen,13.663726,45.910676,有效,4.0,4,0.268621538092298,0.6
201504130080,2015,4,13,中东与北非,Yemen,13.381146,43.639068,有效,4.0,3,0.4553527343595531,0.6
201504130081,2015,4,13,中东与北非,Yemen,13.584512,44.018015,有效,4.0,3,0.4553527343595531,0.6
201504130082,2015,4,13,中东与北非,Yemen,14.377873,46.837394,有效,1.0,4,0.2607825223079374,0.8
201504130084,2015,4,13,中东与北非,Yemen,13.804983,44.775642,有效,4.0,3,0.452196309847148,0.6
201504130085,2015,4,13,中东与北非,Yemen,12.825647,44.846416,有效,1.0,4,0.2920962322707269,0.8
201504130086,2015,4,13,中东与北非,Yemen,13.063399,44.880882,有效,1.0,1,0.7910270460758011,0.6
201504130088,2015,4,13,南亚,Pakistan,24.891115,67.143311,有效,1.0,2,0.7103580674165808,0.8
201504130089,2015,4,13,南亚,Pakistan,24.891115,67.143311,有效,1.0,2,0.6991377862944849,0.8
201504130090,2015,4,13,南亚,India,32.559078,75.098517,有效,3.0,5,0.1761575589864727,0.8
201504130091,2015,4,13,南亚,Pakistan,26.466384,67.846322,有效,1.0,2,0.7074347791029543,0.8
201504130092,2015,4,13,中东与北非,Syria,36.201721,37.14352,有效,1.0,1,0.7514386892972391,0.4
201504130095,2015,4,13,南亚,India,23.808091,85.823025,有效,1.0,5,0.2053193122421252,0.8
201504130096,2015,4,13,中东与北非,Lebanon,34.184605,36.424011,有效,1.0,5,0.1155056056791838,1.0
201504130097,2015,4,13,中东与北非,Egypt,31.250196,34.24128,有效,1.0,1,0.7626584395497167,0.8
201504130098,2015,4,13,中东与北非,Egypt,31.212225,34.117065,有效,1.0,1,0.7304636112284819,0.6
201504130099,2015,4,13,西欧,Greece,37.99749,23.762728,有效,1.0,2,0.6626188009580551,0.8
201504140001,2015,4,14,撒哈拉以南非洲,Somalia,2.059819,45.326115,有效,1.0,1,0.7835260809793545,0.4
201504140002,2015,4,14,南亚,Pakistan,28.989147,68.011421,有效,1.0,1,0.7460639687531858,0.8
201504140005,2015,4,14,中东与北非,Iraq,33.126019,44.685215,有效,1.0,2,0.698549656479911,0.4
201504140006,2015,4,14,中东与北非,Iraq,33.057991,44.354839,有效,1.0,1,0.7287295083671625,0.4
201504140007,2015,4,14,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7461387329498883,0.4
201504140008,2015,4,14,东南亚,Philippines,7.823071,126.055367,有效,1.0,5,0.2262812523234272,0.8
201504140009,2015,4,14,东南亚,Philippines,7.823071,126.055367,有效,1.0,4,0.2611348970691685,0.8
201504140012,2015,4,14,东南亚,Philippines,7.731239,125.992616,有效,1.0,5,0.1624823069492919,0.8
201504140013,2015,4,14,东南亚,Philippines,16.992113,120.733804,有效,1.0,5,0.1581905206583221,0.8
201504140014,2015,4,14,中东与北非,Iraq,33.420948,43.295662,有效,1.0,5,0.1612329259618711,0.8
201504140015,2015,4,14,中东与北非,Iraq,33.35,43.783333,有效,3.0,4,0.2495916467096581,0.8
201504140016,2015,4,14,中东与北非,Iraq,33.456112,43.345947,有效,1.0,5,0.1927555276001213,0.8
201504140017,2015,4,14,中东与北非,Iraq,33.453425,43.859141,有效,2.0,5,0.1927555276001213,0.8
201504140018,2015,4,14,中东与北非,Iraq,33.453425,43.859141,有效,1.0,5,0.1927555276001213,0.8
201504140020,2015,4,14,中东与北非,Libya,32.073238,23.944855,有效,1.0,1,0.7741318490166977,0.6
201504140021,2015,4,14,南亚,Afghanistan,36.24499,64.878258,有效,3.0,1,0.7321066658862112,0.8
201504140022,2015,4,14,南亚,Afghanistan,37.323699,65.738935,有效,2.0,1,0.7744415890782052,0.6
201504140023,2015,4,14,南亚,Afghanistan,37.065752,69.423111,有效,3.0,2,0.6794865623575078,0.8
201504140037,2015,4,14,南亚,Afghanistan,36.238743,64.863686,有效,3.0,5,0.2157140473827506,0.4
201504140057,2015,4,14,中东与北非,Egypt,31.126646,33.800865,有效,1.0,4,0.2596693110642123,0.8
201504140058,2015,4,14,南亚,India,25.094399,85.283653,有效,2.0,5,0.1761575589864727,0.8
201504140061,2015,4,14,中东与北非,Yemen,14.536389,46.833056,有效,1.0,3,0.5180923368006441,1.0
201504140062,2015,4,14,中东与北非,Iraq,33.126019,44.685215,有效,1.0,2,0.7112420178329965,0.4
201504140063,2015,4,14,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7626487523304278,0.8
201504140064,2015,4,14,撒哈拉以南非洲,Sudan,11.016667,29.716667,有效,1.0,3,0.5044811002865578,0.4
201504140065,2015,4,14,撒哈拉以南非洲,Sudan,12.050744,29.660196,有效,1.0,4,0.3517501694425243,0.4
201504140066,2015,4,14,中东与北非,Iraq,33.460819,44.157433,有效,1.0,1,0.7626507604057822,0.8
201504140067,2015,4,14,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5557500921413572,0.4
201504140068,2015,4,14,中东与北非,Iraq,35.005104,43.49686,有效,1.0,1,0.7500626445783947,0.4
201504140069,2015,4,14,中东与北非,Iraq,34.621521,43.668377,有效,1.0,1,0.7305670534466475,0.8
201504140070,2015,4,14,北美,Mexico,17.340252,-98.011081,有效,3.0,5,0.2336521240088347,0.8
201504140071,2015,4,14,南亚,India,25.096074,85.313119,有效,2.0,5,0.1761575589864727,0.8
201504140072,2015,4,14,南亚,Pakistan,33.976307,71.437157,有效,1.0,5,0.208248495747011,0.8
201504140074,2015,4,14,西欧,United Kingdom,54.819164,-7.467909,有效,1.0,5,0.1511991163623757,0.8
201504140075,2015,4,13,南亚,Pakistan,33.463719,70.424595,有效,1.0,5,0.2124351779074609,0.8
201504140077,2015,4,14,南亚,Pakistan,34.260796,72.099403,有效,1.0,4,0.2725686926805155,0.8
201504140078,2015,4,14,中东与北非,Lebanon,34.184605,36.424011,有效,1.0,4,0.3259887607205924,0.8
201504140079,2015,4,14,东南亚,Philippines,6.929089,122.07885,有效,1.0,5,0.1660881864570587,0.8
201504140081,2015,4,14,中东与北非,Iraq,33.100529,44.584492,有效,1.0,1,0.7244945174376665,0.4
201504150023,2015,4,15,中东与北非,Egypt,31.111961,30.942169,有效,1.0,2,0.6425005479993027,0.8
201504150024,2015,4,15,东南亚,Philippines,6.925951,124.41541,有效,2.0,5,0.1581905206583221,0.8
201504150025,2015,4,15,南亚,Afghanistan,33.30785,67.185046,有效,3.0,3,0.4970133535489353,1.0
201504150026,2015,4,15,中东与北非,Iraq,33.447155,43.340736,有效,1.0,4,0.2575626745113196,0.4
201504150027,2015,4,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7612951117266417,0.8
201504150028,2015,4,15,中东与北非,Iraq,33.453312,43.372253,有效,1.0,1,0.7427534485219218,1.0
201504150029,2015,4,15,中东与北非,Iraq,34.922668,43.456279,有效,1.0,2,0.65963471950758,0.8
201504150030,2015,4,15,中东与北非,Iraq,34.790665,44.662151,有效,1.0,5,0.1848578618013848,0.8
201504150031,2015,4,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,5,0.1927555276001213,0.8
201504150032,2015,4,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7626560423038702,0.8
201504150033,2015,4,15,中东与北非,Iraq,34.016389,44.145278,有效,3.0,2,0.6503037180711462,0.8
201504150034,2015,4,15,中东与北非,Iraq,34.929167,43.493056,有效,3.0,3,0.3957927999391908,0.8
201504150035,2015,4,15,南美,Colombia,3.115381,-76.62609,有效,1.0,1,0.7567688407567106,0.8
201504150036,2015,4,14,南亚,Afghanistan,33.678387,61.974422,有效,3.0,1,0.7431261514586631,0.8
201504150037,2015,4,15,南亚,Afghanistan,34.809016,70.364506,有效,3.0,5,0.1403431710572527,0.8
201504150043,2015,4,15,撒哈拉以南非洲,Mali,15.666816,0.508533,有效,1.0,1,0.7251698611134594,0.8
201504150044,2015,4,15,中东与北非,Libya,32.069286,20.151144,有效,1.0,1,0.7613063913139173,0.8
201504150045,2015,4,15,南亚,Pakistan,30.200819,66.994354,有效,1.0,5,0.1356396586954641,1.0
201504150046,2015,4,7,南亚,India,18.791402,80.81664,有效,3.0,5,0.2073205230413664,1.0
201504150047,2015,4,15,南亚,India,25.653914,94.114281,有效,1.0,5,0.2157140473827506,0.8
201504150048,2015,4,15,东欧,Ukraine,50.443231,30.527218,有效,1.0,4,0.245488503370886,0.8
201504150051,2015,4,15,南亚,India,26.519733,91.401722,有效,1.0,5,0.208248495747011,0.8
201504150054,2015,4,15,撒哈拉以南非洲,Democratic Republic of the Congo,0.651881,29.497663,有效,1.0,1,0.7433762800237935,1.0
201504150055,2015,4,15,撒哈拉以南非洲,Sudan,12.050744,29.660196,有效,1.0,2,0.6392148081697355,0.4
201504150056,2015,4,15,中东与北非,Iraq,33.548306,44.415733,有效,1.0,2,0.6176450194218002,0.4
201504150057,2015,4,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.4164173807011253,0.8
201504150058,2015,4,15,中东与北非,Iraq,33.440376,43.328276,有效,1.0,3,0.5618451175926156,0.8
201504150059,2015,4,15,中东与北非,Iraq,33.416667,43.3,有效,2.0,3,0.454236295906633,0.8
201504150060,2015,4,15,中东与北非,Iraq,33.416667,43.3,有效,2.0,3,0.454236295906633,0.8
201504150061,2015,4,15,中东与北非,Iraq,33.420948,43.295662,有效,1.0,4,0.2531804331024324,0.0
201504150062,2015,4,15,撒哈拉以南非洲,Democratic Republic of the Congo,-1.17645,29.450939,有效,3.0,4,0.28012504181984,0.6
201504150067,2015,4,15,中东与北非,Yemen,13.586484,44.024105,有效,1.0,1,0.7273759220156818,0.6
201504150068,2015,4,15,中东与北非,Yemen,12.825647,44.846416,有效,1.0,3,0.4564502434199655,0.4
201504150069,2015,4,15,中东与北非,Yemen,12.825647,44.846416,有效,1.0,3,0.4414278079618787,0.8
201504150071,2015,4,15,南亚,Pakistan,26.966864,64.101102,有效,3.0,2,0.7089953466841797,0.8
201504150072,2015,4,15,南亚,Afghanistan,33.16506,69.319085,有效,3.0,1,0.7460584360423885,0.8
201504150074,2015,4,8,中东与北非,Egypt,29.311529,30.836503,有效,4.0,1,0.7501983683908526,0.8
201504150075,2015,4,26,南亚,India,13.201381,79.093396,有效,2.0,4,0.2475756002084316,0.8
201504150078,2015,4,15,中东与北非,West Bank and Gaza Strip,31.784838,35.224613,有效,1.0,4,0.3394490501939912,0.8
201504150079,2015,4,15,东南亚,Thailand,6.716448,101.601758,有效,3.0,5,0.1769883995853439,0.8
201504150085,2015,4,8,南亚,India,19.236662,80.360288,有效,1.0,5,0.237253443334698,0.8
201504150090,2015,4,15,南亚,India,18.852067,80.699672,有效,3.0,5,0.1593661519266972,1.0
201504150091,2015,4,15,南亚,India,18.872964,80.715734,有效,3.0,5,0.1593661519266972,1.0
201504150092,2015,4,15,中东与北非,Syria,35.365051,40.143057,有效,4.0,5,0.2079935726876543,1.0
201504150093,2015,4,26,中东与北非,Iraq,33.773349,45.14945,有效,4.0,5,0.2175174619316488,1.0
201504150095,2015,4,15,中东与北非,Yemen,,,缺失,5.0,5,0.1306622054394013,1.0
201504150096,2015,4,15,南亚,Pakistan,,,缺失,5.0,2,0.6889419146628444,0.8
201504160002,2015,4,16,中东与北非,Egypt,31.212225,34.117065,有效,1.0,4,0.3573946338545304,0.8
201504160003,2015,4,16,中东与北非,Egypt,31.250196,34.24128,有效,1.0,4,0.3515660905688307,0.8
201504160005,2015,4,16,东南亚,Philippines,6.980848,124.482925,有效,1.0,3,0.4312228518483563,0.8
201504160006,2015,4,16,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7514363811028171,0.8
201504160007,2015,4,16,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5484866784059804,0.4
201504160008,2015,4,16,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.6771430690401242,0.4
201504160009,2015,4,16,中东与北非,Iraq,33.375759,44.702866,有效,1.0,3,0.4621887761415415,0.8
201504160010,2015,4,16,东南亚,Philippines,17.021916,120.457568,有效,1.0,4,0.3657948161366844,0.8
201504160011,2015,4,16,中东与北非,Iraq,35.45211,44.375465,有效,1.0,4,0.2727095878516467,0.8
201504160012,2015,4,16,中东与北非,Iraq,33.994724,45.011933,有效,2.0,3,0.3806204044697405,0.8
201504160013,2015,4,16,东南亚,Thailand,6.293523,101.716166,有效,3.0,5,0.2247074745753768,0.8
201504160014,2015,4,17,东南亚,Thailand,6.819884,101.309038,有效,1.0,4,0.2624974291974336,0.8
201504160019,2015,4,16,南亚,Afghanistan,36.911907,66.185784,有效,3.0,4,0.2712061605522504,0.6
201504160024,2015,4,15,中东与北非,Libya,31.197586,16.586681,有效,1.0,1,0.7610064745368391,0.8
201504160025,2015,4,16,中东与北非,Libya,31.197586,16.586681,有效,1.0,1,0.7501983683908526,0.8
201504160026,2015,4,16,中东与北非,Libya,31.197586,16.586681,有效,1.0,2,0.7091482400740248,0.8
201504160028,2015,4,15,南亚,Afghanistan,31.856434,65.666684,有效,1.0,1,0.7460596126115651,0.8
201504160029,2015,4,16,南亚,Afghanistan,34.266816,70.777201,有效,3.0,4,0.3369942334855692,0.8
201504160031,2015,4,16,南亚,Afghanistan,32.100204,66.901016,有效,1.0,4,0.3450887383327099,0.8
201504160034,2015,4,16,南亚,Pakistan,24.891115,67.143311,有效,1.0,2,0.6964054453422526,0.8
201504160035,2015,4,16,南亚,Pakistan,33.894527,70.791141,有效,1.0,5,0.2157140473827506,0.8
201504160036,2015,4,16,南亚,Pakistan,24.891115,67.143311,有效,1.0,2,0.7074333924038098,0.8
201504160037,2015,4,16,南亚,Pakistan,34.83853,71.31708,有效,1.0,5,0.1682598931877361,0.6
201504160038,2015,4,16,南亚,Pakistan,26.922389,64.077083,有效,2.0,3,0.398358613307629,0.8
201504160042,2015,4,16,东欧,Ukraine,50.443231,30.527218,有效,1.0,5,0.2355223070123464,0.8
201504160043,2015,4,13,东欧,Ukraine,50.443231,30.527218,有效,1.0,5,0.2166641956402945,0.8
201504160044,2015,4,15,撒哈拉以南非洲,Sudan,11.016667,29.716667,有效,1.0,2,0.6185328030663721,0.4
201504160045,2015,4,16,中东与北非,Saudi Arabia,18.520277,45.69972,有效,4.0,3,0.4535200815438246,0.4
201504160046,2015,4,16,东欧,Ukraine,48.750614,38.787846,有效,1.0,5,0.1576419611462447,0.8
201504160056,2015,4,16,撒哈拉以南非洲,Cameroon,11.169421,14.092274,有效,1.0,2,0.689044468714637,0.8
201504160057,2015,4,16,南亚,Pakistan,31.35372,69.450035,有效,2.0,2,0.7103580674165808,0.8
201504160058,2015,4,16,南亚,India,25.653914,94.114281,有效,1.0,3,0.3801603903762818,0.8
201504160064,2015,4,16,中东与北非,West Bank and Gaza Strip,31.55302,34.506348,有效,1.0,5,0.2323120159963993,0.8
201504160066,2015,4,16,撒哈拉以南非洲,Sudan,13.879667,23.653224,有效,3.0,2,0.7116325938183987,0.8
201504160067,2015,4,16,撒哈拉以南非洲,Kenya,3.799472,41.710893,有效,3.0,1,0.7193469769175075,0.8
201504160069,2015,4,16,中东与北非,Iraq,33.420948,43.295662,有效,1.0,1,0.7644800240363252,0.4
201504160070,2015,4,16,东南亚,Philippines,13.997293,121.919201,有效,1.0,5,0.2012769890146265,1.0
201504160071,2015,4,16,撒哈拉以南非洲,Democratic Republic of the Congo,-1.619263,20.65633,有效,3.0,4,0.2449971200560692,0.8
201504160075,2015,4,16,中东与北非,Yemen,15.305307,43.01949,有效,4.0,4,0.2808731478688043,0.8
201504160083,2015,3,16,中东与北非,Egypt,31.212225,34.117065,有效,1.0,5,0.2205546780696898,0.8
201504160084,2015,4,16,中东与北非,Egypt,31.250196,34.24128,有效,1.0,5,0.1927555276001213,0.8
201504160085,2015,4,16,中东与北非,Egypt,31.212225,34.117065,有效,1.0,5,0.1927555276001213,0.8
201504170002,2015,4,17,东南亚,Philippines,5.973409,120.969826,有效,1.0,5,0.1445632486893951,0.8
201504170003,2015,4,17,东南亚,Philippines,7.017805,124.497511,有效,1.0,5,0.2334438253229051,0.4
201504170004,2015,4,17,中东与北非,Iraq,36.192589,44.004623,有效,1.0,1,0.7822918525717024,0.8
201504170005,2015,4,17,中东与北非,Iraq,33.864799,42.536385,有效,1.0,3,0.3913304709185407,0.4
201504170006,2015,4,17,中东与北非,Iraq,34.929167,43.493056,有效,3.0,2,0.6044379186331148,0.8
201504170007,2015,4,17,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7930743834920152,0.8
201504170008,2015,4,17,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7894708971253528,0.4
201504170012,2015,4,17,中东与北非,Iraq,33.117836,44.369362,有效,1.0,1,0.7619182289204764,0.8
201504170013,2015,4,17,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.6771430690401242,0.4
201504170014,2015,4,17,中东与北非,Iraq,33.420948,43.295662,有效,1.0,2,0.7153098801010596,0.4
201504170016,2015,4,17,撒哈拉以南非洲,Somalia,4.656037,47.85524,有效,1.0,4,0.2794525436422453,0.6
201504170025,2015,4,17,中东与北非,Libya,32.760422,22.635265,有效,1.0,5,0.1546390444695091,1.0
201504170026,2015,4,17,中东与北非,Libya,32.069286,20.151144,有效,1.0,4,0.3277938527858216,0.2
201504170027,2015,4,17,中东与北非,Libya,32.069286,20.151144,有效,1.0,2,0.585164088641692,0.4
201504170029,2015,4,18,中东与北非,Yemen,13.718074,44.755474,有效,3.0,5,0.2311336271575573,0.4
201504170044,2015,4,17,撒哈拉以南非洲,Cameroon,11.236522,14.126195,有效,1.0,2,0.6971397155160051,0.4
201504170045,2015,4,17,撒哈拉以南非洲,Nigeria,11.083983,13.693092,有效,1.0,3,0.503553683971391,0.8
201504170046,2015,4,18,东欧,Ukraine,48.755672,38.968559,有效,1.0,5,0.2216076206392542,0.4
201504170061,2015,4,17,撒哈拉以南非洲,Mali,16.263981,-0.027987,有效,1.0,3,0.4018589676704301,0.8
201504170062,2015,4,17,中东与北非,West Bank and Gaza Strip,31.502407,34.459743,有效,1.0,5,0.2323120159963993,0.8
201504170073,2015,4,17,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.4564502434199655,0.4
201504170074,2015,4,17,中东与北非,Iraq,33.420948,43.295662,有效,1.0,2,0.6803418793601823,0.8
201504170075,2015,4,17,中东与北非,Iraq,33.456112,43.345947,有效,1.0,1,0.806260513624717,0.8
201504170076,2015,4,17,中东与北非,Iraq,33.456112,43.345947,有效,1.0,1,0.8040459672416838,0.8
201504170077,2015,4,17,中东与北非,Iraq,33.456112,43.345947,有效,1.0,1,0.8040459672416838,0.8
201504170078,2015,4,17,中东与北非,Iraq,33.456112,43.345947,有效,1.0,1,0.8040459672416838,0.8
201504170079,2015,4,17,中东与北非,Iraq,33.456112,43.345947,有效,1.0,1,0.8040459672416838,0.8
201504170080,2015,4,17,中东与北非,Iraq,33.456112,43.345947,有效,1.0,1,0.8040459672416838,0.8
201504170081,2015,4,17,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5079703515970388,0.4
201504170082,2015,4,18,南亚,Afghanistan,32.684715,68.238403,有效,1.0,5,0.1761575589864727,0.8
201504170083,2015,4,17,东南亚,Philippines,12.923379,123.675023,有效,1.0,4,0.2654269356427483,0.8
201504170084,2015,4,17,大洋洲,Australia,-27.564238,151.947275,有效,1.0,2,0.6751766340363073,0.8
201504170085,2015,4,17,南亚,Pakistan,33.699207,70.334342,有效,3.0,2,0.7103543058337064,0.8
201504170086,2015,4,17,东南亚,Philippines,6.582166,124.063018,有效,1.0,1,0.7346222869781566,0.8
201504170088,2015,4,17,南亚,Pakistan,24.891115,67.143311,有效,1.0,2,0.6809965380982954,0.8
201504170089,2015,4,17,南亚,Afghanistan,35.975984,67.579766,有效,4.0,5,0.1761575589864727,0.8
201504170090,2015,4,17,南亚,Afghanistan,32.192347,67.186738,有效,4.0,5,0.1761575589864727,0.8
201504170091,2015,4,17,南亚,Afghanistan,32.373416,62.110246,有效,4.0,5,0.1761575589864727,0.8
201504170092,2015,4,17,东南亚,Myanmar,23.834158,97.680085,有效,1.0,3,0.4004722486981819,0.8
201504170095,2015,4,17,南亚,Pakistan,33.965565,71.469551,有效,1.0,4,0.2435131978523192,0.8
201504170096,2015,4,17,南亚,India,26.649113,84.93626,有效,1.0,5,0.1761575589864727,0.8
201504170098,2015,4,17,西欧,Greece,41.122815,25.406733,有效,1.0,2,0.6623260788130056,0.8
201504170099,2015,4,17,中东与北非,Egypt,30.608949,33.618098,有效,4.0,5,0.1927555276001213,0.8
201504170100,2015,4,17,东南亚,Myanmar,23.834158,97.680085,有效,1.0,4,0.2498823649809377,0.6
201504170102,2015,4,17,中东与北非,Egypt,31.212225,34.117065,有效,1.0,5,0.1927555276001213,0.8
201504180002,2015,4,18,南亚,Pakistan,30.583332,66.996513,有效,1.0,5,0.1725516794787059,0.8
201504180004,2015,4,18,东南亚,Philippines,7.209594,124.241966,有效,1.0,1,0.7760111941363149,0.8
201504180005,2015,4,18,东南亚,Philippines,7.209594,124.241966,有效,1.0,5,0.2382009266019686,0.8
201504180006,2015,4,18,东南亚,Philippines,6.862806,124.443649,有效,1.0,5,0.2265130919593697,0.4
201504180007,2015,4,18,南亚,Afghanistan,34.417122,70.449593,有效,1.0,1,0.8273800562715906,0.8
201504180008,2015,4,18,南亚,Afghanistan,34.417122,70.449593,有效,1.0,5,0.2157140473827506,0.4
201504180010,2015,4,18,南亚,Afghanistan,34.454826,70.484301,有效,3.0,1,0.7460595870521259,0.8
201504180011,2015,4,17,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5557500921413572,0.4
201504180015,2015,4,18,中东与北非,Iraq,33.813793,44.657238,有效,1.0,3,0.4185295047443809,0.8
201504180016,2015,4,18,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.6383274336867414,0.4
201504180017,2015,4,18,中东与北非,Iraq,34.92485,43.491413,有效,1.0,5,0.1927555276001213,0.8
201504180018,2015,4,18,撒哈拉以南非洲,Somalia,2.059819,45.326115,有效,1.0,4,0.268602059601118,0.8
201504180019,2015,4,18,撒哈拉以南非洲,Somalia,0.066311,41.801566,有效,4.0,2,0.633033162545283,0.4
201504180020,2015,4,18,撒哈拉以南非洲,Somalia,11.274796,49.179657,有效,1.0,1,0.7443340696123316,0.8
201504180021,2015,4,18,中东与北非,Iraq,33.864799,42.536385,有效,1.0,4,0.289148135105936,0.6
201504180022,2015,4,18,中东与北非,Iraq,35.421111,44.022778,有效,1.0,3,0.4327010931963636,0.4
201504180025,2015,4,15,南亚,Afghanistan,36.668369,68.882607,有效,1.0,5,0.1356396586954641,1.0
201504180026,2015,4,18,中东与北非,Turkey,39.930771,32.76754,有效,1.0,1,0.7269640439243075,0.8
201504180042,2015,4,18,中东与北非,Yemen,12.825647,44.846416,有效,1.0,4,0.2644029527569376,0.0
201504180043,2015,4,17,中东与北非,Yemen,12.825647,44.846416,有效,1.0,3,0.489374414484621,0.8
201504180044,2015,4,18,中东与北非,Yemen,13.985013,45.558479,有效,1.0,5,0.2323120159963993,0.8
201504180045,2015,4,18,中东与北非,Yemen,13.702663,44.73357,有效,1.0,5,0.2311336271575573,0.4
201504180046,2015,4,18,中东与北非,Yemen,13.148959,44.85055,有效,4.0,4,0.2885902985131521,0.6
201504180047,2015,4,18,撒哈拉以南非洲,Nigeria,4.848228,6.92269,有效,4.0,5,0.1481339160134666,0.6
201504180050,2015,4,18,东欧,Ukraine,47.098835,37.81987,有效,1.0,4,0.3130545955538701,0.4
201504180051,2015,4,18,中东与北非,Yemen,14.781294,42.972851,有效,1.0,5,0.2391459307094309,0.4
201504180052,2015,4,18,中东与北非,West Bank and Gaza Strip,31.502407,34.459743,有效,1.0,4,0.2550648774117491,0.8
201504180053,2015,4,18,中东与北非,West Bank and Gaza Strip,31.502407,34.459743,有效,1.0,4,0.2644029527569376,0.8
201504180058,2015,4,17,中东与北非,Lebanon,34.184605,36.424011,有效,1.0,5,0.2108640300519669,1.0
