年份,经度格,纬度格,事件数,累计危害,中心经度,中心纬度
2015,112,72,38,14.329270957157926,45.0,37.669886964329635
2015,112,73,12,7.209029465411396,45.0,39.2964802391875
2015,112,74,3,0.5203839382285524,45.0,40.961788552349354
2015,112,75,4,1.405188302563031,45.0,42.670233871257594
2015,112,76,1,0.2632282959232273,45.0,44.4270040008057
2015,113,47,2,1.529672672988486,47.0,3.1847385367204106
2015,113,48,13,3.2223966626180887,47.0,4.460843697873993
2015,113,49,10,3.4468282947839075,47.0,5.739170477266791
2015,113,50,10,5.701434741086834,47.0,7.020370749121086
2015,113,51,1,0.2879887040201983,47.0,8.305109528050382
2015,113,55,9,3.81844225215473,47.0,13.493398821551693
2015,113,56,10,3.7441818154739703,47.0,14.806506911897516
2015,113,57,2,1.00728234714889,47.0,16.127620213160753
2015,113,58,1,0.1569411396709013,47.0,17.457603123722095
2015,113,62,1,0.7240274736491508,47.0,22.885380476158566
2015,113,63,3,1.4274349047915227,47.0,24.274652194584778
2015,113,67,9,4.1269368966184565,47.0,29.999999999999996
2015,113,71,1,0.4650692899165504,47.0,36.07819997184263
2015,113,75,8,2.220963684687872,47.0,42.670233871257594
2015,113,76,1,0.1962762260046277,47.0,44.4270040008057
2015,114,51,2,1.2051716158087902,49.0,8.305109528050382
2015,114,52,1,0.2447172640096008,49.0,9.594068226860466
2015,114,53,24,10.724263971525444,49.0,10.887948130120165
2015,114,56,25,9.885234563365566,49.0,14.806506911897516
2015,114,57,27,14.033582168202889,49.0,16.127620213160753
2015,114,58,6,2.695471987608025,49.0,17.457603123722095
2015,114,64,2,1.1048645609640624,49.0,25.679288619456855
2015,114,65,2,1.1046488806445025,49.0,27.1006853482402
2015,114,69,1,0.4712360995985907,49.0,32.98670708247892
2015,114,75,4,1.7785940310563522,49.0,42.670233871257594
2015,115,64,19,8.202532696027241,51.0,25.679288619456855
2015,115,65,4,3.133749723528331,51.0,27.1006853482402
2015,120,64,5,2.639734424204304,61.0,25.679288619456855
2015,120,65,3,1.0271205455126728,61.0,27.1006853482402
2015,120,66,1,0.3806204044697405,61.0,28.540365484875558
2015,120,67,1,0.1682598931877361,61.0,29.999999999999996
2015,120,68,6,2.746900262778018,61.0,31.48143215916898
2015,120,69,4,3.019762157810058,61.0,32.98670708247892
2015,120,70,11,4.871208208476977,61.0,34.51810784106126
2015,120,71,1,0.4517247572010424,61.0,36.07819997184263
2015,121,64,81,33.91012085051463,63.0,25.679288619456855
2015,121,65,5,1.25758895809365,63.0,27.1006853482402
2015,121,67,8,3.8535927964006027,63.0,29.999999999999996
2015,121,68,22,9.30843949541635,63.0,31.48143215916898
2015,121,69,101,43.67045244757513,63.0,32.98670708247892
2015,121,70,94,36.73051153390894,63.0,34.51810784106126
2015,121,71,10,3.7296780660001594,63.0,36.07819997184263
2015,122,64,9,3.073906795538352,65.0,25.679288619456855
2015,122,65,32,14.995976935401618,65.0,27.1006853482402
2015,122,66,14,4.596290939951267,65.0,28.540365484875558
2015,122,67,3,0.8223129078581326,65.0,29.999999999999996
2015,122,68,200,90.42048829815572,65.0,31.48143215916898
2015,122,69,83,40.132010543165684,65.0,32.98670708247892
2015,122,70,20,7.898995590215583,65.0,34.51810784106126
2015,122,71,141,57.9856879184883,65.0,36.07819997184263
2015,122,72,17,8.310436020610252,65.0,37.669886964329635
2015,123,63,144,63.99149765663863,67.0,24.274652194584778
2015,123,64,12,6.5473937809762965,67.0,25.679288619456855
2015,123,65,6,2.3777772782131494,67.0,27.1006853482402
2015,123,66,19,8.750642687463328,67.0,28.540365484875558
2015,123,67,133,63.59407243010406,67.0,29.999999999999996
2015,123,68,66,30.072864244639018,67.0,31.48143215916898
2015,123,69,91,38.40644481195599,67.0,32.98670708247892
2015,123,70,6,2.5611906434652982,67.0,34.51810784106126
2015,123,71,41,18.459254611639956,67.0,36.07819997184263
2015,123,72,7,3.021956314478325,67.0,37.669886964329635
2015,124,63,2,0.44965688380486707,69.0,24.274652194584778
2015,124,64,10,5.809625129307453,69.0,25.679288619456855
2015,124,65,6,2.6666285565100285,69.0,27.1006853482402
2015,124,66,148,76.18729252541203,69.0,28.540365484875558
2015,124,67,32,15.78249790646168,69.0,29.999999999999996
2015,124,68,16,8.257470301405672,69.0,31.48143215916898
2015,124,69,232,118.02238805196606,69.0,32.98670708247892
2015,124,70,298,145.17119424897396,69.0,34.51810784106126
2015,124,71,141,71.68170250267549,69.0,36.07819997184263
2015,124,72,45,19.415241801674284,69.0,37.669886964329635
2015,124,73,2,1.2305283877756454,69.0,39.2964802391875
2015,124,74,1,0.1461287413264567,69.0,40.961788552349354
2015,125,66,5,2.661979938353606,71.0,28.540365484875558
2015,125,67,10,3.9805756653660915,71.0,29.999999999999996
2015,125,68,37,16.324565190088798,71.0,31.48143215916898
2015,125,69,123,55.933179244200836,71.0,32.98670708247892
2015,125,70,489,216.66514583865657,71.0,34.51810784106126
2015,125,71,47,23.979790520590768,71.0,36.07819997184263
2015,125,72,19,6.921981498768548,71.0,37.669886964329635
2015,126,48,2,0.8728474287327441,73.0,4.460843697873993
2015,126,57,1,0.6777185726228062,73.0,16.127620213160753
2015,126,59,4,1.943260949090602,73.0,18.797368824406544
2015,126,60,1,0.2068941580461191,73.0,20.147886287247108
2015,126,65,1,0.6738741325637739,73.0,27.1006853482402
2015,126,67,1,0.6749846117958698,73.0,29.999999999999996
2015,126,68,14,6.1444133646336905,73.0,31.48143215916898
2015,126,69,17,7.666962420990585,73.0,32.98670708247892
2015,126,70,57,22.545799483996966,73.0,34.51810784106126
2015,126,71,4,0.8487785089797811,73.0,36.07819997184263
2015,127,54,12,6.279110479497355,75.0,12.187474135425033
2015,127,56,3,0.5587164651030505,75.0,14.806506911897516
2015,127,57,2,0.5543396316192795,75.0,16.127620213160753
2015,127,58,1,0.6931291491174258,75.0,17.457603123722095
2015,127,59,1,0.3482551954393743,75.0,18.797368824406544
2015,127,60,1,0.2073205230413664,75.0,20.147886287247108
2015,127,62,1,0.2901338969100022,75.0,22.885380476158566
2015,127,63,1,0.3884598958179616,75.0,24.274652194584778
2015,127,68,24,11.691796917739683,75.0,31.48143215916898
2015,127,69,37,12.88103624046486,75.0,32.98670708247892
2015,127,70,71,24.897935008992967,75.0,34.51810784106126
2015,127,71,2,1.4135020458580647,75.0,36.07819997184263
2015,127,73,2,1.414687194240446,75.0,39.2964802391875
2015,127,75,3,0.6533216044311654,75.0,42.670233871257594
2015,128,51,1,0.3308110126635949,77.0,8.305109528050382
2015,128,52,2,1.456454478098283,77.0,9.594068226860466
2015,128,53,5,1.490875141322572,77.0,10.887948130120165
2015,128,54,1,0.6957695970236559,77.0,12.187474135425033
2015,128,55,1,0.679592094726033,77.0,13.493398821551693
2015,128,62,2,0.3635582150829697,77.0,22.885380476158566
2015,128,66,3,1.260893157178319,77.0,28.540365484875558
2015,128,68,1,0.6795110476581143,77.0,31.48143215916898
2015,128,70,1,0.4212610306456953,77.0,34.51810784106126
2015,128,72,1,0.5762397854253859,77.0,37.669886964329635
2015,129,50,3,1.5681098205110375,79.0,7.020370749121086
2015,129,52,5,2.63401523521195,79.0,9.594068226860466
2015,129,53,3,0.558920072461843,79.0,10.887948130120165
2015,129,54,1,0.3098405876110098,79.0,12.187474135425033
2015,129,55,1,0.2475756002084316,79.0,13.493398821551693
2015,129,56,2,0.3520383954579997,79.0,14.806506911897516
2015,129,57,4,2.4363750007009948,79.0,16.127620213160753
2015,129,58,4,1.9255990753692456,79.0,17.457603123722095
2015,129,59,3,0.6828624794847908,79.0,18.797368824406544
2015,129,60,4,1.9550496359137555,79.0,20.147886287247108
2015,129,62,2,0.9339159614544634,79.0,22.885380476158566
2015,129,65,2,0.4585805362556712,79.0,27.1006853482402
2015,129,66,3,1.8267728056993042,79.0,28.540365484875558
2015,129,72,6,2.2074116863494004,79.0,37.669886964329635
2015,130,49,1,0.2068941580461191,81.0,5.739170477266791
2015,130,50,1,0.234777844690143,81.0,7.020370749121086
2015,130,51,4,0.9333135439322849,81.0,8.305109528050382
2015,130,52,2,1.4921279375063716,81.0,9.594068226860466
2015,130,55,4,1.9455379810029345,81.0,13.493398821551693
2015,130,57,1,0.2475756002084316,81.0,16.127620213160753
2015,130,58,12,3.710567135357173,81.0,17.457603123722095
2015,130,59,139,49.368140044087184,81.0,18.797368824406544
2015,130,60,42,15.998778666040552,81.0,20.147886287247108
2015,130,61,10,3.3127822916524514,81.0,21.510188266887486
2015,130,64,5,1.2567786902114737,81.0,25.679288619456855
2015,130,65,6,1.3660901846243558,81.0,27.1006853482402
2015,130,66,2,0.49605714070762885,81.0,28.540365484875558
2015,130,75,1,0.487880280370137,81.0,42.670233871257594
2015,131,58,9,5.759651419720751,83.0,17.457603123722095
2015,131,59,15,5.962566607670228,83.0,18.797368824406544
2015,131,60,9,4.4423485680779775,83.0,20.147886287247108
2015,131,61,4,1.9730158099475148,83.0,21.510188266887486
2015,131,63,2,0.89015333589489,83.0,24.274652194584778
2015,131,64,3,1.7003347363443289,83.0,25.679288619456855
2015,131,65,7,3.4458568759963466,83.0,27.1006853482402
2015,131,66,2,0.9192918739687235,83.0,28.540365484875558
2015,132,59,4,1.2594623695687828,85.0,18.797368824406544
2015,132,60,11,3.9188190008806023,85.0,20.147886287247108
2015,132,61,3,1.6495091416969159,85.0,21.510188266887486
2015,132,62,20,5.811803920775231,85.0,22.885380476158566
2015,132,63,60,25.402301155574868,85.0,24.274652194584778
2015,132,64,13,4.760696014429298,85.0,25.679288619456855
2015,132,65,18,9.40895112916855,85.0,27.1006853482402
2015,132,66,3,1.5215187636694996,85.0,28.540365484875558
2015,133,60,1,0.3178581483920187,87.0,20.147886287247108
2015,133,62,9,1.9583359011713002,87.0,22.885380476158566
2015,133,63,24,11.19338789316478,87.0,24.274652194584778
2015,133,64,3,1.1816393506967762,87.0,25.679288619456855
2015,133,65,20,8.804355179085938,87.0,27.1006853482402
2015,133,76,1,0.1722088667011768,87.0,44.4270040008057
2015,134,62,54,28.636390555849193,89.0,22.885380476158566
2015,134,63,58,25.87186345621449,89.0,24.274652194584778
2015,134,64,35,16.004815311463513,89.0,25.679288619456855
2015,134,65,2,0.3434270520391944,89.0,27.1006853482402
2015,135,62,80,40.87334082963418,91.0,22.885380476158566
2015,135,63,254,93.42748424696582,91.0,24.274652194584778
2015,135,64,60,19.219894246062694,91.0,25.679288619456855
2015,135,65,12,2.949878984400576,91.0,27.1006853482402
2015,136,61,2,0.5257538341110265,93.0,21.510188266887486
2015,136,62,4,1.4640347904436917,93.0,22.885380476158566
2015,136,63,86,37.37355212540751,93.0,24.274652194584778
2015,136,64,17,6.806440275559558,93.0,25.679288619456855
2015,136,65,8,1.7454565481957685,93.0,27.1006853482402
2015,137,49,1,0.7215350160324803,95.0,5.739170477266791
2015,137,63,18,7.276656534081349,95.0,24.274652194584778
2015,137,64,25,8.099389476368046,95.0,25.679288619456855
2015,137,65,23,9.16142276493204,95.0,27.1006853482402
2015,138,46,2,1.443062267125785,97.0,1.9102131717099364
2015,138,48,1,0.3248983400304844,97.0,4.460843697873993
2015,138,58,1,0.1633550758982677,97.0,17.457603123722095
2015,138,60,1,0.7643614430811083,97.0,20.147886287247108
2015,138,62,5,1.99808067094494,97.0,22.885380476158566
2015,138,63,5,2.603814808278758,97.0,24.274652194584778
2015,138,64,8,5.5863089955926695,97.0,25.679288619456855
2015,139,60,1,0.7729476033849471,99.0,20.147886287247108
2015,139,61,7,3.5195999317384423,99.0,21.510188266887486
2015,139,63,5,3.697390794239271,99.0,24.274652194584778
2015,140,47,2,0.889567419571852,101.0,3.1847385367204106
2015,140,49,93,47.532983974883706,101.0,5.739170477266791
2015,140,50,173,75.3871220510223,101.0,7.020370749121086
2015,140,52,1,0.4468501221664928,101.0,9.594068226860466
2015,140,55,4,2.038156899064443,101.0,13.493398821551693
2015,140,61,2,1.4540678024093605,101.0,21.510188266887486
2015,141,49,6,4.127279403500784,103.0,5.739170477266791
2015,141,58,1,0.2637800837760093,103.0,17.457603123722095
2015,141,59,2,0.9020800290729482,103.0,18.797368824406544
2015,143,39,1,0.7176698446822455,107.0,-7.020370749121086
2015,143,40,3,1.0989035122671855,107.0,-5.739170477266785
2015,144,38,1,0.6772214263571388,109.0,-8.305109528050389
2015,144,63,1,0.4754332402586005,109.0,24.274652194584778
2015,144,70,1,0.1677397068847924,109.0,34.51810784106126
2015,144,73,1,0.7032087671218937,109.0,39.2964802391875
2015,145,38,1,0.6772214263571388,111.0,-8.305109528050389
2015,145,46,2,1.456798824030863,111.0,1.9102131717099364
2015,146,62,1,0.4464502444355614,113.0,22.885380476158566
2015,147,70,1,0.708047813370236,115.0,34.51810784106126
2015,148,51,2,1.307089089106975,117.0,8.305109528050382
2015,149,40,1,0.1769973894114641,119.0,-5.739170477266785
2015,149,48,1,0.1354431542081075,119.0,4.460843697873993
2015,149,49,1,0.2676000137541245,119.0,5.739170477266791
2015,150,43,3,0.8161282778447574,121.0,-1.9102131717099302
2015,150,44,4,1.0779630152266362,121.0,-0.6366328722676353
2015,150,45,1,0.251788192456239,121.0,0.6366328722676353
2015,150,49,41,13.399977205521584,121.0,5.739170477266791
2015,150,50,22,8.043166335858697,121.0,7.020370749121086
2015,150,55,9,3.4291453907959943,121.0,13.493398821551693
2015,150,56,30,11.922241975062452,121.0,14.806506911897516
2015,150,57,21,7.894719366571662,121.0,16.127620213160753
2015,150,58,22,8.860823998867195,121.0,17.457603123722095
2015,150,59,3,0.8178125903258036,121.0,18.797368824406544
2015,150,66,1,0.7058160431403768,121.0,28.540365484875558
2015,151,50,46,16.932148206576414,123.0,7.020370749121086
2015,151,51,19,6.2531480088806735,123.0,8.305109528050382
2015,151,52,10,3.2938541464176434,123.0,9.594068226860466
2015,151,53,24,9.591863825029073,123.0,10.887948130120165
2015,151,54,25,8.466514484952045,123.0,12.187474135425033
2015,151,55,42,14.928455206340274,123.0,13.493398821551693
2015,151,56,7,2.9173104541179584,123.0,14.806506911897516
2015,151,57,1,0.6856974708863597,123.0,16.127620213160753
2015,152,49,19,7.4512386785502756,125.0,5.739170477266791
2015,152,50,222,87.92774234900612,125.0,7.020370749121086
2015,152,51,54,22.86354380106733,125.0,8.305109528050382
2015,152,52,17,6.092658726806756,125.0,9.594068226860466
2015,152,53,2,1.324402787174623,125.0,10.887948130120165
2015,152,54,20,7.347291923010339,125.0,12.187474135425033
2015,152,55,10,3.443194084005347,125.0,13.493398821551693
2015,153,50,21,7.699100924715261,127.0,7.020370749121086
2015,153,51,25,10.885999586341464,127.0,8.305109528050382
2015,153,52,4,2.4584171243924633,127.0,9.594068226860466
2015,153,72,1,0.1914694292786166,127.0,37.669886964329635
2015,158,41,3,1.2696459786985421,137.0,-4.460843697873993
2015,158,42,2,1.2126333527232882,137.0,-3.1847385367204106
2015,158,43,1,0.2611348970691685,137.0,-1.9102131717099302
2015,159,42,3,2.2451180269472846,139.0,-3.1847385367204106
2015,159,71,10,6.182199855168077,139.0,36.07819997184263
2015,160,42,1,0.2381045816918912,141.0,-3.1847385367204106
2015,162,17,7,4.903490796955517,145.0,-37.669886964329635
2015,163,14,1,0.6754693561813568,147.0,-42.670233871257594
2015,164,20,2,1.3503532680726147,149.0,-32.98670708247892
2015,165,19,2,0.4248463174333675,151.0,-34.51810784106126
2015,165,24,2,0.8523798101251774,151.0,-27.10068534824021
2016,28,77,3,2.0896435714170583,-123.0,46.23825730732021
2016,28,79,1,0.4633664674748687,-123.0,50.05549481018511
2016,29,72,1,0.6635977791581559,-121.0,37.669886964329635
2016,30,75,1,0.2042876897289451,-119.0,42.670233871257594
2016,31,70,2,0.9930713316500346,-117.0,34.51810784106126
2016,31,78,1,0.7400710736389847,-117.0,48.11140308495899
2016,32,71,4,2.263250268232414,-115.0,36.07819997184263
2016,32,79,1,0.2321671886221745,-115.0,50.05549481018511
2016,36,65,1,0.6289449656787621,-107.0,27.1006853482402
2016,36,66,1,0.2336521240088347,-107.0,28.540365484875558
2016,36,70,1,0.6750789710340862,-107.0,34.51810784106126
2016,40,59,1,0.2336521240088347,-99.0,18.797368824406544
2016,40,67,1,0.6949290239638828,-99.0,29.999999999999996
2016,41,59,1,0.1940581584427301,-97.0,18.797368824406544
2016,41,60,1,0.2172756641100434,-97.0,20.147886287247108
2016,41,67,1,0.6962103155664083,-97.0,29.999999999999996
2016,41,69,2,0.8478092953795289,-97.0,32.98670708247892
2016,41,74,2,1.4381996771287564,-97.0,40.961788552349354
2016,42,73,1,0.6747862488890367,-95.0,39.2964802391875
2016,42,75,1,0.6750789710340862,-95.0,42.670233871257594
2016,42,77,1,0.4184070621443683,-95.0,46.23825730732021
2016,43,74,4,2.865220927730951,-93.0,40.961788552349354
2016,44,67,1,0.5209563865170334,-91.0,29.999999999999996
2016,44,73,3,1.447047741581517,-91.0,39.2964802391875
2016,46,68,1,0.7074286612640108,-87.0,31.48143215916898
2016,46,73,3,1.6097467223730595,-87.0,39.2964802391875
2016,47,57,1,0.3531381317865172,-85.0,16.127620213160753
2016,48,66,4,2.7631542935096993,-83.0,28.540365484875558
2016,48,71,1,0.694825666139527,-83.0,36.07819997184263
2016,48,73,2,0.7703401277554711,-83.0,39.2964802391875
2016,49,65,1,0.7074286612640108,-81.0,27.1006853482402
2016,49,66,2,1.3810800717244613,-81.0,28.540365484875558
2016,49,75,1,0.7377249845770697,-81.0,42.670233871257594
2016,50,43,2,1.2524574811623133,-79.0,-1.9102131717099302
2016,50,46,2,0.6998241774560008,-79.0,1.9102131717099364
2016,50,71,1,0.6764346110574461,-79.0,36.07819997184263
2016,50,72,1,0.2774123164721591,-79.0,37.669886964329635
2016,50,73,1,0.1941425602355563,-79.0,39.2964802391875
2016,50,75,1,0.6747862488890367,-79.0,42.670233871257594
2016,50,76,1,0.2731201710477172,-79.0,44.4270040008057
2016,51,45,1,0.764827094337958,-77.0,0.6366328722676353
2016,51,46,6,1.188658187785411,-77.0,1.9102131717099364
2016,51,48,2,0.8196896430461572,-77.0,4.460843697873993
2016,51,49,3,1.7438043388654267,-77.0,5.739170477266791
2016,51,50,1,0.3604654606302009,-77.0,7.020370749121086
2016,51,51,1,0.2304589868591612,-77.0,8.305109528050382
2016,51,73,1,0.65694654931518,-77.0,39.2964802391875
2016,51,75,1,0.6764346110574461,-77.0,42.670233871257594
2016,52,35,1,0.7209232847255107,-75.0,-12.18747413542504
2016,52,46,5,1.3637567463133151,-75.0,1.9102131717099364
2016,52,48,9,5.813048144037206,-75.0,4.460843697873993
2016,52,49,3,2.2826410749116066,-75.0,5.739170477266791
2016,52,50,7,2.320136107961939,-75.0,7.020370749121086
2016,52,51,1,0.1425250348544269,-75.0,8.305109528050382
2016,52,53,3,0.6116856878495146,-75.0,10.887948130120165
2016,52,73,3,2.167550829873525,-75.0,39.2964802391875
2016,52,74,1,0.7820574892777103,-75.0,40.961788552349354
2016,53,16,9,5.416210430385358,-73.0,-39.2964802391875
2016,53,17,2,1.3934135848308915,-73.0,-37.669886964329635
2016,53,32,1,0.679551507418671,-73.0,-16.127620213160757
2016,53,35,1,0.3142220384463392,-73.0,-12.18747413542504
2016,53,46,3,1.0921411306170048,-73.0,1.9102131717099364
2016,53,47,1,0.3332841213157879,-73.0,3.1847385367204106
2016,53,49,3,1.893957443972139,-73.0,5.739170477266791
2016,53,50,1,0.764827094337958,-73.0,7.020370749121086
2016,53,51,28,9.602549368559478,-73.0,8.305109528050382
2016,53,52,1,0.1266029450079743,-73.0,9.594068226860466
2016,53,59,1,0.703890028166925,-73.0,18.797368824406544
2016,53,74,8,3.980582234633743,-73.0,40.961788552349354
2016,53,77,1,0.6552418873718246,-73.0,46.23825730732021
2016,54,17,1,0.6861494735963912,-71.0,-37.669886964329635
2016,54,20,2,0.9227046031412027,-71.0,-32.98670708247892
2016,54,49,2,1.4277816565146206,-71.0,5.739170477266791
2016,54,50,26,13.3147559399549,-71.0,7.020370749121086
2016,54,52,1,0.1762646911025979,-71.0,9.594068226860466
2016,54,75,3,2.051121138462224,-71.0,42.670233871257594
2016,55,52,1,0.7303541683580643,-69.0,9.594068226860466
2016,56,49,1,0.3984105265960766,-67.0,5.739170477266791
2016,56,52,1,0.7416448832708822,-67.0,9.594068226860466
2016,56,53,2,1.4650515731189184,-67.0,10.887948130120165
2016,60,19,1,0.3021256821458622,-59.0,-34.51810784106126
2016,60,20,1,0.2943085103490264,-59.0,-32.98670708247892
2016,60,29,1,0.7729614951072526,-59.0,-20.1478862872471
2016,60,50,1,0.1661928001135512,-59.0,7.020370749121086
2016,61,26,3,1.536265361211827,-57.0,-24.27465219458477
2016,61,27,8,3.15320367787558,-57.0,-22.885380476158566
2016,62,24,1,0.0961491329603244,-55.0,-27.10068534824021
2016,62,25,1,0.6877364566115013,-55.0,-25.679288619456855
2016,62,27,1,0.3166311661185887,-55.0,-22.885380476158566
2016,65,31,1,0.6989681804996728,-49.0,-17.457603123722095
2016,66,40,1,0.2447123116703122,-47.0,-5.739170477266785
2016,83,51,1,0.2755331054294608,-13.0,8.305109528050382
2016,83,52,1,0.2586358632425785,-13.0,9.594068226860466
2016,85,54,1,0.1757053154623726,-9.0,12.187474135425033
2016,85,80,4,0.7280582805374619,-9.0,52.08179734355447
2016,85,81,2,0.8686885607817006,-9.0,54.2046324563124
2016,86,53,1,0.1807516045165913,-7.0,10.887948130120165
2016,86,54,2,0.735739009557633,-7.0,12.187474135425033
2016,86,55,5,3.4609528349392096,-7.0,13.493398821551693
2016,86,56,3,2.171529251622852,-7.0,14.806506911897516
2016,86,80,1,0.1511991163623757,-7.0,52.08179734355447
2016,86,81,58,22.89484191582003,-7.0,54.2046324563124
2016,87,55,3,1.7637497924155672,-5.0,13.493398821551693
2016,87,56,7,3.7713980576780495,-5.0,14.806506911897516
2016,87,57,2,1.2001008304085818,-5.0,16.127620213160753
2016,87,79,2,1.3592610010701338,-5.0,50.05549481018511
2016,87,81,36,12.042723881017796,-5.0,54.2046324563124
2016,87,82,1,0.2707784721464375,-5.0,56.44269023807928
2016,88,49,1,0.7867133052678993,-3.0,5.739170477266791
2016,88,55,1,0.7182207824724818,-3.0,13.493398821551693
2016,88,56,7,3.406042115163755,-3.0,14.806506911897516
2016,88,57,20,8.970684001996242,-3.0,16.127620213160753
2016,88,58,1,0.2509586201269557,-3.0,17.457603123722095
2016,88,60,1,0.5053872223108719,-3.0,20.147886287247108
2016,88,62,1,0.3059362095475622,-3.0,22.885380476158566
2016,88,68,1,0.2108942818940639,-3.0,31.48143215916898
2016,88,74,1,0.6623260788130056,-3.0,40.961788552349354
2016,88,75,1,0.3200948460476799,-3.0,42.670233871257594
2016,88,80,1,0.6758557849207442,-3.0,52.08179734355447
2016,88,81,2,0.886254606387275,-3.0,54.2046324563124
2016,88,82,1,0.6623260788130056,-3.0,56.44269023807928
2016,89,50,1,0.2095176874213609,-1.0,7.020370749121086
2016,89,54,3,2.430037360981036,-1.0,12.187474135425033
2016,89,55,2,0.961859091618439,-1.0,13.493398821551693
2016,89,56,8,4.421528065542626,-1.0,14.806506911897516
2016,89,57,9,3.7655286151693614,-1.0,16.127620213160753
2016,89,58,2,0.9790795327897974,-1.0,17.457603123722095
2016,89,75,1,0.6623260788130056,-1.0,42.670233871257594
2016,89,78,1,0.6546246210446036,-1.0,48.11140308495899
2016,89,80,3,0.9976129402881329,-1.0,52.08179734355447
2016,89,81,4,2.2328635144120996,-1.0,54.2046324563124
2016,90,55,1,0.3778574948601593,1.0,13.493398821551693
2016,90,56,4,1.4581568428820022,1.0,14.806506911897516
2016,90,57,2,0.9397485850827387,1.0,16.127620213160753
2016,90,58,2,1.0511884361448636,1.0,17.457603123722095
2016,90,59,16,10.233495985934235,1.0,18.797368824406544
2016,90,60,2,1.5687551843498104,1.0,20.147886287247108
2016,90,75,1,0.6623260788130056,1.0,42.670233871257594
2016,90,76,2,0.3861227821616619,1.0,44.4270040008057
2016,90,78,1,0.2463769868499138,1.0,48.11140308495899
2016,90,79,2,1.026971684072626,1.0,50.05549481018511
2016,90,80,5,2.786366942234546,1.0,52.08179734355447
2016,91,50,24,11.974539425092456,3.0,7.020370749121086
2016,91,56,1,0.655424487839147,3.0,14.806506911897516
2016,91,57,4,2.6527598615210115,3.0,16.127620213160753
2016,91,66,1,0.2519459077270141,3.0,28.540365484875558
2016,91,71,3,1.158079848475602,3.0,36.07819997184263
2016,91,75,2,1.3252376019161103,3.0,42.670233871257594
2016,91,76,1,0.2031137047867859,3.0,44.4270040008057
2016,91,78,8,4.058431164896801,3.0,48.11140308495899
2016,92,48,12,8.610441463410291,5.0,4.460843697873993
2016,92,49,56,41.01601267930191,5.0,5.739170477266791
2016,92,50,6,2.0257017625359994,5.0,7.020370749121086
2016,92,51,3,1.7457490165865392,5.0,8.305109528050382
2016,92,58,2,1.040878133344937,5.0,17.457603123722095
2016,92,71,1,0.3515660905688307,5.0,36.07819997184263
2016,92,75,1,0.1934515866704893,5.0,42.670233871257594
2016,92,76,1,0.2835974417847242,5.0,44.4270040008057
2016,92,79,6,3.1077384277693043,5.0,50.05549481018511
2016,92,80,4,2.25355975981326,5.0,52.08179734355447
2016,93,48,44,24.378756146014233,7.0,4.460843697873993
2016,93,49,24,11.9806971244128,7.0,5.739170477266791
2016,93,50,9,3.667745731635098,7.0,7.020370749121086
2016,93,51,21,11.89796307565574,7.0,8.305109528050382
2016,93,52,3,1.2236054923351825,7.0,9.594068226860466
2016,93,53,9,5.373511136260532,7.0,10.887948130120165
2016,93,54,7,3.8067266404679247,7.0,12.187474135425033
2016,93,55,1,0.4609544725366167,7.0,13.493398821551693
2016,93,56,1,0.3104356823695051,7.0,14.806506911897516
2016,93,58,1,0.6751201965786129,7.0,17.457603123722095
2016,93,70,1,0.7626561608414321,7.0,34.51810784106126
2016,93,71,2,0.54927789229138,7.0,36.07819997184263
2016,93,76,3,1.088013322238154,7.0,44.4270040008057
2016,93,77,1,0.1339659648856819,7.0,46.23825730732021
2016,93,78,2,0.41051932895793286,7.0,48.11140308495899
2016,93,80,7,4.802144374212326,7.0,52.08179734355447
2016,94,48,5,2.0005729559438477,9.0,4.460843697873993
2016,94,49,1,0.7199240971585303,9.0,5.739170477266791
2016,94,50,49,30.482501102235595,9.0,7.020370749121086
2016,94,51,37,22.999287664487166,9.0,8.305109528050382
2016,94,52,28,16.269640880722328,9.0,9.594068226860466
2016,94,53,4,2.663004268285728,9.0,10.887948130120165
2016,94,70,5,1.7158063075517678,9.0,34.51810784106126
2016,94,71,2,1.2474802903613964,9.0,36.07819997184263
2016,94,74,2,1.341604246684453,9.0,40.961788552349354
2016,94,75,1,0.6623260788130056,9.0,42.670233871257594
2016,94,76,1,0.6626188009580551,9.0,44.4270040008057
2016,94,77,1,0.2181095939839374,9.0,46.23825730732021
2016,94,78,1,0.677197538331842,9.0,48.11140308495899
2016,94,79,5,2.069660251098765,9.0,50.05549481018511
2016,94,80,3,0.9985170423534302,9.0,52.08179734355447
2016,94,81,3,1.5111767110869971,9.0,54.2046324563124
2016,95,50,3,2.257150917669219,11.0,7.020370749121086
2016,95,51,9,6.131379618898206,11.0,8.305109528050382
2016,95,53,5,2.940707108316439,11.0,10.887948130120165
2016,95,54,2,1.232474325883694,11.0,12.187474135425033
2016,95,63,1,0.2979244495791142,11.0,24.274652194584778
2016,95,69,5,3.3634244165572977,11.0,32.98670708247892
2016,95,76,2,0.892118819078547,11.0,44.4270040008057
2016,95,78,2,1.0740759214612379,11.0,48.11140308495899
2016,95,79,1,0.4723591799798992,11.0,50.05549481018511
2016,95,80,3,1.98763802914995,11.0,52.08179734355447
2016,95,81,1,0.2707784721464375,11.0,54.2046324563124
2016,95,83,2,0.8890787257047147,11.0,58.82116446134409
2016,96,40,1,0.1557723309761857,13.0,-5.739170477266785
